"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"GPAT2",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,1,4,1,0,1
"ADRA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0
"DUSP2",47,0,14,9,3,10,1,0,6,1,9,23,2,48,5,0,0,28,15,3,57,85,1,0
"STARD7",99,20,4,7,3,0,0,15,2,1,5,3,3,4,1,0,17,23,4,2,39,948,35,6
"TMEM127",96,21,1,5,1,0,0,6,0,0,4,1,1,1,1,1,10,17,0,0,5,421,31,2
"CIAO1",50,27,2,4,1,3,0,15,3,0,4,3,2,3,0,3,8,11,2,1,33,512,25,0
"SNRNP200",74,22,5,4,3,3,1,24,3,1,15,10,5,7,1,5,21,10,2,3,50,1099,58,3
"AC021188.4",1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"ITPRIPL1",4,2,1,0,2,0,0,0,2,0,1,2,0,2,0,0,0,0,3,1,12,2,2,0
"NCAPH",6,2,0,4,0,0,0,0,1,0,2,0,0,0,0,0,1,3,2,4,6,114,4,0
"NEURL3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0
"ARID5A",100,31,7,8,9,7,2,12,13,1,20,8,6,19,2,0,34,47,3,2,117,146,30,3
"KANSL3",28,7,0,1,0,1,0,5,1,0,3,2,0,1,0,0,2,3,1,0,8,128,13,1
"FER1L5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LMAN2L",15,11,1,0,1,0,0,4,2,0,2,2,0,1,0,0,5,3,0,0,6,152,6,0
"CNNM4",13,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,2,3,1,3,207,2,1
"RP11-353K11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"CNNM3",1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,120,3,0
"ANKRD23",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,2,0
"ANKRD39",44,10,2,3,2,0,0,12,2,0,9,5,2,4,2,3,4,7,2,2,26,462,9,0
"SEMA4C",8,12,0,1,0,0,0,12,0,1,0,1,0,1,0,0,11,4,0,0,2,19,37,1
"FAM178B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0
"FAHD2B",4,4,1,1,2,1,0,8,2,0,0,2,1,1,0,0,5,0,1,2,9,32,12,0
"ANKRD36",6,7,1,1,0,1,0,2,4,0,9,5,4,3,1,0,6,2,2,1,16,143,11,1
"AC159540.1",3,4,1,0,0,0,0,3,1,1,2,0,3,1,0,0,1,1,2,0,6,123,8,0
"ANKRD36B",3,3,2,1,0,0,1,2,0,1,2,2,3,0,0,0,3,1,0,2,10,60,8,0
"COX5B",1511,447,31,46,22,10,5,316,38,25,103,50,38,46,7,198,225,416,27,29,341,19603,553,36
"ACTR1B",46,35,4,1,2,1,1,22,6,1,12,8,2,9,0,5,22,10,7,0,36,464,44,1
"LINC01125",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,1,0
"ZAP70",0,1,6,0,4,2,1,0,8,0,18,24,7,16,3,0,0,2,1,4,36,7,0,0
"TMEM131",30,19,0,8,3,0,0,13,0,0,3,1,1,0,1,0,7,16,0,1,9,426,13,2
"VWA3B",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"CNGA3",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INPP4A",28,8,2,2,0,2,0,4,2,0,5,6,2,4,0,0,1,8,1,1,14,75,14,1
"COA5",79,30,0,3,3,0,0,21,1,3,10,4,2,10,0,5,16,21,1,2,29,752,44,1
"UNC50",102,49,1,3,1,0,1,28,5,0,5,7,4,7,0,2,20,26,1,2,28,761,29,5
"MGAT4A",204,0,5,3,4,0,0,1,7,0,21,11,6,7,2,1,1,46,8,6,20,877,57,0
"AC109826.1",29,2,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,8,0,1,1,0,0,0
"KIAA1211L",6,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,100,30,0
"TSGA10",7,0,1,1,0,0,0,2,0,0,5,2,1,3,0,0,0,3,0,0,1,137,2,0
"C2orf15",4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62,0,0
"RP11-111H13.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0
"LIPT1",15,4,2,0,0,3,0,8,0,0,4,3,2,1,1,0,5,2,0,1,1,94,7,1
"RP11-38C17.1",2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,1
"MITD1",91,30,8,6,0,0,0,22,5,1,17,12,8,9,1,5,12,20,5,2,39,788,43,0
"MRPL30",23,10,1,0,2,0,1,6,2,0,4,3,0,3,0,3,7,9,1,0,11,256,9,1
"LYG2",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,0,0
"LYG1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47,3,0
"TXNDC9",86,31,4,4,0,1,3,16,4,0,7,3,2,4,0,0,20,22,5,4,27,281,36,1
"EIF5B",214,121,6,9,6,5,2,87,14,5,33,21,12,14,3,13,63,73,6,9,69,2647,190,18
"REV1",35,14,1,1,0,0,2,14,1,3,4,3,1,2,0,0,9,8,2,3,9,324,24,0
"RP11-527J8.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
"AFF3",0,2,0,5,0,0,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"LONRF2",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,2,0
"CHST10",4,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,7,0
"PDCL3",118,17,3,12,0,1,0,15,11,1,20,9,6,5,0,4,22,33,4,7,56,605,40,5
"NPAS2",7,6,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,2,425,4,0
"AC016738.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RPL31",2536,1665,249,227,139,67,50,1740,317,133,1037,427,543,533,80,430,844,797,125,104,1696,29062,2288,94
"TBC1D8",16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,72,3,0
"RP11-299H21.1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
"CNOT11",24,11,2,0,0,1,0,7,1,1,3,3,0,1,0,1,3,6,1,0,13,440,20,0
"RNF149",403,43,2,4,1,5,0,23,4,2,27,17,6,12,1,0,16,145,3,5,31,1043,41,5
"CREG2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,2,0
"RFX8",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MAP4K4",31,45,2,0,0,0,0,26,4,1,2,3,1,2,2,1,19,15,1,1,10,176,92,4
"LINC01127",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
"IL1R2",35,6,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,43,2,0,55,349,3,0
"IL1R1",24,64,0,0,0,0,0,78,0,0,2,0,1,0,0,0,8,6,0,0,13,9,28,0
"IL1RL2",5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0
"IL1RL1",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,2,3,0,0
"IL18R1",1,2,0,0,1,0,0,0,2,2,6,1,2,3,3,0,0,2,4,1,28,14,1,0
"IL18RAP",1,0,0,0,0,0,0,0,4,0,7,3,0,9,2,0,0,0,0,2,6,0,0,0
"SLC9A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SLC9A2",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
"MFSD9",3,3,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,4,0,0,3,116,1,0
"TMEM182",1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,25,0,0
"POU3F3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0
"AC010884.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"MRPS9",18,16,2,1,2,1,2,9,2,1,7,4,2,1,0,2,14,4,4,3,24,578,24,2
"AC104655.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-332H14.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TGFBRAP1",24,8,0,0,0,0,0,6,2,1,0,2,1,0,0,0,3,3,1,0,2,96,8,0
"RP11-332H14.2",2,0,0,0,0,0,0,4,0,1,1,0,0,2,0,0,2,1,0,0,2,150,3,0
"C2orf49",36,16,0,1,0,0,0,9,1,1,5,3,4,2,0,0,7,6,0,0,13,216,9,1
"FHL2",36,150,0,6,0,0,1,82,0,1,3,3,1,2,0,7,84,9,0,1,4,3812,40,0
"AC012360.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"NCK2",31,12,3,0,1,0,0,2,4,0,5,2,6,3,2,0,21,4,6,0,30,411,19,4
"AC009505.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"C2orf40",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22,0,0,0,0,0,2,4
"UXS1",70,29,3,1,3,0,1,18,5,0,11,2,6,5,1,2,13,21,2,0,48,468,37,0
"RGPD3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"AC108868.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC108868.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ST6GAL2",0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGPD4-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SULT1C2",1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0
"SULT1C4",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"GCC2",95,37,21,5,5,3,3,46,17,1,22,20,13,12,5,1,33,14,5,4,79,1590,50,1
"GCC2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"LIMS1",573,121,8,11,1,3,1,79,11,7,27,5,4,6,0,1,64,151,5,6,67,646,167,5
"RANBP2",91,25,2,6,2,2,0,11,2,3,4,2,2,2,1,0,10,24,1,0,14,708,56,2
"CCDC138",5,4,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,1,0,1,37,3,0
"EDAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"SH3RF3-AS1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SH3RF3",3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,3,6,1
"SEPT10",42,21,0,0,0,0,0,15,0,0,0,1,0,1,0,1,28,3,0,1,1,626,80,1
"SOWAHC",20,4,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,2,0,0,0,253,0,0
"RGPD5",4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29,2,0
"LIMS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC01123",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
"MALL",16,8,1,0,0,0,0,2,1,0,1,0,0,0,0,16,0,4,1,0,2,2370,144,0
"NPHP1",3,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,57,8,0
"LINC00116",152,81,5,14,2,2,0,68,9,5,16,14,7,15,1,18,30,37,7,0,51,1659,114,6
"RP11-1223D19.1",2,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0
"LINC01106",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,78,2,1
"RP13-1039J1.2",0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,4,7,0
"AC108938.5",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0
"LIMS3L",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RGPD6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BUB1",1,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,3,0,3,1,0,152,2,0
"AC114776.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ACOXL",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0
"BCL2L11",50,6,2,2,3,0,0,2,4,0,6,2,1,4,1,0,1,12,1,0,14,93,14,0
"MIR4435-2HG",123,110,2,5,16,0,0,41,10,3,21,14,1,10,0,3,151,66,5,6,153,816,152,2
"RP11-181E10.3",0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,2,4,10,0
"RP11-803D5.4",3,12,0,0,1,1,1,2,0,0,1,1,0,0,0,0,10,0,2,1,15,58,17,0
"AC017002.1",4,4,0,0,0,0,0,1,4,0,1,0,0,0,0,0,4,0,11,0,95,10,7,0
"AC017002.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ANAPC1",14,7,0,0,0,1,0,4,0,1,3,5,1,2,0,0,4,4,2,0,6,291,8,0
"MERTK",149,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,9,0,0,0,10,4,0
"TMEM87B",50,15,0,0,0,0,0,8,3,0,3,5,1,3,0,0,6,8,0,1,3,382,21,1
"FBLN7",2,1,0,0,0,1,0,0,4,0,9,0,1,0,0,0,4,1,2,0,39,7,6,0
"ZC3H8",22,7,2,2,1,1,1,5,2,0,7,7,4,4,1,0,4,2,5,1,17,438,18,0
"ZC3H6",30,5,2,0,0,2,1,15,4,3,4,4,5,0,1,0,15,8,0,1,17,70,15,0
"RGPD8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TTL",37,8,0,0,0,2,0,7,1,0,1,0,0,0,0,0,3,4,0,0,2,125,15,0
"POLR1B",8,4,1,0,0,0,0,3,0,0,1,1,2,2,1,0,1,2,0,0,3,128,7,2
"CHCHD5",141,62,4,10,5,0,0,67,5,1,20,15,5,5,1,12,35,43,3,5,62,2151,68,4
"AC079922.3",7,11,0,1,0,0,0,6,1,0,0,1,0,0,0,0,1,1,1,0,2,23,5,0
"SLC20A1",121,46,2,8,2,0,0,15,0,1,4,4,0,4,0,0,6,47,3,1,11,625,53,0
"NT5DC4",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0
"CKAP2L",1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,1,8,3,0,52,0,0
"IL1A",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0
"IL1B",669,7,0,5,0,0,0,3,0,9,0,1,0,1,0,0,2,2160,0,0,4,70,1,0
"IL37",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,0,0
"IL36G",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL36RN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"IL1RN",470,3,2,13,0,0,0,2,1,0,1,1,1,0,0,3,0,412,1,0,9,642,4,0
"PSD4",22,4,2,1,4,2,0,1,3,1,7,4,0,6,1,0,0,3,0,2,16,365,2,0
"AC016683.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"PAX8",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74,1,0
"RP11-65I12.1",6,3,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,382,3,1
"RP11-480C16.1",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0
"CBWD2",10,4,0,2,0,0,0,4,0,0,0,2,1,2,0,0,3,1,0,1,2,130,8,1
"FOXD4L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"PGM5P4-AS1",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FAM138B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"RABL2A",7,4,2,0,1,0,0,6,0,0,2,1,0,1,0,0,3,0,0,0,3,72,7,0
"AC017074.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SLC35F5",34,15,0,2,0,0,0,15,1,1,3,3,0,4,0,0,14,7,0,3,4,341,14,0
"AC024704.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AC104653.1",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,11,0,0
"RP11-141B14.1",3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,17,2,0
"ACTR3",607,107,29,81,18,7,3,68,38,20,72,52,21,41,9,17,73,192,25,19,231,3286,174,8
"LINC01191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0
"DPP10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DDX18",179,79,13,20,6,0,1,44,4,1,33,13,11,20,2,1,41,56,4,4,68,1772,79,8
"AC009404.2",0,4,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,115,0,0
"CCDC93",27,6,0,0,2,0,0,3,1,2,2,6,0,1,0,0,3,12,0,3,5,223,22,1
"INSIG2",55,37,3,2,3,0,0,9,0,2,3,7,1,2,0,0,11,18,2,0,13,444,18,0
"AC093901.1",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0
"MARCO",891,1,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,128,1,0,3,31,0,0
"STEAP3",49,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,69,5,0
"STEAP3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C2orf76",19,25,1,0,0,1,0,18,1,0,1,0,1,2,0,1,7,8,0,0,8,147,19,0
"DBI",1581,327,18,121,24,8,2,172,44,17,82,57,21,35,8,87,94,325,30,26,199,8592,314,12
"TMEM37",120,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,29,5,0
"CFAP221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TMEM177",4,4,0,0,0,0,0,5,1,1,2,0,0,3,0,1,1,0,0,1,5,152,3,0
"PTPN4",4,1,5,0,3,3,1,4,7,0,17,11,4,11,4,0,0,3,0,7,18,129,8,0
"EPB41L5",4,6,0,0,0,0,0,4,0,0,0,0,1,1,0,1,2,5,0,0,0,336,3,1
"AC012363.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"TMEM185B",19,11,0,0,0,0,0,7,0,2,3,2,0,2,0,0,6,10,0,1,4,220,16,0
"RALB",118,22,0,0,3,0,0,23,3,3,7,4,0,5,1,3,8,51,0,0,20,657,65,0
"INHBB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,103,0
"AC073257.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"GLI2",1,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"RP11-297J22.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFCP2L1",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0
"CLASP1",23,15,2,0,2,1,1,13,7,1,6,4,0,8,1,0,10,11,4,4,22,194,28,0
"RP11-204L24.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"NIFK-AS1",6,5,0,2,0,0,0,4,0,1,2,5,2,2,0,0,6,0,0,0,12,63,5,3
"NIFK",95,61,3,7,2,2,0,33,4,4,10,7,3,8,1,1,20,36,2,2,22,1529,56,2
"TSN",61,36,3,3,3,0,0,17,3,1,11,8,1,2,1,0,15,17,2,4,25,855,42,1
"GYPC",244,192,18,2,19,2,6,187,35,2,51,51,31,34,6,1,51,37,17,5,210,47,206,2
"RP11-521O16.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BIN1",50,45,12,1,10,3,1,66,11,0,24,24,5,15,1,3,3,8,1,6,72,524,4,0
"CYP27C1",0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ERCC3",16,18,0,2,1,2,0,8,2,1,4,2,0,1,0,0,6,4,0,0,5,185,23,1
"MAP3K2",160,36,5,3,1,1,2,20,1,2,8,6,2,4,1,0,19,35,0,0,16,388,26,3
"AC068282.3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"PROC",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
"IWS1",52,9,4,6,1,3,0,17,1,0,15,6,4,3,1,0,15,10,0,3,29,526,18,2
"AC010976.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MYO7B",8,1,1,0,0,0,0,2,2,0,0,1,1,1,1,1,0,3,0,0,0,526,8,0
"RP11-286H15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
"LIMS2",2,18,0,1,0,0,0,0,2,0,1,0,0,0,0,0,19,1,0,0,4,37,76,2
"GPR17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"WDR33",72,39,5,7,3,0,1,20,6,2,11,13,6,8,2,0,22,17,5,3,36,658,49,3
"SFT2D3",2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,59,3,0
"POLR2D",23,10,1,0,0,0,0,8,3,0,4,3,1,0,0,0,6,8,3,2,15,350,16,0
"AMMECR1L",17,8,1,1,0,0,0,4,2,0,3,1,1,1,0,0,2,3,0,1,3,127,9,0
"RP11-395A13.2",6,1,0,0,0,1,0,9,0,0,0,1,0,0,0,0,2,1,0,0,2,97,3,0
"SAP130",11,1,0,1,0,0,0,4,0,0,0,1,0,0,0,0,3,4,1,1,3,79,5,0
"UGGT1",24,7,2,0,1,0,0,15,1,3,5,4,2,1,0,0,6,2,1,2,8,347,21,1
"HS6ST1",11,7,0,0,0,0,0,10,0,2,0,0,0,0,0,0,1,2,0,0,0,43,11,0
"RAB6C",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9,0,0
"CCDC74B",0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
"SMPD4",20,15,0,1,0,2,0,5,2,2,2,0,3,1,0,1,3,6,1,2,6,251,14,0
"MZT2B",295,232,11,21,10,6,0,140,25,10,45,25,15,17,4,23,86,79,22,32,145,2718,253,7
"CCDC115",106,24,7,5,6,2,2,38,5,1,14,9,8,5,1,2,13,27,2,5,40,596,36,3
"IMP4",80,62,1,7,0,0,0,30,2,4,11,6,2,5,2,4,15,41,3,2,30,1472,55,3
"PTPN18",168,19,3,5,2,0,0,16,4,3,13,7,3,18,1,3,13,37,0,1,21,611,30,3
"TISP43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AC133785.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ARHGEF4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
"FAM168B",19,13,0,1,2,0,0,10,0,0,3,1,1,1,0,0,7,7,0,1,5,376,26,0
"PLEKHB2",223,22,1,7,2,1,0,17,3,0,10,6,3,10,2,2,22,75,4,2,27,1121,40,2
"POTEE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-109E12.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
"MZT2A",138,125,12,30,8,4,5,65,30,7,77,40,21,22,3,40,41,37,28,17,161,2975,145,5
"TUBA3D",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"CCDC74A",0,10,0,0,1,0,0,5,1,0,4,1,0,0,0,0,13,1,1,0,4,20,0,1
"C2orf27B",0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"RP11-725P16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"GPR39",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0
"LYPD1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0
"NCKAP5",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,76,0,0
"MGAT5",36,7,0,2,0,0,0,2,0,0,3,3,1,1,1,1,4,2,0,1,5,523,17,3
"TMEM163",19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,82,3,0
"CCNT2-AS1",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
"ACMSD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"CCNT2",23,8,1,1,1,0,0,4,0,1,2,2,2,2,2,1,6,7,2,0,5,292,17,0
"RAB3GAP1",38,14,1,1,3,0,0,13,4,0,7,6,1,3,0,2,8,9,2,2,16,340,33,0
"ZRANB3",4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,2,41,3,0
