"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"LINC00996",1,0,1,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"GIMAP8",1,0,2,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0
"GIMAP7",1,5,1,0,1,0,9,8,28,0,0,18,11,0,10,0,1,5,4,1,0,0,1,156,0
"GIMAP4",2,4,3,3,0,0,8,4,18,0,0,13,5,0,6,0,1,5,0,1,2,2,2,146,0
"GIMAP6",0,0,0,1,0,0,3,3,6,0,0,9,4,0,0,0,0,0,0,0,0,0,1,90,0
"GIMAP2",3,0,0,0,0,1,35,3,2,0,1,3,3,0,6,0,0,0,2,0,2,0,1,13,0
"GIMAP1",2,2,2,0,0,0,5,3,15,0,1,3,4,0,4,0,1,2,0,0,0,1,1,71,0
"GIMAP5",3,0,0,1,0,0,0,0,1,0,0,5,1,0,2,0,0,0,0,0,0,0,0,6,0
"TMEM176B",86,0,73,0,1,384,3324,0,8,3,2,8,5,0,2,0,1,0,244,24,5,14,3,24,1
"TMEM176A",42,0,39,0,0,178,1953,3,3,1,0,3,2,0,0,0,0,1,218,8,2,5,0,18,2
"AOC1",2,2,0,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,106,0,1,0,0,0,0
"KCNH2",0,0,0,0,0,1,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOS3",0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,28,0
"ATG9B",0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"ABCB8",0,1,0,0,0,4,37,3,2,2,0,2,4,0,3,0,0,0,7,1,2,0,0,3,3
"RP11-148K1.10",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASIC3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDK5",2,0,0,0,0,0,23,5,0,1,1,0,1,0,0,0,0,0,15,4,2,1,0,10,1
"SLC4A2",2,1,3,0,1,9,61,3,1,1,0,3,1,2,0,0,1,0,15,1,0,0,0,7,0
"FASTK",5,3,2,1,0,6,193,7,2,2,2,15,7,2,3,3,2,1,43,3,7,2,1,28,3
"TMUB1",6,4,5,2,2,1,61,14,3,3,6,28,22,5,10,0,0,7,60,0,2,3,2,26,1
"AGAP3",5,0,6,0,0,0,44,0,3,0,0,2,0,0,0,0,0,0,6,0,0,2,0,18,0
"ABCF2",0,3,1,0,0,0,58,3,2,1,2,8,6,1,3,0,1,1,7,0,0,0,0,18,2
"CHPF2",1,0,0,0,0,2,73,1,1,0,0,9,5,0,2,0,1,0,7,0,3,1,0,7,0
"SMARCD3",0,0,0,0,1,5,97,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,5,4
"RP4-548D19.3",0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUB1",5,1,2,0,0,9,90,8,5,2,4,6,7,1,5,0,1,2,18,0,0,0,3,32,4
"WDR86",0,0,0,0,0,31,13,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0
"CRYGN",0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RHEB",28,7,22,1,1,64,692,29,19,16,10,55,34,10,7,5,1,7,93,16,25,16,4,141,13
"PRKAG2",5,0,6,0,0,1,42,5,2,0,3,7,4,2,3,1,0,0,18,1,2,3,1,5,5
"PRKAG2-AS1",0,0,0,0,0,0,100,1,0,1,0,1,0,0,1,1,0,1,14,0,0,2,0,0,0
"GALNT11",2,3,3,1,1,5,178,9,4,1,0,3,20,0,4,0,1,0,10,3,1,2,1,23,5
"RP5-981O7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"KMT2C",0,3,3,2,1,5,102,5,2,1,3,12,8,2,5,1,0,2,32,0,6,2,1,34,1
"LINC01003",1,0,1,1,1,2,34,5,3,0,1,1,3,0,3,0,0,0,17,0,0,0,3,15,0
"XRCC2",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ACTR3B",0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"DPP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PAXIP1-AS2",1,0,1,0,0,1,12,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0
"PAXIP1",1,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,9,0,1,0,0,0,0
"RP11-5C23.1",1,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"RP11-5C23.2",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAXIP1-AS1",1,2,1,0,0,3,21,1,1,0,0,2,6,0,0,0,0,0,10,0,4,1,0,7,0
"AC144652.1",1,0,1,0,1,0,3,1,0,0,0,3,2,0,2,0,0,0,1,0,0,0,0,5,0
"INSIG1",152,20,118,6,5,14,447,55,2,7,25,64,65,12,5,2,3,6,39,1,12,25,11,130,1
"EN2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC009403.2",0,0,0,0,0,1,7,2,0,1,1,4,0,1,0,0,0,1,2,0,0,0,0,2,0
"RBM33",1,5,3,0,0,2,55,4,2,0,2,10,7,4,1,1,1,1,25,0,6,0,3,16,1
"SHH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LINC01006",0,0,0,0,0,2,11,0,1,1,1,0,0,0,0,0,0,0,11,0,0,0,0,6,0
"RNF32",0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,3,0
"LMBR1",1,0,1,0,0,0,34,3,1,0,0,3,1,0,0,0,0,1,10,0,1,0,0,19,0
"NOM1",2,4,2,0,0,3,42,5,1,0,3,11,9,1,1,2,1,0,15,0,5,1,0,7,1
"MNX1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"MNX1-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MNX1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"UBE3C",1,0,0,0,0,1,42,1,2,1,0,6,4,1,3,0,1,0,17,2,0,0,1,14,1
"DNAJB6",32,14,27,5,5,41,401,47,17,11,17,82,62,16,35,7,10,25,104,6,11,13,11,141,11
"PTPRN2",5,0,1,1,0,4,85,2,7,4,1,7,8,2,4,0,0,0,8,0,2,1,1,39,1
"NCAPG2",1,0,0,0,0,2,12,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,3,0
"ESYT2",3,2,2,1,0,5,80,2,2,1,3,12,4,1,7,3,0,3,30,1,7,2,0,25,3
"WDR60",0,1,2,0,0,5,65,6,1,0,0,5,7,0,1,0,0,0,9,0,3,0,2,21,2
"VIPR2",0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"PLCXD1",2,0,1,0,0,1,15,2,0,0,0,2,0,0,0,0,0,0,6,1,0,4,0,5,1
"GTPBP6",1,1,0,2,0,4,147,6,6,0,1,10,6,1,2,1,0,2,42,1,2,0,0,33,2
"LINC00685",2,1,1,0,0,6,55,6,0,1,2,8,6,3,2,0,1,1,8,1,2,0,0,3,1
"PPP2R3B",0,0,1,0,0,2,5,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0
"RP13-465B17.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-309M23.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CRLF2",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSF2RA",5,0,18,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
"IL3RA",1,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,100,0
"SLC25A6",117,47,179,13,7,51,3164,141,101,52,118,309,190,85,174,28,8,42,1743,50,104,68,34,403,67
"LINC00106",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0
"ASMTL-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ASMTL",4,0,8,1,0,9,93,2,7,4,1,11,9,0,1,0,1,0,21,1,3,1,1,19,6
"P2RY8",0,5,1,1,3,0,2,1,0,0,4,21,12,9,15,1,3,10,0,0,4,2,1,2,0
"AKAP17A",5,1,9,0,1,1,76,6,1,3,3,17,11,7,7,2,2,3,36,2,8,1,1,33,1
"ASMT",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP13-297E16.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DHRSX",5,0,3,0,0,4,62,3,1,1,2,0,2,1,1,0,0,2,12,1,2,1,1,9,1
"ZBED1",4,1,0,0,0,1,60,1,0,0,2,5,2,2,1,0,0,1,16,0,1,1,2,13,1
"LINC00102",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD99",24,29,28,13,14,79,2336,83,46,15,10,177,146,11,29,10,12,42,235,18,19,15,13,157,30
"XG",0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GYG2",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARSD",2,0,1,0,0,5,36,2,0,4,0,0,0,0,0,0,0,1,48,0,1,0,0,11,0
"ARSE",0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,53,0,0,0,0,0,0
"LINC01546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MXRA5",0,0,0,0,0,2,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRKX",3,8,0,2,2,4,10,22,2,6,4,35,25,2,8,1,1,7,13,0,3,0,1,21,0
"RP11-706O15.1",0,0,0,0,0,0,3,7,0,1,0,2,5,1,0,1,0,0,14,1,1,0,0,3,1
"RP11-706O15.3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-706O15.5",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"RP11-733O18.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLGN4X",0,0,0,0,0,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PUDP",4,1,0,0,0,3,30,3,3,0,1,1,2,0,0,0,1,1,16,1,0,0,1,6,2
"STS",0,0,1,0,0,3,31,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0
"PNPLA4",1,0,4,0,0,0,23,5,0,0,2,2,3,1,0,0,0,0,33,1,1,0,0,3,0
"ANOS1",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
"TBL1X",0,0,4,0,0,0,31,3,2,0,0,2,2,1,4,0,0,2,4,1,1,1,2,1,6
"SHROOM2",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"WWC3",2,2,0,0,1,2,32,0,3,0,0,2,7,0,1,0,0,1,4,1,1,1,0,19,2
"CLCN4",0,0,1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
"MID1",0,0,0,0,0,1,23,0,7,0,0,0,0,0,0,0,0,0,16,1,0,0,0,11,0
"HCCS",2,1,1,0,1,3,44,1,4,1,0,2,3,3,0,0,0,0,25,1,0,3,1,14,1
"ARHGAP6",0,0,0,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,1
"MSL3",3,1,4,0,0,3,44,1,3,4,2,15,7,0,8,1,1,2,10,2,1,0,1,21,5
"FRMPD4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRPS2",9,1,2,0,2,0,89,5,0,2,0,10,5,2,6,0,0,1,36,1,6,0,0,7,2
"TLR7",5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TLR8",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMSB4X",5401,2502,4828,581,544,920,38246,7313,1021,853,1390,12196,9003,1416,2928,432,666,2439,6750,476,869,1680,1065,7962,571
"FAM9C",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCEANC",0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"RAB9A",4,5,4,2,0,5,98,4,3,2,3,12,7,2,10,0,1,6,48,1,9,5,8,17,2
"TRAPPC2",0,1,0,2,0,1,20,3,0,3,1,7,2,3,3,0,1,1,15,0,1,0,4,10,0
"OFD1",4,6,6,2,2,12,64,17,4,2,16,27,18,12,11,2,2,8,53,2,3,1,1,32,4
"GPM6B",0,1,0,0,0,319,8,1,0,0,1,6,4,2,3,0,0,0,5,1,4,1,1,0,2
"GEMIN8",1,1,1,0,0,7,41,3,1,0,1,1,3,0,0,0,0,1,6,3,0,0,0,9,2
"FANCB",0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"MOSPD2",2,0,2,0,0,5,37,2,2,2,0,3,2,1,1,0,0,2,8,0,2,3,0,5,1
"ASB9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,22,0
"ASB11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PIGA",2,0,6,0,0,3,20,2,1,3,0,6,2,0,0,0,1,1,7,1,0,2,0,14,1
"FIGF",0,0,0,0,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PIR",2,0,1,0,0,8,58,0,3,0,0,0,0,0,0,0,0,0,5,1,0,0,0,17,0
"BMX",0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"ACE2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"TMEM27",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA5B",0,2,1,0,0,1,18,3,2,0,2,3,3,0,6,0,0,2,0,1,1,1,0,5,2
"ZRSR2",1,0,1,0,0,8,37,5,1,0,1,14,10,1,2,0,0,3,8,1,5,0,1,11,5
"AP1S2",20,2,44,0,1,136,159,4,6,5,2,20,11,3,10,3,1,3,9,2,7,32,3,84,5
"CTPS2",1,0,1,0,0,2,18,1,0,0,0,1,0,1,1,0,0,0,4,0,0,0,0,4,0
"SYAP1",19,11,38,1,3,9,171,38,4,17,3,91,65,17,40,9,6,25,90,4,15,11,6,64,2
"TXLNG",1,6,0,2,0,7,79,8,1,2,3,14,9,2,8,0,1,3,27,0,3,1,1,18,2
"RBBP7",0,2,2,2,1,14,251,9,6,3,3,18,16,4,5,0,0,3,58,7,3,1,2,55,10
"REPS2",0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"NHS",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1
"SCML1",5,1,5,0,0,0,78,0,2,0,0,4,0,2,4,1,0,0,19,5,0,2,0,38,3
"RAI2",0,0,0,0,0,1,124,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,28,2
"SCML2",0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDKL5",0,0,0,0,0,1,10,1,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,2
"PPEF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PHKA2",0,1,3,1,0,0,12,1,0,0,1,2,0,0,2,0,0,0,13,0,1,0,1,5,0
"ADGRG2",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDHA1",2,1,7,1,0,11,108,8,2,1,1,12,10,1,2,0,2,3,88,5,1,1,1,25,6
"MAP3K15",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SH3KBP1",5,4,6,3,2,5,189,17,1,7,7,33,27,4,12,0,4,10,57,3,4,4,6,26,0
"CXorf23",0,1,0,0,0,1,10,0,1,0,1,0,1,0,2,0,0,0,8,0,0,0,0,2,1
"MAP7D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"EIF1AX",20,23,14,6,3,44,767,52,13,15,19,98,76,27,32,4,5,22,246,10,27,8,3,132,28
"RPS6KA3",3,2,2,0,0,2,78,16,2,2,0,21,10,0,5,0,0,5,51,0,1,4,0,37,0
"CNKSR2",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBTPS2",1,1,1,0,0,2,19,1,1,0,0,0,3,0,0,0,0,0,4,0,0,1,0,3,0
"YY2",0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"SMS",38,5,11,0,0,25,203,10,9,2,4,16,9,1,7,1,0,3,89,1,0,9,9,24,7
"PTCHD1",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRDX4",12,0,13,1,1,20,605,6,9,4,6,14,6,2,3,1,1,0,115,8,62,2,2,65,4
"ACOT9",2,1,10,0,0,3,89,6,1,0,2,1,6,3,0,1,0,4,12,2,1,0,2,24,0
"RP13-314C10.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAT1",756,55,866,19,7,268,2448,128,58,242,184,405,217,135,120,17,29,73,746,21,269,471,47,1759,18
"APOO",1,0,1,0,0,1,19,1,1,0,1,4,5,0,1,0,0,0,19,1,3,1,0,11,1
"KLHL15",0,1,0,1,0,1,37,2,0,2,0,0,2,1,1,0,0,0,11,0,0,0,0,14,4
"EIF2S3",9,5,11,4,0,10,344,12,10,9,17,46,21,18,37,3,0,6,79,5,10,5,2,40,6
"ZFX",4,1,3,0,0,5,47,6,1,0,2,14,9,1,3,1,1,2,13,2,2,2,2,13,3
"PDK3",0,1,3,0,0,1,10,3,0,1,0,9,4,0,2,1,0,2,2,1,0,0,3,3,0
"POLA1",0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,1
"RP11-268G12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IL1RAPL1",0,0,0,0,0,2,3,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"MAGEB2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NR0B1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CXorf21",0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
"GK",7,0,21,0,0,1,11,0,0,2,0,0,2,0,0,0,0,1,12,0,0,8,4,1,1
"GK-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAB3",1,1,1,0,0,0,7,4,0,0,0,4,3,0,1,0,2,0,9,0,1,1,0,5,0
"DMD",1,0,0,0,0,33,32,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,4,7
"TMEM47",0,0,0,0,0,11,228,1,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,65,21
"PRRG1",1,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0
"LANCL3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"XK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1
"CYBB",46,0,24,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,22,0,0,0
"DYNLT3",6,2,2,1,0,11,220,22,6,4,4,55,23,3,4,1,1,7,22,6,3,2,0,46,18
"SYTL5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SRPX",0,0,0,0,0,8,946,0,9,0,0,0,0,0,1,0,0,1,2,5,0,1,0,27,8
"RPGR",1,1,0,0,0,11,25,3,2,1,1,3,6,0,2,0,0,2,11,1,2,0,0,25,1
"OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0
"TSPAN7",0,0,1,0,0,9,12,0,25,1,0,0,0,0,1,0,0,0,30,2,0,0,0,171,0
"MID1IP1",8,3,7,0,1,14,181,3,2,0,1,25,18,2,7,4,0,1,21,4,1,3,1,22,4
"BCOR",0,2,3,0,0,0,15,4,1,0,0,4,1,1,2,0,0,0,4,3,1,1,1,5,1
"RP11-320G24.1",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP6AP2",34,9,24,3,0,69,721,34,18,9,3,53,35,3,12,1,1,7,46,11,6,19,3,84,20
"CXorf38",3,1,1,0,0,0,20,6,2,0,1,3,1,0,3,1,0,2,6,1,0,0,0,11,0
"MED14",1,0,2,0,0,1,17,1,1,0,2,4,5,1,0,0,0,2,15,0,0,1,0,5,0
"MED14OS",2,0,0,0,0,4,9,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,7,1
"USP9X",4,1,2,2,0,7,74,5,2,0,0,10,11,2,2,0,1,2,27,0,1,1,0,25,4
"RP5-1172N10.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"DDX3X",43,32,33,8,8,43,758,91,31,46,63,178,127,33,49,11,18,36,152,11,31,12,22,342,20
"NYX",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CASK",1,0,0,0,0,5,33,1,1,0,0,1,0,0,0,0,0,0,23,0,0,0,0,4,0
"GPR34",22,1,5,0,0,0,1,4,0,3,0,2,5,0,0,0,0,0,0,0,0,1,1,0,0
"GPR82",1,0,0,0,1,0,14,0,0,0,0,11,5,1,2,0,0,2,2,2,1,0,2,2,0
"MAOA",0,0,1,0,0,2,36,0,2,0,0,0,0,0,1,0,0,0,83,1,0,0,0,15,2
"MAOB",0,0,0,0,0,0,24,0,1,19,0,0,0,0,0,0,1,0,0,3,0,0,0,1,3
"NDP",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFHC2",0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0
"FUNDC1",0,0,0,0,0,7,75,3,1,1,0,1,2,1,0,0,0,0,20,0,1,1,0,13,2
"KDM6A",1,1,0,0,0,1,24,4,0,0,1,4,7,0,2,0,0,2,11,0,0,1,0,13,0
"CXorf36",0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0
"LINC01204",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR222HG",3,0,0,0,0,3,76,0,3,2,0,1,1,1,1,0,0,1,18,0,0,2,0,47,0
"RP6-99M1.3",1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0
"LINC01186",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"KRBOX4",0,0,0,1,0,3,29,4,1,1,0,2,0,0,0,0,0,0,2,0,0,1,0,8,1
"ZNF674",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0
"ZNF674-AS1",3,0,2,1,0,0,13,0,0,0,0,3,0,2,1,0,1,0,4,1,4,4,0,3,0
"CHST7",4,2,1,1,0,1,80,3,4,0,0,2,6,1,0,0,0,2,1,3,2,2,2,17,2
"SLC9A7",1,0,1,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0
"RP2",4,1,1,1,0,5,15,0,1,1,0,0,1,0,1,0,0,0,9,0,0,11,1,3,0
"JADE3",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,1
"RGN",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"NDUFB11",26,16,33,4,8,35,724,42,26,13,18,89,63,15,38,6,6,16,403,9,34,21,7,109,19
"RBM10",1,1,4,0,0,0,59,3,2,2,0,4,3,1,0,0,0,2,26,2,0,1,1,11,3
"UBA1",4,1,3,1,0,12,185,11,3,3,1,12,8,2,2,0,0,3,56,4,3,3,0,27,4
"CDK16",1,1,3,0,0,2,95,4,2,0,2,8,3,2,5,0,1,1,34,2,2,2,1,20,3
"USP11",1,5,1,1,0,4,110,5,2,6,2,16,24,4,5,1,2,8,5,3,0,0,3,15,4
"ZNF157",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF41",0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01560",0,0,1,0,0,1,17,0,1,0,1,0,2,0,1,0,0,0,3,0,2,0,0,4,1
"ARAF",8,3,7,0,1,4,102,7,0,1,4,14,8,1,4,2,0,1,23,2,5,0,0,18,4
"SYN1",0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"TIMP1",53,10,530,2,4,107,8517,46,131,37,2,80,47,1,21,1,5,14,54,62,47,207,3,431,19
"CFP",4,0,29,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,1,20,0,0,0
"ELK1",0,0,1,0,0,0,36,4,0,1,1,4,2,0,0,1,0,0,10,1,0,0,0,12,3
"UXT",9,20,34,5,4,14,563,40,19,6,24,94,80,23,41,8,5,20,313,3,24,11,4,87,14
"ZNF81",0,0,0,0,0,0,5,2,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0
"ZNF182",1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ZNF630",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"SLC38A5",0,2,0,0,0,0,18,3,0,0,1,3,1,0,0,0,0,1,14,0,6,1,0,1,0
