"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"MPC2",102,93,3,1,8,1,25,5,6,3,0,6,97,19,24,1154,67
"DCAF6",22,36,0,1,1,1,2,2,0,1,0,2,32,7,2,115,11
"GPR161",1,13,0,0,0,0,0,0,0,0,0,0,10,1,1,6,12
"TIPRL",37,36,1,5,3,0,9,2,0,3,0,3,43,29,5,189,40
"SFT2D2",46,25,1,1,2,0,3,1,0,0,0,5,13,11,5,151,26
"TBX19",3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,6,2
"RP5-968D22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"XCL2",2,0,0,0,3,0,0,2,0,37,3,0,0,7,0,1,1
"XCL1",0,0,0,0,2,0,0,2,0,25,0,0,0,0,0,1,0
"DPT",0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP1-10C16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ATP1B1",80,51,0,2,0,0,1,0,1,1,0,1,28,33,3,2953,7
"NME7",6,22,1,0,6,0,8,0,3,0,0,0,16,2,3,34,10
"BLZF1",5,17,0,0,1,0,4,0,1,1,0,0,16,1,3,112,9
"CCDC181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC19A2",12,13,0,0,0,0,1,0,0,0,1,1,3,5,0,32,2
"RP1-206D15.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"F5",2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
"SELP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48
"C1orf112",1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,17,7
"SELL",2,1,0,3,1,0,10,0,12,0,0,17,0,19,19,2,24
"SELE",1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,12,653
"METTL18",1,3,0,0,2,0,2,0,1,0,0,0,8,1,2,13,2
"SCYL3",4,4,0,0,1,0,1,0,1,0,0,2,3,1,0,21,1
"KIFAP3",3,17,0,0,2,0,0,0,0,1,0,0,29,1,1,25,17
"LINC01142",0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"RP11-576I22.2",0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"GORAB",6,11,0,0,0,0,1,0,0,0,0,0,9,0,2,22,5
"PRRX1",0,214,0,0,0,0,0,0,0,0,0,0,146,1,0,11,6
"RP1-79C4.4",1,20,0,0,0,0,0,0,0,0,0,0,15,0,0,2,2
"FMO3",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"FMO2",1,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"FMO1",0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FMO4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PRRC2C",98,117,4,13,13,4,32,3,18,6,2,7,114,98,47,694,112
"VAMP4",13,21,0,0,0,0,1,0,1,1,0,0,15,5,3,44,20
"METTL13",6,5,0,0,0,0,2,0,1,0,0,0,10,2,0,46,6
"DNM3",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5
"DNM3OS",0,24,0,0,0,0,0,0,0,0,0,0,19,0,1,0,24
"PIGC",13,36,0,1,2,0,4,1,1,0,0,1,17,4,1,129,20
"C1orf105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SUCO",8,11,1,0,0,0,2,0,1,0,1,0,8,9,3,122,9
"FASLG",0,0,0,0,2,0,2,0,0,3,3,0,0,0,1,3,0
"TNFSF18",1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
"TNFSF4",2,3,0,0,1,0,2,2,0,1,0,4,0,0,0,1,0
"RP11-296O14.3",0,5,1,1,0,0,2,0,0,0,0,0,2,0,1,1,0
"PRDX6",109,299,2,19,12,0,44,8,11,7,1,24,255,105,25,1154,160
"ANKRD45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"KLHL20",6,16,1,0,1,0,0,0,1,1,0,1,18,2,0,34,13
"CENPL",4,8,0,0,0,0,1,2,0,1,0,2,3,1,1,14,8
"DARS2",4,3,0,0,0,0,1,0,0,0,0,0,4,2,0,20,4
"GAS5-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ZBTB37",4,1,0,0,0,0,0,0,1,0,0,0,6,3,1,9,3
"SERPINC1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RC3H1",19,6,1,0,2,0,3,2,0,1,0,2,20,7,0,138,18
"RP11-160H22.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"RABGAP1L",12,7,4,0,5,2,16,4,5,1,0,1,9,9,13,154,9
"CACYBP",58,76,3,3,6,1,30,4,7,0,1,2,61,42,47,465,78
"MRPS14",31,53,0,2,2,0,9,0,2,1,0,1,39,10,3,280,39
"TNN",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIAA0040",10,6,0,1,0,0,3,1,1,0,0,0,45,0,2,112,8
"TNR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-318C24.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
"RFWD2",25,22,2,2,0,0,0,0,0,0,0,0,25,17,4,124,22
"RP11-195C7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SEC16B",1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,60,1
"RASAL2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2
"RASAL2",22,24,0,0,0,0,1,0,0,0,0,0,39,1,0,75,34
"TEX35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C1orf220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-428K3.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
"RALGPS2",2,4,0,0,0,0,0,1,0,0,0,1,7,0,0,206,0
"ANGPTL1",1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"FAM20B",9,10,0,0,0,0,1,0,1,0,0,1,3,4,0,59,14
"TOR3A",18,32,0,6,3,2,6,3,2,0,0,4,10,8,3,128,10
"ABL2",373,94,0,12,0,0,2,0,1,0,1,2,191,179,1,167,256
"SOAT1",59,16,2,2,2,0,4,0,3,0,0,4,15,17,4,18,12
"AXDND1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"FAM163A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOR1AIP2",27,39,0,3,3,1,9,0,4,1,2,5,39,16,18,386,46
"RP11-533E19.7",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,1
"TOR1AIP1",18,29,0,1,3,0,9,2,0,1,1,2,28,6,3,66,14
"RP11-533E19.5",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1
"CEP350",29,22,2,0,1,0,2,1,1,2,0,2,26,10,2,101,21
"RP11-502H18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"QSOX1",76,174,1,4,5,0,3,0,1,0,1,2,41,62,5,1558,56
"ACBD6",8,45,1,3,3,0,4,1,0,0,0,1,22,8,3,161,32
"XPR1",11,5,0,1,0,0,1,0,1,1,0,1,8,3,1,59,12
"KIAA1614",3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,5,2
"RP11-46A10.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0
"KIAA1614-AS1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0
"STX6",24,11,0,1,0,0,5,0,1,0,0,1,9,11,2,65,22
"MR1",15,5,0,0,1,0,0,0,2,0,1,1,11,2,2,11,0
"IER5",178,38,1,4,2,1,8,1,0,0,1,4,35,46,5,316,89
"CACNA1E",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
"GLUL",1152,137,1,35,7,0,12,1,2,3,1,18,82,402,0,703,76
"RNASEL",5,1,0,0,0,0,1,0,0,0,0,0,3,1,0,10,0
"RGS16",11,159,0,0,10,1,6,3,1,1,0,1,424,11,1,88,109
"RP11-317P15.4",1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"NPL",83,1,0,1,1,0,0,1,0,0,0,0,4,23,0,13,2
"DHX9",30,30,0,2,3,2,9,0,2,0,2,4,44,22,5,309,49
"SHCBP1L",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LAMC1",5,123,0,0,0,1,0,0,0,0,0,0,188,2,0,112,209
"LAMC2",9,8,1,0,0,1,1,0,1,0,0,0,4,4,0,1088,7
"NMNAT2",0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"SMG7",12,14,2,1,0,0,3,2,0,0,1,1,16,5,2,186,23
"NCF2",106,0,0,6,0,0,0,0,0,0,0,2,4,55,0,13,2
"ARPC5",367,271,2,41,10,4,40,3,11,5,1,21,385,242,40,946,190
"RGL1",33,4,0,0,0,0,0,0,0,0,0,0,9,2,0,7,21
"COLGALT2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSEN15",12,27,0,2,0,1,3,0,3,1,0,3,22,5,6,144,14
"RP11-382D12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"C1orf21",17,29,0,0,4,0,3,0,1,1,2,2,46,5,1,383,38
"EDEM3",15,24,0,1,0,0,4,0,1,0,0,1,23,6,6,218,18
"FAM129A",22,4,2,4,10,0,27,9,10,0,0,6,6,16,36,4,13
"RNF2",8,9,0,0,2,1,4,0,3,0,0,5,12,6,3,51,17
"TRMT1L",3,5,0,0,1,0,1,0,0,0,0,2,6,4,2,25,5
"SWT1",2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,8,1
"IVNS1ABP",76,26,3,9,9,0,11,0,7,0,0,1,22,105,8,342,97
"GS1-279B7.2",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"GS1-204I12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HMCN1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"PRG4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TPR",34,53,4,2,5,0,15,2,3,1,6,6,69,16,18,310,62
"C1orf27",9,9,0,0,0,0,3,0,2,0,0,2,17,5,1,100,11
"OCLM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-295K2.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDC",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0
"PTGS2",328,69,0,41,0,0,1,0,0,0,0,0,14,1183,1,176,12
"PACERR",1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0
"PLA2G4A",5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0
"RGS18",7,1,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0
"RGS1",1001,17,14,95,140,5,236,55,58,15,18,102,5,201,330,72,10
"RGS13",4,0,0,2,2,0,0,0,1,0,0,8,0,1,3,2,0
"RGS2",304,180,2,42,56,17,82,9,8,3,15,91,52,218,35,228,21
"UCHL5",16,12,0,1,4,1,3,0,1,1,1,1,20,9,1,138,16
"TROVE2",18,41,2,5,1,1,6,3,1,1,1,8,44,17,5,112,48
"RP11-101E13.5",0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1
"GLRX2",34,18,1,0,5,0,3,0,1,0,0,1,31,9,2,153,16
"CDC73",19,22,1,3,4,1,8,0,4,1,0,0,26,13,8,115,16
"B3GALT2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"RP11-476B1.1",0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"KCNT2",0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"CFH",3,112,0,0,0,0,1,0,2,0,0,0,192,0,0,7,39
"CFHR1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ASPM",3,5,0,0,0,0,0,0,0,0,0,0,2,0,0,31,7
"ZBTB41",1,6,0,0,0,0,0,0,0,0,0,0,5,0,0,38,0
"DENND1B",14,3,2,1,1,0,7,0,2,0,0,2,5,7,8,117,2
"C1orf53",3,5,0,0,0,0,0,0,0,0,0,0,3,0,1,87,0
"LHX9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEK7",25,34,2,0,2,0,17,1,1,0,1,2,35,18,14,144,17
"PTPRC",167,0,11,18,39,2,126,17,42,11,10,5,4,113,113,8,1
"MIR181A1HG",7,6,0,1,1,0,0,0,0,0,0,1,2,7,2,0,10
"RP11-16L9.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NR5A2",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,35,14
"ZNF281",29,39,1,0,6,0,9,1,3,0,0,1,27,19,15,142,58
"RP11-469A15.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KIF14",1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,16,3
"DDX59",9,3,0,0,1,1,3,0,1,0,1,0,13,3,1,39,9
"RP11-92G12.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CAMSAP2",11,21,0,1,0,0,0,0,0,0,0,0,26,5,0,41,27
"C1orf106",4,2,0,0,0,0,0,0,0,0,0,0,1,1,2,469,1
"KIF21B",1,0,1,0,0,0,1,0,1,0,0,0,3,3,0,9,3
"RP11-168O16.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASCL5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TMEM9",9,53,0,3,0,0,0,0,1,0,0,1,48,2,0,135,24
"PKP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TNNT2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
"LAD1",4,1,0,1,1,0,3,0,0,0,0,0,0,2,1,700,2
"RP11-27G14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TNNI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PHLDA3",3,108,0,0,0,0,0,0,0,0,0,0,37,2,1,143,9
"CSRP1",41,438,1,3,0,1,4,1,3,0,0,7,281,7,5,333,135
"RP11-134G8.7",1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,29,1
"RP11-134G8.5",0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,6,1
"NAV1",11,24,0,0,0,0,1,0,0,0,0,1,26,3,0,5,37
"IPO9-AS1",0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3
"IPO9",4,13,1,2,3,0,1,0,0,1,0,1,22,1,3,102,19
"SHISA4",7,50,0,0,0,0,0,0,0,0,0,0,26,0,0,6,13
"RP11-307B6.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LMOD1",0,36,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0
"TIMM17A",52,125,1,7,5,0,10,2,10,3,0,8,95,52,5,532,89
"RNPEP",56,42,0,9,3,1,6,2,0,0,0,2,39,16,2,338,39
"RP11-465N4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-465N4.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1
"ELF3",26,12,0,3,2,0,11,2,2,0,0,1,19,26,2,3975,14
"GPR37L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"ARL8A",51,17,1,1,0,0,2,0,1,0,0,1,15,14,3,150,18
"PTPN7",15,0,3,2,8,0,21,3,5,10,3,0,1,10,20,7,0
"LGR6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"UBE2T",9,15,0,0,1,0,0,0,0,0,0,0,14,1,1,107,13
"PPP1R12B",3,5,0,0,0,0,0,0,0,0,0,0,32,0,2,102,7
"KDM5B",5,39,1,0,1,0,3,1,0,1,0,1,22,9,8,181,22
"RP11-480I12.10",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"PCAT6",1,9,0,0,0,0,0,1,0,0,0,0,3,0,1,40,0
"RABIF",20,18,0,1,3,0,8,0,7,2,4,1,26,12,9,155,18
"KLHL12",10,5,0,1,0,1,2,0,0,0,0,0,10,4,1,55,3
"ADIPOR1",80,56,1,4,1,1,11,0,4,0,1,0,56,41,6,440,34
"CYB5R1",29,37,0,1,2,0,6,0,4,0,0,0,23,10,2,72,38
"TMEM183A",50,93,2,2,1,3,5,1,3,2,0,1,43,24,9,403,52
"PPFIA4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ADORA1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYBPH",0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
"CHI3L1",35,168,0,0,0,0,0,0,0,0,0,0,3,2,0,6,1
"LINC01353",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2
"LINC01136",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BTG2",121,209,1,8,6,6,27,2,7,1,4,10,81,50,23,847,103
"FMOD",2,111,0,0,0,0,0,0,0,0,0,0,31,0,0,34,0
"PRELP",0,9,0,0,0,0,0,0,0,0,0,0,27,1,0,2,0
"ATP2B4",20,18,2,0,7,0,5,2,1,1,0,1,48,3,4,70,42
"LAX1",0,0,1,0,3,0,4,0,0,0,0,0,0,1,3,0,0
"ZC3H11A",37,50,0,1,2,0,6,1,0,2,0,3,45,16,4,293,58
"ZBED6",6,16,0,0,2,0,2,0,1,1,0,0,33,3,3,66,21
"SNRPE",149,190,5,14,12,2,25,6,11,5,1,12,165,66,23,1636,219
"SOX13",0,3,0,0,0,0,0,0,0,0,0,0,9,0,1,58,17
"ETNK2",0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"REN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"KISS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
"GOLT1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
"PLEKHA6",0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,109,0
"LINC00628",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0
"PPP1R15B",111,21,0,8,1,5,8,1,4,5,1,2,48,137,13,299,64
"PIK3C2B",2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,116,11
"MDM4",24,22,0,2,2,0,9,1,1,2,0,0,34,5,2,160,31
"NFASC",0,12,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0
"TMEM81",0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,6,0
"RBBP5",17,10,2,2,1,1,2,0,2,0,0,4,5,7,4,56,6
"DSTYK",3,6,0,0,0,0,1,1,2,0,0,0,6,0,2,21,9
"TMCC2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"NUAK2",4,19,0,0,0,2,0,0,0,0,0,0,10,1,1,60,29
"KLHDC8A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"LEMD1",2,3,0,1,0,0,0,0,0,0,0,0,1,4,0,299,3
"BLACAT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-576D8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CDK18",8,8,0,0,0,0,0,0,0,0,0,0,15,0,0,70,1
"MFSD4",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,150,1
"ELK4",14,13,0,1,3,0,8,0,2,0,1,0,25,4,0,126,36
"SLC45A3",1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,57,6
"NUCKS1",95,196,1,9,13,1,13,2,4,1,0,11,205,22,13,993,161
"RAB29",21,15,0,2,0,3,1,0,2,1,1,4,14,4,1,5,12
"SLC41A1",3,13,0,0,3,0,0,0,0,0,0,0,6,3,2,19,27
"PM20D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SLC26A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2
"RAB7B",23,7,0,1,0,0,0,0,0,0,0,2,3,9,0,5,1
"CTSE",13,8,0,0,0,0,2,1,3,0,0,0,6,5,3,1462,7
"C1orf186",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
"FAM72A",8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2
"SRGAP2",21,11,1,3,1,0,1,0,0,0,0,1,1,8,0,27,23
"IKBKE",13,26,1,0,0,0,1,0,0,1,0,0,3,7,4,61,5
"RP11-534L20.5",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RASSF5",39,4,0,17,9,0,23,0,5,7,3,9,1,54,23,6,0
"EIF2D",4,21,0,1,0,0,4,0,1,0,0,1,16,3,6,107,14
"RP11-343H5.6",1,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
"DYRK3",7,24,0,1,0,0,0,0,0,0,0,0,18,3,2,3,10
"MAPKAPK2",55,57,0,3,3,0,7,1,3,0,0,10,46,42,11,234,51
"IL10",74,4,1,6,0,0,0,0,0,0,0,0,0,59,0,5,0
"IL19",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"IL20",3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
"IL24",0,185,0,0,0,0,1,0,0,0,0,0,19,7,0,7,1
"FCMR",1,4,0,0,0,1,9,0,3,0,0,0,1,0,9,8,2
"PIGR",39,30,1,2,3,2,9,1,6,0,0,2,20,14,4,6170,23
"FCAMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C1orf116",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,212,0
"PFKFB2",8,4,0,0,0,0,1,0,0,0,0,4,3,3,0,162,7
"YOD1",4,3,0,0,0,0,1,0,0,0,0,0,1,3,0,273,10
"C4BPB",2,5,0,1,0,0,0,0,0,0,0,0,3,1,0,776,5
"C4BPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"RP11-164O23.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-164O23.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CD55",60,109,3,9,12,19,41,4,19,15,3,25,69,146,15,4257,71
"CR2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CR1",11,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0
"CD46",57,36,3,2,5,1,11,0,3,1,0,1,42,17,9,804,70
"C1orf132",6,2,0,0,0,0,0,0,0,0,0,1,6,5,1,18,2
"RP11-328D5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CD34",0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,9,313
"PLXNA2",3,7,0,0,0,0,0,0,0,0,0,0,2,1,0,41,85
"CAMK1G",4,4,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0
"LAMB3",8,20,2,2,1,0,0,1,1,0,0,0,86,28,3,1929,17
"RP1-28O10.1",3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"G0S2",1933,330,0,421,2,0,4,0,1,2,1,1,152,2663,1,225,18
"HSD11B1",3,90,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0
"TRAF3IP3",19,0,1,2,2,0,9,0,5,3,0,0,0,10,10,2,1
"C1orf74",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,0
"IRF6",4,1,0,0,1,0,0,0,0,1,0,0,0,2,0,283,2
"DIEXF",2,5,0,0,0,0,4,0,1,0,0,0,8,0,2,37,9
"SYT14",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERTAD4-AS1",0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,5,34
"SERTAD4",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"HHAT",3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,1
"RCOR3",12,14,0,1,0,0,1,0,0,0,1,0,14,3,0,51,15
"TRAF5",3,12,0,0,4,0,1,0,2,0,0,1,15,0,3,37,2
"LINC00467",16,4,0,0,0,0,0,0,0,0,0,0,10,2,0,100,10
"SLC30A1",16,20,0,0,2,1,2,0,0,1,0,0,7,6,3,135,15
"RP11-354K1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NEK2",1,4,0,0,0,0,0,0,0,0,0,0,2,0,1,31,4
"RP11-122M14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LPGAT1",25,20,0,0,1,0,3,0,0,0,2,3,27,9,3,298,26
"INTS7",7,4,1,0,1,0,1,0,0,0,0,0,0,0,0,29,1
"DTL",2,3,0,0,0,0,0,0,0,0,0,0,8,2,0,22,1
"RP11-15I11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PPP2R5A",14,9,1,0,1,0,11,0,1,1,1,0,14,2,5,195,23
"TMEM206",13,6,0,0,1,0,2,0,1,1,0,1,8,7,0,21,5
"NENF",103,188,2,1,7,1,12,5,3,1,0,4,173,26,22,1025,61
"RP11-61J19.5",10,3,0,1,0,0,0,0,0,0,0,0,1,15,0,34,3
"ATF3",199,622,0,21,0,1,16,2,2,2,0,24,376,58,4,1907,75
"FAM71A",2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0
"BATF3",0,7,0,0,0,0,0,0,0,0,0,0,25,6,1,4,0
"NSL1",26,32,0,2,1,0,4,0,2,0,1,0,29,9,4,63,23
"TATDN3",7,6,0,1,1,0,1,0,0,0,0,1,5,1,2,38,10
"FLVCR1-AS1",0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,11,0
"FLVCR1",2,4,0,0,0,0,0,0,0,1,1,0,3,1,0,64,7
"VASH2",0,10,0,0,0,0,0,0,0,0,0,2,7,0,0,1,0
"ANGEL2",8,7,2,0,1,2,3,0,1,1,0,2,20,4,3,39,7
"RPS6KC1",3,6,0,0,0,0,1,0,0,0,0,0,6,4,2,27,6
"PROX1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
"RP11-478J18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SMYD2",9,22,1,0,1,0,2,0,0,1,0,0,31,6,4,134,9
"PTPN14",1,22,0,0,0,0,0,0,0,0,0,0,8,2,0,52,49
"CENPF",6,4,0,0,0,0,0,0,0,0,0,0,9,0,0,127,21
"KCTD3",8,15,0,0,0,0,0,0,0,0,0,2,19,2,0,88,17
"USH2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GPATCH2",11,18,0,0,2,0,5,0,2,0,0,2,27,3,5,128,19
"SPATA17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RRP15",17,14,2,0,1,1,3,1,1,2,0,0,23,3,3,113,18
"TGFB2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TGFB2",3,10,0,2,0,0,0,0,0,0,0,0,11,0,0,1,1
"C1orf143",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LYPLAL1",19,9,0,2,0,0,1,0,0,1,0,1,20,6,2,94,15
"RP11-392O17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-95P13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EPRS",15,22,0,0,5,0,6,0,4,0,0,2,23,5,2,294,29
