"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","gdTcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"ATG16L2",19,22,1,4,0,0,0,0,2,2,1,1,1,5,0,0,0,5,7,6,7,6
"FCHSD2",12,47,0,3,0,1,0,0,4,0,0,0,1,4,0,0,11,4,9,0,20,4
"RP11-800A3.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-800A3.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"P2RY2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1
"P2RY6",7,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,0,5,25
"RP11-800A3.7",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ARHGEF17",0,57,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,1,0
"RELT",32,18,0,9,0,0,1,1,1,2,3,0,0,1,0,0,13,5,13,0,46,5
"FAM168A",15,58,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,35,0
"RP11-809N8.4",5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,1
"PLEKHB1",1,3,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,5,239,0
"RAB6A",51,253,2,9,0,1,2,0,6,17,3,1,0,9,3,3,4,40,11,19,381,29
"RP11-707G14.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MRPL48",16,75,0,4,0,0,0,0,1,4,0,0,0,5,0,0,2,10,12,2,180,7
"COA4",22,138,1,6,0,0,0,1,4,4,2,1,0,5,0,0,4,17,9,6,510,15
"PAAF1",4,28,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,4,0,1,39,1
"DNAJB13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"UCP2",123,4,3,48,0,0,2,4,8,10,5,0,2,15,2,2,52,1,38,59,152,1
"UCP3",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"C2CD3",2,12,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,1,0,46,3
"PPME1",3,52,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,3,1,1,88,3
"P4HA3",0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1
"PGM2L1",1,89,0,1,1,0,0,0,1,5,2,0,0,3,0,0,2,7,2,12,506,15
"KCNE3",10,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,82,1
"LIPT2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"AP001372.2",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"POLD3",5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,53,0
"CHRDL2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RNF169",7,30,0,1,0,0,0,0,0,3,1,1,0,1,1,0,2,6,3,3,81,2
"XRRA1",8,51,3,2,0,0,1,2,1,1,1,0,1,5,0,1,2,11,0,6,60,2
"SPCS2",159,836,4,49,5,6,2,4,14,31,18,13,5,36,5,8,27,135,81,38,1054,62
"NEU3",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8,0
"SLCO2B1",148,6,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,14,0,14,4
"TPBGL",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ARRB1",14,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,25,5
"RPS3",1591,9668,89,633,56,151,113,180,392,795,297,113,78,1091,86,201,444,1116,903,905,19858,961
"KLHL35",0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,76,0
"GDPD5",2,15,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2,2,1,4,17,9
"SERPINH1",22,2937,0,1,1,0,1,1,0,0,1,9,0,1,1,0,1,604,4,3,320,169
"CTD-2530H12.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MAP6",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MOGAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
"DGAT2",3,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,94,0
"RP11-535A19.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"UVRAG",14,47,1,4,0,0,0,1,3,0,1,0,0,0,0,0,3,11,1,1,31,8
"WNT11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"PRKRIR",15,30,1,0,1,0,0,0,2,4,3,1,0,3,1,1,2,5,3,4,84,4
"RP11-111M22.2",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP11-111M22.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-111M22.3",2,13,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,76,1
"EMSY",7,27,0,0,1,0,0,0,1,2,1,0,0,1,1,1,0,6,1,2,43,2
"RP11-672A2.6",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRC32",5,90,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,30,0,0,4,21
"TSKU",1,131,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,11,2,1,52,3
"ACER3",48,59,0,10,0,1,1,1,0,0,1,1,1,1,0,0,0,14,13,5,274,7
"CTD-2547H18.1",2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,256,1
"B3GNT6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0
"CAPN5",0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,380,4
"MYO7A",8,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,14,0
"PAK1",33,47,0,16,0,0,0,0,0,1,1,0,0,1,0,0,3,13,20,2,181,1
"RP11-739B23.1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CLNS1A",55,274,2,27,0,1,2,2,6,11,2,3,2,16,0,1,8,35,17,15,414,19
"AQP11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"RSF1",25,166,2,5,0,3,0,2,5,5,4,5,1,5,0,0,5,39,6,10,268,18
"AAMDC",29,255,0,1,0,1,1,0,0,1,1,5,0,2,0,0,1,46,8,3,289,23
"INTS4",9,21,1,0,0,0,1,1,0,2,1,0,0,4,1,0,1,7,2,5,27,2
"KCTD14",1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0
"RP11-7I15.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NDUFC2-KCTD14",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-7I15.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"NDUFC2",164,1097,2,33,0,4,2,6,8,15,8,9,0,21,2,3,20,129,66,30,1919,79
"ALG8",5,66,1,4,0,0,1,2,1,1,1,0,0,6,0,1,1,14,2,2,72,4
"KCTD21-AS1",0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0
"KCTD21",1,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10,0
"USP35",0,7,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,8,1
"GAB2",23,10,0,3,0,0,0,0,1,1,0,0,0,1,0,0,3,2,9,0,31,3
"RP11-452H21.4",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"NARS2",14,22,0,1,0,0,0,0,1,0,1,0,0,1,2,0,4,3,2,1,61,1
"TENM4",0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
