"","Anti-inflammatory macro/mono","CAFs","CXCL13+ CD8 Tcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"RASSF7",3,1,0,2,1,2,0,0,0,1321,0
"MIR210HG",2,1,0,1,1,0,0,0,0,238,0
"PHRF1",1,1,0,0,0,0,0,0,1,583,1
"IRF7",5,2,2,4,1,0,1,2,3,717,0
"CDHR5",0,0,0,0,0,0,0,0,0,268,0
"SCT",0,0,0,0,0,0,0,0,0,0,0
"DRD4",0,0,0,0,0,0,0,0,0,31,0
"DEAF1",1,0,0,2,0,2,2,0,0,1265,1
"RP11-754B17.1",0,0,0,0,0,0,0,0,0,3,0
"EPS8L2",2,0,0,4,1,2,0,0,1,1868,0
"TMEM80",0,2,0,0,1,0,0,0,1,643,0
"TALDO1",21,19,4,12,5,3,1,3,12,10424,7
"PDDC1",1,0,0,0,0,0,0,0,0,774,0
"AP006621.5",0,2,0,0,0,0,0,0,0,242,0
"SLC25A22",0,3,1,0,0,0,0,0,0,337,1
"PANO1",0,1,0,0,0,0,0,0,0,96,0
"PIDD1",0,1,0,0,1,0,0,0,0,366,0
"RPLP2",326,256,60,312,162,389,49,110,162,215741,178
"PNPLA2",6,3,1,5,2,2,0,0,2,2584,5
"AP006621.8",0,0,0,0,0,0,0,0,0,5,0
"CRACR2B",1,3,0,0,0,0,0,1,0,2629,0
"CD151",7,33,1,3,0,0,0,4,2,7033,13
"POLR2L",26,39,4,23,13,11,1,9,9,11742,12
"TSPAN4",13,32,0,0,0,0,0,0,1,348,3
"RP11-1391J7.1",0,1,0,0,0,0,0,0,0,186,1
"CHID1",7,15,0,2,2,0,0,0,0,3291,3
"AP2A2",3,3,0,2,0,0,0,1,1,1241,3
"MUC6",0,1,0,1,0,1,0,0,0,1137,0
"RP13-870H17.3",0,0,0,0,0,0,0,0,0,98,0
"MUC5AC",1,2,0,0,0,0,0,0,1,3156,0
"MUC5B",0,0,0,0,0,0,0,0,0,2101,0
"RP11-532E4.2",0,0,0,0,0,0,0,0,0,1,0
"TOLLIP",3,7,3,3,0,2,0,1,1,1840,1
"TOLLIP-AS1",0,0,0,0,0,0,0,0,1,147,0
"BRSK2",0,0,0,0,0,0,0,0,0,30,0
"MOB2",2,6,1,3,0,2,1,0,0,1409,4
"DUSP8",1,0,0,0,0,0,0,0,0,1017,2
"KRTAP5-AS1",0,0,0,0,0,0,0,0,0,48,0
"AP006285.2",0,0,0,0,0,0,0,0,0,98,1
"KRTAP5-5",0,0,0,0,0,0,0,0,0,1,0
"IFITM10",9,0,0,0,0,0,0,0,0,154,0
"CTSD",621,24,8,11,9,0,5,19,8,9821,6
"AC068580.6",0,0,0,0,0,0,0,0,0,1,0
"SYT8",0,0,0,1,0,0,0,0,0,273,0
"TNNI2",6,0,0,0,0,0,0,0,0,61,0
"LSP1",63,2,16,32,16,8,2,11,35,64,0
"MRPL23",19,18,1,2,3,3,1,3,3,6817,2
"MRPL23-AS1",0,0,0,0,0,0,0,0,0,6,0
"LINC01219",0,0,0,0,0,0,0,0,0,7,0
"IGF2",0,18,0,0,0,0,0,0,0,2,12
"TH",0,0,0,0,0,0,0,0,0,117,0
"ASCL2",3,1,0,0,0,0,0,0,1,2155,0
"C11orf21",0,0,0,1,1,0,0,1,0,3,0
"TSPAN32",0,0,0,2,1,1,1,0,1,0,0
"CD81-AS1",0,0,0,0,0,0,0,0,0,6,0
"CD81",24,20,2,3,2,1,0,5,4,4175,21
"TSSC4",5,3,2,3,5,1,1,0,1,1472,0
"TRPM5",0,0,0,0,0,0,0,0,0,51,0
"KCNQ1",3,0,0,1,0,1,0,0,0,1327,3
"KCNQ1OT1",4,21,0,1,0,0,0,0,2,1418,1
"KCNQ1-AS1",0,0,0,0,0,0,0,0,0,2,0
"KCNQ1DN",0,0,0,0,0,0,0,0,0,2,0
"CDKN1C",3,8,0,0,0,0,0,0,0,1401,3
"SLC22A18AS",3,0,0,0,0,0,0,0,0,349,0
"SLC22A18",4,1,0,0,1,2,0,0,0,2884,0
"PHLDA2",28,30,0,6,2,5,0,11,3,35410,8
"NAP1L4",3,7,2,11,4,1,2,0,7,2112,4
"CARS",1,2,1,1,1,1,0,0,1,757,2
"OSBPL5",0,0,0,0,0,0,0,0,0,215,0
"ZNF195",0,2,0,0,0,1,1,0,0,623,0
"RP13-726E6.2",0,0,0,0,0,0,0,0,0,8,0
"ART5",0,0,0,0,0,0,0,0,0,44,0
"CHRNA10",0,0,0,0,0,0,0,0,0,25,0
"NUP98",2,0,1,0,0,0,0,1,1,746,0
"PGAP2",0,0,0,0,0,0,1,0,0,551,0
"RHOG",30,5,1,17,4,10,1,6,34,1262,7
"AC090587.5",0,0,0,0,0,0,0,0,0,3,0
"STIM1",1,2,0,2,1,1,0,0,3,305,0
"RRM1",2,2,0,2,0,0,1,0,2,1345,1
"RP11-23F23.2",0,0,0,0,0,0,0,0,0,13,0
"TRIM21",0,0,0,0,0,0,0,0,1,78,0
"TRIM68",0,1,0,0,0,0,0,0,0,100,0
"OR51E1",0,1,0,0,0,0,0,0,0,99,0
"OR51E2",0,0,0,0,0,0,0,0,0,1,0
"HBB",0,0,0,0,0,0,0,0,0,3,0
"UBQLNL",0,1,0,0,0,0,0,0,0,2,0
"AC015691.13",0,0,0,0,0,0,0,0,0,1,0
"TRIM6",0,0,0,0,0,0,0,0,0,9,0
"TRIM5",0,2,0,0,0,0,0,0,0,200,0
"TRIM22",4,5,0,3,2,2,1,2,8,28,0
"RP11-290F24.6",0,0,0,0,0,0,0,0,0,5,0
"FAM160A2",3,2,1,1,1,0,0,0,0,659,1
"PRKCDBP",0,26,0,0,0,0,0,0,3,131,10
"RP11-304C12.5",0,0,0,0,0,0,0,0,0,1,0
"SMPD1",0,7,0,3,0,1,0,0,3,183,2
"APBB1",0,2,0,0,0,1,0,0,0,2,0
"HPX",0,1,0,0,0,0,0,0,0,2,0
"TRIM3",0,1,0,0,0,0,0,0,0,89,2
"ARFIP2",1,6,0,2,1,2,0,0,0,1169,0
"TIMM10B",0,2,0,3,2,1,3,0,0,918,1
"DNHD1",0,0,0,0,0,0,0,0,0,18,0
"RRP8",2,0,2,1,0,2,0,0,1,462,0
"ILK",15,17,1,3,1,0,0,3,2,1966,0
"TAF10",6,2,0,2,2,2,1,0,3,1397,2
"TPP1",27,8,0,8,0,1,0,6,3,672,1
"DCHS1",0,2,0,0,0,0,0,0,0,1,3
"MRPL17",5,7,2,2,1,0,1,0,3,2107,5
"ZNF215",0,1,0,0,0,0,0,0,0,47,0
"ZNF214",0,0,0,0,0,0,0,0,0,23,0
"CTD-2516F10.2",0,0,0,0,0,0,0,0,0,2,0
"OLFML1",0,8,0,0,0,0,0,0,0,0,0
"PPFIBP2",1,0,0,0,0,0,0,0,0,361,0
"CTD-2516F10.4",0,0,0,0,0,0,0,0,0,8,0
"CYB5R2",0,1,0,0,0,0,0,0,0,114,0
"EIF3F",17,44,6,33,10,14,1,6,19,17154,13
"RIC3",0,0,0,0,0,0,0,0,3,0,0
"STK33",0,0,0,0,0,0,0,0,0,21,0
"TRIM66",0,0,0,0,0,0,0,0,0,105,1
"RPL27A",315,288,52,298,160,310,51,79,150,203708,219
"ST5",0,12,0,0,0,0,0,0,0,378,1
"RP11-152H18.3",0,0,0,0,0,0,0,0,0,2,0
"RP11-318C2.1",0,0,0,0,0,0,0,0,0,1,0
"AKIP1",3,4,0,2,0,0,1,0,5,802,3
"ASCL3",0,0,0,0,0,0,0,0,0,20,0
"TMEM9B",12,8,2,12,3,4,1,2,2,2034,1
"TMEM9B-AS1",0,0,0,0,0,0,0,0,0,4,0
"NRIP3",4,1,0,0,0,0,0,0,0,2,2
"SCUBE2",0,1,0,0,0,0,0,0,0,2,0
"DENND5A",10,2,0,0,0,0,0,2,0,211,0
"TMEM41B",2,4,0,1,1,1,0,2,0,1380,2
"IPO7",3,2,0,1,2,1,0,1,1,3577,4
"CTD-2371O3.2",0,0,0,0,0,0,0,0,0,5,0
"CTD-2371O3.3",0,1,0,0,0,0,0,0,0,200,1
"ZNF143",1,0,0,0,0,0,0,0,0,291,0
"WEE1",2,2,0,1,1,1,0,0,1,2871,0
"SWAP70",8,3,1,1,1,0,0,1,0,1043,9
"RP11-540A21.2",0,0,0,1,0,0,0,0,0,259,0
"SBF2-AS1",0,1,0,0,1,0,0,0,0,418,0
"SBF2",3,2,1,2,2,0,1,1,1,1060,4
"RP11-351I24.1",0,0,0,0,0,0,0,0,0,6,0
"ADM",21,22,1,0,0,0,0,2,0,1525,2
"AMPD3",1,2,0,0,0,0,0,0,0,66,0
"MTRNR2L8",0,0,0,0,0,0,0,1,1,374,0
"RNF141",4,2,0,2,0,0,0,1,0,934,1
"MRVI1-AS1",0,0,0,0,0,0,0,0,0,13,0
"LYVE1",0,0,0,0,0,0,0,0,0,0,1
"MRVI1",0,9,0,0,0,0,0,0,0,4,0
"CTR9",1,0,2,1,1,1,2,0,3,665,1
"EIF4G2",27,29,5,18,11,12,4,8,16,10757,30
"ZBED5",0,0,0,1,1,1,0,0,1,254,0
"ZBED5-AS1",2,2,0,1,0,1,0,0,3,388,0
"CTD-3224I3.3",0,0,0,0,0,0,0,0,0,2,0
"GALNT18",0,1,0,0,0,0,0,0,0,175,0
"CSNK2A3",0,0,0,0,0,0,0,0,0,9,0
"RP11-483L5.1",0,0,0,0,0,0,0,0,0,1,0
"USP47",2,1,0,4,1,1,0,0,1,963,1
"DKK3",0,59,0,0,0,0,0,0,1,2,2
"MICAL2",0,3,0,0,0,0,0,1,1,626,1
"MICALCL",0,0,0,1,0,0,0,0,0,51,0
"PARVA",0,7,0,1,0,0,0,0,0,843,4
"TEAD1",0,1,0,0,0,0,0,0,0,616,0
"RP11-47J17.2",0,0,0,0,0,0,0,0,0,17,0
"LINC00958",0,0,0,0,0,0,0,0,0,4,0
"RASSF10",0,0,0,0,0,0,0,0,0,42,0
"ARNTL",1,2,0,3,0,1,0,0,1,13,0
"BTBD10",0,3,0,0,0,0,0,0,2,537,2
"FAR1",1,0,0,2,0,0,0,0,0,1045,2
"RP11-231N3.1",0,0,0,0,0,0,0,0,0,6,0
"SPON1",0,8,0,1,1,1,0,0,1,1617,0
"RRAS2",0,1,0,2,0,0,0,0,2,928,0
"COPB1",2,2,0,5,1,1,1,2,5,1095,2
"RP11-140L24.4",0,0,0,0,0,0,0,0,0,1,0
"PSMA1",26,20,3,22,8,5,4,6,12,6246,3
"PDE3B",1,0,1,5,2,2,1,0,4,230,0
"CYP2R1",1,0,0,1,0,0,0,0,1,256,0
"INSC",0,4,0,0,0,0,0,0,0,8,0
"SOX6",0,11,0,0,0,0,0,0,0,249,0
"C11orf58",13,32,10,21,12,13,1,4,16,5017,6
"PLEKHA7",1,0,0,0,0,0,0,0,0,166,0
"RPS13",153,221,35,222,87,220,21,87,120,164476,153
"PIK3C2A",3,1,0,1,0,1,0,0,1,999,3
"NUCB2",4,13,1,2,3,1,0,2,2,1450,3
"NCR3LG1",3,1,0,0,0,0,0,0,0,169,0
"RP1-239B22.5",3,0,0,0,0,0,0,1,0,125,0
"KCNJ11",0,0,0,0,0,0,0,0,0,37,0
"ABCC8",0,0,0,0,0,0,0,0,0,17,0
"USH1C",0,0,0,2,0,0,0,1,0,3852,0
"OTOG",0,0,0,0,0,0,0,0,0,1,0
"SERGEF",1,2,0,1,0,0,0,0,1,870,0
"TPH1",0,0,0,0,0,0,0,0,0,11,0
"SAAL1",0,0,0,2,0,0,0,0,0,941,0
"SAA4",0,0,0,0,0,0,0,0,0,1,0
"SAA2",0,0,0,0,0,0,0,0,0,18,0
"SAA1",0,0,0,0,0,0,0,0,0,40,0
"HPS5",1,0,0,0,0,0,0,0,1,175,1
"GTF2H1",3,2,0,2,0,0,0,1,3,805,1
"LDHA",93,89,7,45,23,30,12,40,50,42599,19
"TSG101",5,6,1,1,1,1,0,1,7,1633,1
"UEVLD",4,1,0,1,0,0,0,0,0,205,0
"SPTY2D1-AS1",0,0,0,0,0,0,0,0,0,30,0
"SPTY2D1",1,4,0,2,1,4,1,0,1,725,1
"TMEM86A",1,0,0,0,0,0,0,0,0,16,0
"IGSF22",1,0,0,0,0,0,0,0,0,0,0
"PTPN5",0,0,0,0,0,0,0,0,0,0,1
"ZDHHC13",0,1,0,0,0,0,0,0,0,743,1
"E2F8",0,0,0,0,0,0,0,0,0,136,0
"NAV2",2,1,0,0,0,0,0,0,1,258,0
"RP11-359E10.1",0,0,0,0,0,0,0,0,0,12,0
"NAV2-AS3",0,0,0,0,0,0,0,0,0,12,0
"HTATIP2",6,8,0,4,2,1,0,0,13,2187,2
"PRMT3",0,0,0,0,0,0,0,0,0,367,0
"NELL1",0,0,0,0,0,0,0,0,0,1,0
"FANCF",0,0,0,0,0,0,0,0,1,308,0
"GAS2",0,0,0,0,0,0,0,0,0,51,0
"SVIP",5,0,3,5,6,5,1,0,6,2947,6
"RP11-17A1.3",0,0,0,0,0,0,0,0,0,7,0
"LUZP2",0,1,0,0,0,0,0,0,0,1,0
"ANO3",0,0,0,0,0,0,0,0,0,1,0
"MUC15",0,0,0,0,0,0,0,0,0,2,0
"FIBIN",0,12,0,0,0,0,0,0,0,2,0
"BBOX1",0,0,0,0,0,0,0,0,0,2,0
"BBOX1-AS1",0,0,0,0,0,0,0,0,0,1,0
"CCDC34",4,1,0,0,0,0,0,0,0,3514,1
"LGR4",1,0,0,0,0,0,0,0,0,1107,0
"RP11-159H22.2",0,0,0,0,0,0,0,0,0,2,0
"LIN7C",4,1,0,3,0,0,0,1,1,1009,3
"BDNF-AS",0,2,0,0,0,0,0,0,0,12,0
"BDNF",0,5,0,0,0,0,0,0,0,2,0
"KIF18A",0,0,0,0,0,0,0,0,0,94,0
"METTL15",3,2,0,2,0,0,0,1,1,642,0
"RP11-22P4.2",0,0,0,0,0,0,0,0,0,3,0
"RP11-624D11.2",0,0,0,0,0,0,0,0,0,1,0
"ARL14EP",2,1,0,0,0,0,1,0,1,325,3
"MPPED2",0,0,0,0,0,0,0,0,0,5,0
"DCDC1",0,0,0,0,0,0,0,0,0,4,0
"DNAJC24",0,0,0,0,0,0,1,1,3,278,0
"IMMP1L",1,1,0,4,1,0,0,0,4,876,0
"ELP4",1,1,0,0,0,0,0,0,0,200,0
"RCN1",2,18,0,0,1,0,0,1,0,1916,3
"EIF3M",10,15,0,8,5,5,1,4,12,8953,9
"CCDC73",0,0,0,0,0,0,0,0,0,3,0
"PRRG4",1,0,0,0,0,0,0,1,0,1636,0
"QSER1",1,0,0,0,0,0,0,0,0,400,0
"DEPDC7",0,0,0,0,0,0,0,0,0,93,0
"TCP11L1",1,0,0,0,0,0,1,0,1,88,0
"LINC00294",0,0,0,1,0,0,1,0,0,88,1
"CSTF3",0,1,1,2,0,3,0,0,0,833,2
"CSTF3-AS1",0,0,0,0,0,0,0,0,0,2,0
"HIPK3",5,4,0,0,1,0,0,0,0,601,1
"KIAA1549L",0,0,0,0,0,0,0,0,0,27,0
"RP4-541C22.5",0,0,0,0,0,0,0,0,0,1,0
"C11orf91",0,0,0,0,0,0,0,0,0,2,0
"CD59",31,50,3,5,0,2,0,4,11,6065,27
"FBXO3",2,2,0,2,1,0,1,0,3,451,0
"FBXO3-AS1",0,0,0,0,0,0,0,0,0,1,0
"LMO2",3,0,0,0,0,0,0,0,0,0,2
"CAPRIN1",5,1,0,3,1,0,1,2,1,3538,0
"NAT10",0,0,0,1,1,0,0,0,0,551,1
"ABTB2",0,0,0,0,0,0,1,0,0,337,0
"CAT",5,2,2,2,1,1,0,0,5,1265,0
"ELF5",0,1,0,0,0,0,0,0,0,4,0
"EHF",1,0,0,1,0,0,0,0,0,2922,0
"APIP",4,2,1,0,0,2,0,2,1,1178,0
"PDHX",1,1,2,0,0,0,1,0,1,743,3
"RP4-607I7.1",0,0,0,0,0,0,0,1,0,0,0
"CD44",113,20,5,42,14,31,7,55,24,9725,0
"PAMR1",0,1,0,0,0,0,0,0,0,1,0
"FJX1",0,1,0,0,0,0,0,0,0,33,3
"TRIM44",7,5,0,4,0,3,0,4,0,1271,1
"LDLRAD3",1,0,0,0,0,0,0,1,0,171,3
"COMMD9",9,2,1,2,0,0,0,0,1,741,1
"PRR5L",1,1,0,0,1,0,1,0,0,109,0
"TRAF6",0,0,0,1,0,1,0,0,0,209,0
"RAG1",0,0,0,0,0,0,0,0,0,19,0
"C11orf74",7,2,0,0,0,1,0,0,0,411,2
"API5",2,4,1,2,0,0,2,0,1,1064,2
"RP11-484D2.2",0,0,0,0,0,0,0,0,0,1,0
"TTC17",4,1,0,1,0,3,0,0,3,1277,1
"HSD17B12",7,4,0,2,0,2,0,0,0,3235,2
"ALKBH3",0,0,0,0,1,1,0,0,1,274,0
"C11orf96",2,225,0,1,0,0,0,1,0,29,20
"RP11-613D13.8",0,1,0,0,0,0,0,0,0,0,0
"ACCS",1,1,0,0,0,0,0,0,0,231,0
"EXT2",0,6,1,1,0,0,0,0,0,623,2
"CD82",9,7,3,5,3,6,1,2,8,1417,0
"TSPAN18",0,1,0,0,0,0,0,0,1,1,5
"TP53I11",4,3,1,0,0,0,0,0,0,1424,26
"PRDM11",0,1,0,0,0,0,0,0,0,123,0
"SYT13",0,0,0,0,0,1,0,0,0,668,0
"CHST1",0,0,0,0,0,0,0,0,0,1,9
"DKFZp779M0652",0,0,0,0,0,0,0,0,0,5,0
"SLC35C1",1,2,1,1,1,0,0,0,0,927,0
"CRY2",0,0,0,0,0,1,0,0,0,297,2
"MAPK8IP1",0,0,0,0,0,0,0,0,0,109,0
"RP11-618K13.2",0,0,0,0,0,0,0,0,0,4,0
"C11orf94",0,0,0,0,0,0,0,0,0,1,0
"PEX16",4,2,1,0,0,1,0,0,2,1323,3
"GYLTL1B",0,0,0,0,0,0,0,0,0,436,0
"PHF21A",0,2,0,0,0,1,0,1,0,239,0
"CTD-2589M5.4",0,0,0,0,0,0,0,0,0,28,0
"CREB3L1",1,6,0,0,0,0,0,0,0,1553,0
"DGKZ",3,2,0,0,3,1,2,0,2,1709,4
"MDK",7,42,0,0,0,0,1,0,5,22881,2
"AMBRA1",0,1,0,0,0,0,0,0,0,193,0
"HARBI1",0,0,0,0,0,0,0,0,0,53,0
"ATG13",1,5,0,0,0,1,0,0,1,588,3
"ARHGAP1",1,3,1,2,1,0,0,0,0,581,0
"ZNF408",1,2,0,2,0,0,0,0,0,228,0
"CKAP5",1,1,0,0,0,0,0,1,0,899,0
"LRP4-AS1",0,0,0,0,0,0,0,0,0,16,0
"LRP4",0,9,0,0,0,0,0,0,0,231,1
"C11orf49",1,6,0,2,0,0,1,0,1,886,0
"RP11-390K5.3",0,0,0,0,0,0,0,0,0,1,0
"ARFGAP2",2,1,3,3,1,3,0,0,3,994,0
"PACSIN3",0,1,0,0,0,0,0,0,0,1455,0
"DDB2",2,2,2,9,0,2,1,0,6,1395,0
"ACP2",6,3,0,0,0,1,0,0,0,195,0
"NR1H3",3,0,0,0,0,0,0,0,0,200,0
"MADD",1,1,0,1,0,0,0,1,0,434,0
"MYBPC3",1,0,0,0,0,0,0,0,0,19,0
"SPI1",62,0,0,0,0,0,0,10,0,2,0
"SLC39A13",1,5,0,0,1,0,0,0,1,255,1
"PSMC3",8,9,0,9,3,2,2,2,10,2656,2
"RAPSN",1,0,0,0,0,0,0,0,0,3,0
"CELF1",7,13,1,3,5,3,0,2,5,2430,9
"NDUFS3",6,7,2,6,0,3,1,0,2,3946,2
"PTPMT1",5,2,0,3,1,1,0,0,2,1615,2
"KBTBD4",0,0,0,1,0,0,0,0,0,140,0
"FAM180B",0,0,0,0,0,0,0,0,0,1,0
"C1QTNF4",0,1,0,0,0,0,0,0,0,1,0
"MTCH2",12,10,1,6,1,2,0,1,2,6387,5
"AGBL2",0,0,0,1,0,0,0,0,0,12,0
"FNBP4",8,4,0,4,3,1,0,1,3,1987,1
"NUP160",2,4,1,3,1,1,0,0,1,746,0
"PTPRJ",7,0,2,0,1,0,0,2,3,668,0
"FOLH1",0,0,0,0,0,0,0,0,0,0,1
"APLNR",0,0,0,0,0,0,0,0,0,4,10
"TNKS1BP1",3,3,0,1,0,0,0,0,0,1124,0
"RP11-872D17.4",0,0,0,0,0,0,0,0,0,3,0
"SSRP1",5,19,0,1,3,1,1,0,4,4772,1
"SLC43A3",11,0,0,0,0,0,0,2,0,1569,3
"RTN4RL2",0,0,0,0,0,0,0,0,0,84,0
"SLC43A1",1,2,1,2,0,0,0,0,0,547,0
"TIMM10",9,5,0,1,0,0,0,2,3,1920,3
"SMTNL1",0,0,0,0,0,0,0,0,0,2,0
"UBE2L6",8,7,0,8,2,2,2,2,8,734,3
"SERPING1",0,66,0,0,0,0,0,1,0,9,2
"YPEL4",0,0,0,0,0,0,0,0,0,1,0
"CLP1",0,1,0,1,0,0,0,0,3,204,0
"ZDHHC5",0,0,0,0,0,0,0,0,0,662,2
"MED19",0,6,2,5,4,4,1,0,3,1264,4
"TMX2",4,5,0,1,0,3,1,0,1,1858,3
"C11orf31",29,29,3,11,4,5,1,6,11,7829,22
"CTNND1",7,5,0,0,0,0,0,1,0,3744,5
"LPXN",14,0,0,6,4,1,0,1,8,59,0
"ZFP91",1,2,0,4,0,0,1,2,0,924,0
"CNTF",0,0,0,0,0,0,0,0,0,2,0
"FAM111B",0,0,0,0,0,0,0,0,0,355,0
"AP001258.4",0,0,0,0,0,0,0,0,0,40,0
"FAM111A",5,3,0,0,0,2,0,1,2,599,0
"DTX4",0,0,0,0,0,0,0,0,0,493,0
"MPEG1",22,0,0,0,0,0,0,1,0,2,0
"AP000442.4",0,0,0,0,0,0,0,0,0,2,0
"OSBP",0,3,0,1,1,1,0,1,2,855,0
"AP000442.1",0,0,0,0,0,0,0,0,0,15,0
"PATL1",1,1,1,1,0,0,0,0,0,595,3
"STX3",4,1,0,0,0,3,0,2,1,1913,2
"AP000640.10",0,0,0,0,0,0,0,0,0,5,0
"MRPL16",4,3,2,4,1,0,0,0,0,2096,0
"GIF",0,0,0,0,0,0,0,0,0,4,0
"TCN1",0,0,0,0,0,0,0,0,0,551,0
"MS4A2",0,0,0,0,0,0,0,0,0,5,0
"MS4A6A",93,0,1,0,0,0,0,9,0,3,0
"MS4A4A",32,0,0,0,0,0,0,5,0,2,0
"MS4A7",112,0,0,0,0,0,0,32,0,3,0
"MS4A14",1,0,0,0,0,0,0,0,0,1,0
"MS4A1",0,0,0,0,0,0,0,0,0,0,0
"MS4A12",0,0,0,0,0,0,0,0,0,1,0
"MS4A8",0,0,0,0,0,0,0,0,0,182,0
"MS4A15",0,0,0,0,0,0,0,0,0,3,0
"RP11-804A23.4",0,0,0,0,0,0,0,0,0,1,0
"CCDC86",0,1,0,0,0,2,0,0,0,788,1
"PTGDR2",0,0,0,0,0,0,0,0,0,2,0
"PRPF19",0,1,1,2,1,0,0,0,1,1786,2
"TMEM109",5,5,3,3,1,1,3,0,2,1008,5
"RP11-881M11.4",0,0,0,0,0,0,0,0,0,2,0
"TMEM132A",0,3,0,1,0,0,0,0,0,674,1
"SLC15A3",11,0,0,0,0,0,0,1,0,4,0
"CD6",1,0,1,11,9,13,0,0,4,11,0
"CD5",0,0,1,5,2,3,0,0,7,12,0
"VPS37C",1,1,0,0,0,0,0,0,0,425,3
"VWCE",0,0,0,0,0,0,0,0,0,64,0
"DDB1",2,7,0,1,1,2,0,2,1,2294,2
"TKFC",1,2,0,1,0,0,0,0,4,604,0
"CYB561A3",7,0,0,1,1,0,1,0,2,604,1
"TMEM138",2,0,0,0,1,1,2,1,1,418,1
"TMEM216",1,1,1,1,0,1,0,0,0,693,1
"CPSF7",0,1,0,1,2,0,0,2,0,612,2
"RP11-286N22.8",0,0,0,0,0,0,0,0,0,20,0
"SDHAF2",1,5,0,3,3,4,0,0,6,829,0
"PPP1R32",0,0,0,0,0,0,0,0,0,24,0
"LRRC10B",0,0,0,0,0,0,0,0,0,11,0
"SYT7",0,0,0,0,0,0,0,0,0,593,0
"RP11-794G24.1",0,0,0,0,0,0,0,0,0,19,0
"DAGLA",0,0,0,0,0,0,0,0,0,56,0
"DKFZP434K028",0,0,0,0,0,0,0,0,0,1,0
"MYRF",1,0,0,0,0,0,0,0,0,479,0
"TMEM258",32,33,3,9,9,7,1,5,12,9538,12
"FEN1",2,1,0,1,1,1,0,0,0,878,0
"FADS2",1,2,0,0,0,0,0,0,0,36,0
"FADS1",5,6,0,0,0,0,0,2,0,355,3
"FADS3",0,1,0,0,0,0,0,0,0,409,6
"RAB3IL1",2,0,0,0,0,0,0,0,0,41,0
"BEST1",2,0,0,0,0,0,0,1,0,349,0
"FTH1",2879,1181,74,772,264,546,126,2379,644,329331,153
"INCENP",0,0,0,1,0,0,0,0,0,156,0
"SCGB2A1",0,0,0,0,0,0,0,0,0,28,0
"RP11-703H8.7",0,0,0,0,0,0,0,0,0,4,0
"ASRGL1",7,0,0,0,0,0,0,0,1,1574,1
"AHNAK",15,20,1,6,3,10,0,0,5,3287,7
"RP11-864I4.4",0,0,0,0,0,0,0,0,0,8,0
"EEF1G",0,1,0,1,1,1,0,0,1,470,0
"RP11-864I4.1",0,0,0,0,0,0,0,0,0,1,0
"TUT1",0,0,0,0,0,0,0,0,1,136,0
"MTA2",0,1,0,0,1,0,1,0,1,241,0
"EML3",0,2,3,4,0,2,0,2,3,546,3
"ROM1",0,0,0,0,0,0,0,0,0,152,2
"B3GAT3",5,6,2,2,0,1,0,2,4,1041,0
"GANAB",6,11,0,1,1,0,0,1,1,2432,4
"INTS5",0,0,0,1,0,0,0,0,0,247,2
"C11orf98",0,0,0,0,0,0,0,0,0,15,0
"LBHD1",0,0,0,0,0,0,0,0,0,10,0
"METTL12",1,2,0,1,0,1,0,1,1,1040,0
"UQCC3",6,7,0,1,3,1,0,0,2,3878,3
"UBXN1",14,21,3,17,9,14,2,7,14,5547,17
"LRRN4CL",0,4,0,0,0,1,0,0,0,4,0
"BSCL2",0,0,0,0,0,0,0,0,0,21,0
"GNG3",0,0,0,0,0,0,0,0,0,1,0
"HNRNPUL2",9,1,2,1,0,0,0,0,1,1283,3
"TTC9C",2,2,0,0,0,0,1,0,2,710,0
"ZBTB3",0,0,0,0,0,0,0,0,0,37,0
"POLR2G",6,14,1,3,1,4,2,0,4,1594,3
"RP11-727F15.11",0,0,0,0,0,0,0,0,0,11,0
"TAF6L",0,0,0,0,1,0,0,0,1,218,1
"TMEM223",1,4,1,1,0,0,2,0,2,607,1
"RP11-727F15.12",0,0,0,0,0,0,0,0,0,63,0
"TMEM179B",9,12,1,10,5,2,0,3,5,2183,2
"NXF1",2,4,0,1,0,2,0,0,2,595,1
"STX5",4,10,0,2,2,3,1,2,5,1002,2
"RP11-727F15.9",1,0,0,0,0,0,0,0,0,61,0
"WDR74",2,1,1,3,1,0,1,0,4,1621,3
"SLC3A2",9,9,0,8,1,6,4,1,12,2647,4
"CHRM1",0,0,0,0,0,0,0,0,0,9,0
"AP000438.2",0,0,0,0,0,0,0,0,0,9,0
"SLC22A9",0,0,0,0,0,0,0,0,0,1,0
"HRASLS5",0,0,0,0,0,0,0,0,0,154,0
"LGALS12",0,0,0,0,0,0,0,0,0,1,0
"RARRES3",2,9,4,21,27,18,4,3,11,766,0
"HRASLS2",0,1,0,0,0,0,0,0,0,519,0
"PLA2G16",6,10,4,1,4,0,2,2,3,23924,3
"ATL3",1,3,0,1,1,1,2,1,1,2069,1
"RTN3",12,11,2,2,3,1,0,3,2,4110,1
"C11orf95",0,0,0,0,0,0,0,0,0,245,2
"C11orf84",0,1,0,0,0,0,0,0,0,276,0
"MARK2",1,0,1,1,2,1,1,0,3,1338,1
"RCOR2",0,0,0,0,0,0,0,0,0,231,0
