"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"KIAA1033",27,38,1,1,6,2,2,0,10,5,1,0,22,16,0,13,3,1,2,0,47,3,2,1,8,76,30
"APPL2",3,12,3,0,1,0,1,0,4,0,0,0,3,4,0,2,1,0,1,0,9,0,4,0,1,89,8
"C12orf75",15,99,17,3,18,15,12,1,7,11,5,4,52,42,42,5,22,5,37,59,21,9,4,8,54,2161,23
"NUAK1",0,35,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,1,6,109
"CKAP4",2,138,0,0,0,0,0,1,15,0,0,0,6,3,0,1,2,0,0,3,47,5,3,0,3,167,39
"RP11-651L5.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"TCP11L2",0,0,0,0,0,0,0,0,1,2,0,0,9,4,1,2,1,0,2,0,1,0,0,0,9,6,5
"POLR3B",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,4,15,3
"RIC8B",2,3,2,0,2,0,0,3,0,1,0,0,0,2,0,0,1,0,1,0,5,0,1,1,6,37,9
"RP11-412D9.4",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,7
"TMEM263",3,100,3,1,5,0,0,3,11,5,0,1,9,23,6,2,8,1,5,2,43,3,0,0,39,88,48
"MTERF2",2,4,1,0,1,0,0,1,3,2,0,0,2,5,0,0,2,2,0,0,3,0,0,0,17,44,7
"CRY1",5,26,2,2,7,0,1,4,5,9,1,3,4,34,5,1,9,1,3,2,23,0,3,2,44,102,48
"BTBD11",0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3,0,0,1,1,0,0,0,2,3,1
"PWP1",11,42,2,1,2,2,1,3,9,8,3,2,31,10,4,11,5,1,3,3,33,6,3,1,20,116,40
"PRDM4",1,7,0,2,2,1,1,1,4,4,2,2,28,2,3,4,4,0,1,1,9,0,0,0,8,93,9
"RP11-864J10.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CMKLR1",11,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"FICD",1,5,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,1,24,2
"SART3",3,8,0,1,5,2,1,3,2,4,1,0,10,6,2,2,3,0,3,0,6,3,2,1,11,75,14
"ISCU",58,179,8,14,15,8,2,12,50,47,5,8,97,62,18,11,41,4,11,6,134,14,12,4,159,377,139
"TMEM119",2,110,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,1
"SELPLG",33,2,10,3,4,3,1,0,1,4,2,2,1,13,2,0,5,0,7,4,0,1,5,0,38,3,4
"CORO1C",84,59,1,19,3,0,1,0,8,4,0,1,18,2,1,2,5,0,3,9,27,2,16,3,7,288,37
"SSH1",16,45,3,4,6,1,0,0,5,3,1,0,4,7,4,0,1,2,2,1,13,0,3,3,8,32,74
"SVOP",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"USP30",3,2,0,0,0,0,0,1,2,1,1,1,2,1,0,0,0,0,0,0,2,1,0,0,1,38,4
"USP30-AS1",12,3,1,0,1,1,0,0,0,2,1,3,5,2,3,4,0,0,1,0,3,0,0,0,5,36,1
"ALKBH2",3,8,0,3,0,0,1,0,7,0,1,0,8,4,2,2,3,0,2,0,13,1,1,0,3,52,12
"UNG",1,7,1,1,1,1,0,0,4,2,0,0,2,5,0,0,2,2,1,0,6,0,0,1,3,112,17
"ACACB",1,4,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,12,14
"MYO1H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"RP11-256L11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
"KCTD10",10,31,1,1,0,0,0,1,8,4,0,0,3,6,1,2,5,0,2,0,20,0,1,0,11,100,29
"UBE3B",5,8,0,1,1,1,0,0,2,2,0,0,6,3,1,0,1,0,1,0,9,0,2,0,7,71,13
"MMAB",8,18,2,1,1,1,0,4,7,0,0,1,4,5,1,2,0,1,0,1,7,0,2,0,0,199,28
"MVK",2,6,0,0,1,0,1,0,1,0,0,0,6,2,0,0,3,0,1,1,3,0,0,0,2,62,4
"FAM222A",1,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3,1,0,0,1,0,1,0,1,31,1
"FAM222A-AS1",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRPV4",8,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3
"GLTP",13,44,5,5,8,0,3,4,8,3,0,0,27,25,7,8,9,2,2,1,35,4,7,1,37,167,66
"TCHP",3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,3,0,0,0,2,26,2
"GIT2",13,13,1,2,2,1,1,1,3,8,2,0,14,14,6,7,3,0,0,0,13,1,2,1,24,44,31
