"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs"
"ENY2",200,9,27,5,12,3,7,183,50,2,18,4,76,25,13,5,2,6,931,27,33,10,47
"PKHD1L1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,7,0,0,0
"EBAG9",30,3,6,3,1,0,1,31,10,0,6,0,20,2,7,3,0,0,330,16,0,4,16
"SYBU",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,85,0,0,0,2
"TRPS1",4,1,1,0,1,1,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"EIF3H",250,27,52,12,33,9,5,325,83,8,27,16,198,45,15,17,8,10,1766,53,16,34,39
"UTP23",15,0,2,0,3,1,0,23,6,0,2,0,15,3,1,1,0,0,82,3,1,0,11
"RAD21",18,4,1,0,1,1,0,42,9,0,7,0,13,3,2,1,1,2,318,3,0,4,3
"AARD",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"MED30",48,6,9,0,3,8,1,40,22,2,9,5,34,20,0,4,3,0,298,6,3,9,12
"EXT1",2,0,0,0,0,0,0,12,1,0,0,0,0,0,4,1,0,0,65,0,0,0,1
"SAMD12",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,15,4,0,1,1
"AC023590.1",0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,12,0,0,0,2
"TNFRSF11B",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2
"MAL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0
"NOV",0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,23,0,0,0,10
"ENPP2",19,0,7,0,0,0,0,19,0,0,2,0,0,0,0,0,0,0,1,0,2,0,138
"TAF2",3,0,0,0,0,0,0,10,2,0,0,0,0,5,0,0,0,0,35,1,0,1,1
"DSCC1",4,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,12,0,0,0,4
"DEPTOR",3,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,75,8,0,0,0
"RP11-760H22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"COL14A1",0,0,0,0,0,0,0,83,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"MRPL13",56,0,7,0,9,0,1,46,8,0,5,1,37,6,0,0,1,1,527,5,3,3,10
"MTBP",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0
"SNTB1",1,1,0,0,0,1,1,6,2,1,0,0,2,0,0,1,0,0,9,0,0,0,0
"HAS2",0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0
"HAS2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
"RP11-44N11.2",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"ZHX2",0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,1,0,0,10,0,0,0,0
"DERL1",49,5,9,2,7,5,0,36,18,0,5,0,24,12,5,0,0,2,172,39,6,9,12
"TBC1D31",4,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,2,19,0,0,1,0
"C8orf76",26,2,6,0,1,0,1,7,8,0,1,0,11,0,1,0,0,2,110,0,2,1,3
"ZHX1",3,0,0,1,0,0,0,24,1,0,2,1,2,2,3,1,0,0,81,0,1,1,0
"ATAD2",5,0,1,0,2,1,0,0,0,0,0,0,4,3,0,0,0,0,27,0,0,0,0
"WDYHV1",2,0,0,0,0,0,1,12,12,0,0,0,6,0,0,0,3,0,28,1,0,0,2
"FBXO32",2,2,0,0,6,0,1,16,1,0,0,0,8,5,0,3,2,0,146,9,0,4,1
"ANXA13",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,284,0,0,0,0
"FAM91A1",14,0,5,0,0,0,0,7,2,0,3,0,2,0,0,0,0,0,26,0,0,0,2
"TMEM65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
"TRMT12",6,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0
"RNF139-AS1",1,0,0,2,2,0,0,5,11,0,0,0,6,3,0,0,0,0,20,0,0,0,0
"RNF139",20,7,2,2,8,2,0,22,21,2,2,2,84,16,0,1,0,1,54,5,1,4,3
"TATDN1",12,2,3,1,0,0,0,13,6,1,2,2,7,3,1,2,0,0,126,2,0,3,2
"NDUFB9",200,13,30,4,12,8,3,246,92,3,15,5,105,30,32,8,5,5,3719,26,14,16,56
"MTSS1",1,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,38,0,0,0,0
"SQLE",11,0,1,0,1,0,2,5,5,0,5,0,3,0,1,0,0,0,100,2,2,1,1
"KIAA0196",5,0,1,0,1,0,0,10,3,0,6,1,4,0,1,0,0,0,82,0,1,2,5
"NSMCE2",15,6,5,1,3,0,0,29,11,0,3,0,8,5,1,0,0,0,189,10,1,3,5
"TRIB1",31,0,5,0,0,0,0,17,2,0,2,0,3,1,0,0,0,0,224,32,2,1,16
"FAM84B",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,2
"PCAT1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"MYC",1,2,0,12,0,0,0,58,9,0,6,7,73,5,0,8,2,1,476,4,0,12,13
"PVT1",0,1,1,0,2,0,0,2,9,0,2,0,18,1,0,1,0,0,10,0,0,2,0
"FAM49B",203,9,34,4,15,1,0,12,72,0,10,9,80,47,0,8,4,11,166,8,21,26,3
"ASAP1",24,0,2,0,1,0,0,22,0,0,0,0,5,1,0,0,0,0,5,2,4,0,8
"EFR3A",19,0,2,0,0,0,0,10,3,0,0,0,10,4,0,0,0,0,53,1,1,5,4
"LRRC6",1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1
"TMEM71",4,2,6,1,1,0,2,0,0,0,0,0,20,7,0,0,0,0,0,0,0,0,0
"PHF20L1",19,2,1,0,1,1,0,41,10,1,3,0,22,4,3,3,0,2,83,5,3,4,8
"SLA",23,8,3,1,10,0,0,5,14,0,1,0,36,19,0,7,0,2,1,0,2,3,0
"NDRG1",11,3,0,3,3,0,2,20,4,0,0,0,14,2,1,0,0,0,883,0,1,1,20
"ST3GAL1",21,2,4,0,1,0,0,20,4,0,2,0,15,0,0,3,3,0,0,3,1,0,1
"ZFAT",2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,0,0,0,1
"KHDRBS3",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
"TRAPPC9",4,0,0,0,0,0,2,1,2,0,0,0,2,1,0,0,0,2,34,2,0,0,1
"CTA-204B4.2",1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,17,0,0,0,1
"CHRAC1",12,3,4,0,4,0,1,22,4,2,3,0,12,3,5,4,0,0,90,5,5,1,0
"AGO2",3,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0
"PTK2",0,0,0,0,0,0,0,23,1,0,1,0,0,0,0,0,0,0,64,0,0,0,6
"DENND3",19,0,2,0,2,0,0,2,1,0,0,0,3,0,0,0,0,0,19,6,0,0,4
"RP11-809O17.1",5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,2,0,0,0
"SLC45A4",7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
"PTP4A3",0,0,0,0,0,0,0,11,2,0,0,0,15,2,0,1,0,1,13,3,0,1,17
"TSNARE1",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0
"JRK",3,0,0,0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,29,0,0,0,0
"THEM6",2,0,2,0,0,0,0,7,5,1,2,0,5,6,0,1,0,0,121,4,0,0,3
"LY6E",101,27,12,14,41,3,4,544,130,2,6,3,258,75,13,19,18,17,14,12,15,30,221
"ZFP41",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"GLI4",2,0,0,0,2,0,0,18,9,0,2,0,4,2,0,1,0,0,77,1,0,1,0
"ZNF696",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"RP13-582O9.7",1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0
"TOP1MT",7,1,1,0,0,0,0,12,1,0,0,0,7,1,0,0,0,0,54,1,0,1,0
"RHPN1",0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,15,3,0,0,4
"ZC3H3",6,0,0,0,0,0,0,1,0,0,1,0,4,2,0,0,0,0,39,1,0,0,0
"RP11-661A12.5",0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0
"GSDMD",70,2,10,2,10,1,1,90,27,3,3,0,56,15,3,3,0,4,746,3,10,6,27
"MROH6",4,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"EEF1D",686,144,177,43,152,38,6,1530,635,31,118,77,1259,407,55,114,38,60,4882,410,37,150,169
"TIGD5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"PYCRL",2,0,0,0,2,0,0,3,0,1,0,0,1,1,0,3,0,0,28,4,0,1,0
"TSTA3",32,14,3,1,3,1,1,34,47,0,1,2,36,7,2,5,4,3,577,4,1,4,11
"ZNF623",3,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,8,1,0,0,1
"ZNF707",0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,20,1,0,0,1
"RP11-429J17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"FAM83H",2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0
"FAM83H-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"SCRIB",4,0,1,0,0,0,2,1,0,0,0,0,4,1,1,0,0,0,88,0,0,0,0
"PUF60",71,4,6,6,6,1,1,87,41,4,6,3,60,22,7,4,0,2,540,8,4,6,25
"NRBP2",0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,0,1,31,0,0,0,1
"EPPK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
"PLEC",10,0,0,0,0,0,0,22,0,0,0,0,5,0,2,0,0,0,251,0,0,2,4
"PARP10",13,9,2,1,4,2,1,24,14,0,1,0,11,9,1,1,0,0,67,5,0,5,3
"GRINA",128,0,9,0,2,0,1,59,2,1,3,0,4,2,3,0,0,0,80,5,8,3,12
"OPLAH",1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,54,2,0,0,2
"CTD-3065J16.9",2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0
"EXOSC4",58,0,4,0,1,0,1,29,5,0,4,0,4,0,2,0,0,0,342,13,0,0,7
"GPAA1",83,4,11,3,2,1,0,109,35,1,8,2,39,10,11,0,1,3,491,11,3,6,11
"CYC1",210,7,26,1,6,2,5,154,38,4,11,6,38,22,14,6,3,5,4295,27,12,17,35
"SHARPIN",51,1,7,1,5,0,1,61,17,1,3,1,23,3,8,0,2,2,297,13,2,2,11
"MAF1",61,8,11,2,7,2,5,109,29,0,7,0,45,14,4,2,1,1,415,15,2,8,18
"MROH1",16,0,0,0,1,0,0,5,2,0,0,0,3,0,0,0,0,0,112,1,1,0,1
"HSF1",23,0,3,1,4,0,1,37,20,0,7,5,24,5,2,2,1,2,262,8,3,3,15
"DGAT1",12,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,280,4,1,0,3
"GS1-393G12.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"SLC52A2",35,3,2,0,4,0,2,22,6,1,0,2,17,10,2,0,0,1,273,5,2,4,3
"FBXL6",2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,2,110,0,0,0,0
"ADCK5",9,1,1,0,1,0,0,11,4,0,0,0,2,1,0,0,0,0,100,0,0,0,0
"CPSF1",10,0,0,0,0,0,2,16,0,0,1,0,2,1,0,0,0,0,81,0,0,1,5
"SLC39A4",42,0,8,1,0,0,0,12,5,0,6,2,12,2,0,0,0,2,649,6,0,4,3
"VPS28",179,9,21,10,13,6,4,209,56,4,29,7,107,40,15,5,5,6,1366,20,4,14,53
"TONSL",3,0,0,0,0,0,0,2,1,1,0,0,3,1,1,0,1,0,46,0,0,0,0
"CYHR1",21,2,1,0,2,0,0,79,2,0,4,1,16,2,6,2,0,0,253,6,0,0,11
"KIFC2",3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,68,0,0,0,0
"PPP1R16A",4,0,1,1,0,0,0,6,3,0,3,0,4,1,0,0,0,0,511,0,1,1,3
"GPT",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,392,0,0,0,0
"MFSD3",6,0,1,0,0,0,1,1,1,0,0,0,6,0,0,0,0,0,157,4,0,0,0
"RECQL4",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"LRRC14",3,1,1,0,0,0,0,3,4,1,0,0,2,0,2,1,1,0,46,2,0,0,2
"LRRC24",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"C8orf82",5,0,0,0,0,0,0,14,12,0,1,0,7,2,1,1,0,0,251,0,0,2,1
"ARHGAP39",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
"ZNF251",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"ZNF34",0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,1,0,0,11,2,0,0,0
"RPL8",2272,255,479,77,232,71,16,2422,1168,61,366,258,3012,611,103,250,63,98,28067,943,151,409,602
"ZNF517",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,1,0,0
"ZNF7",6,0,2,1,0,0,0,15,2,0,2,0,4,2,1,1,0,0,58,2,0,0,0
"COMMD5",69,4,13,4,12,1,0,53,29,1,1,2,38,13,3,5,3,6,194,5,1,5,7
"ZNF250",3,1,0,0,2,0,0,5,4,0,1,0,19,3,0,1,0,0,23,5,0,3,2
"ZNF16",1,1,1,0,0,0,0,9,2,0,0,0,6,3,0,1,0,0,23,0,1,1,0
"ZNF252P-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0
"C8orf33",17,0,2,0,0,0,0,41,4,0,0,0,4,9,1,0,0,0,196,4,5,0,10
"CBWD1",31,2,3,2,0,1,0,18,5,0,0,0,9,4,2,3,0,0,234,3,1,1,3
"C9orf66",1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,5,0,0,0,0
"DOCK8",31,6,5,5,2,0,0,2,14,0,0,0,24,7,0,6,1,3,8,4,1,7,0
"KANK1",0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,49,2,0,3,0
"SMARCA2",6,0,1,0,1,0,1,23,1,0,0,0,11,2,1,1,3,0,57,0,0,0,5
"VLDLR",0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0
"RFX3",1,0,0,0,0,0,0,5,1,0,0,0,2,0,1,0,0,0,11,0,1,0,2
"GLIS3",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
"SLC1A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
"SPATA6L",0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,21,0,0,0,1
"CDC37L1",7,3,3,2,7,0,1,26,5,1,3,0,12,8,5,2,0,0,93,9,0,3,2
"AK3",26,2,5,1,5,0,1,45,4,0,1,0,15,8,4,1,0,2,346,5,3,1,14
"RCL1",10,1,3,1,0,0,0,15,3,0,3,3,7,1,2,0,0,0,46,3,0,0,3
"JAK2",4,0,3,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,10,1,0,0,0
"RLN2",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,9,0,0,0,0
"PLGRKT",105,4,9,4,5,2,0,48,23,1,14,1,31,18,3,2,0,3,783,8,10,8,14
"CD274",9,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,5,0,0
"PDCD1LG2",5,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ERMP1",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,53,0,0,0,1
"KIAA2026",6,0,1,0,0,0,0,7,7,0,3,0,4,0,0,0,0,0,47,1,0,1,1
"RANBP6",0,0,0,1,0,0,0,9,1,0,0,0,4,1,2,0,0,0,15,1,0,1,1
"UHRF2",1,0,0,0,0,0,0,7,2,0,0,0,3,4,0,0,0,2,17,0,0,0,0
"GLDC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-390F4.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-390F4.3",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0
"KDM4C",6,0,0,0,0,0,0,1,6,1,1,2,9,2,1,1,0,0,38,2,1,0,1
"TMEM261",81,4,8,0,3,0,0,102,22,3,1,2,33,8,6,3,0,2,1387,11,4,4,21
"PTPRD",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
"LURAP1L",0,0,0,0,0,0,0,49,0,0,0,1,0,0,1,0,0,0,158,0,0,0,0
"NFIB",0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,90,0,0,0,24
"ZDHHC21",6,0,0,0,2,0,0,1,1,0,0,1,4,0,0,0,0,0,61,1,0,1,1
"TTC39B",0,1,0,0,2,0,0,1,2,0,2,0,8,1,0,1,0,4,60,1,0,0,1
"SNAPC3",4,1,4,0,0,0,0,25,5,0,0,0,9,0,3,0,0,0,77,2,0,0,7
"PSIP1",20,5,5,1,1,4,0,63,19,1,0,4,23,8,6,3,0,3,167,7,2,4,21
"BNC2",2,0,0,0,0,0,0,10,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2
"CNTLN",15,0,3,0,0,0,1,8,0,0,0,0,0,0,3,0,0,0,14,0,1,0,1
"ADAMTSL1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"RRAGA",56,2,4,0,6,0,7,119,14,1,3,0,30,15,7,6,6,2,326,5,1,6,24
"HAUS6",0,1,0,0,1,0,0,4,2,0,2,0,7,1,0,0,0,0,22,0,0,0,4
"PLIN2",309,7,38,2,7,6,0,59,31,1,41,1,77,26,2,6,3,3,152,6,13,5,14
"DENND4C",13,0,0,0,3,0,0,7,2,0,0,0,8,0,0,1,1,0,93,1,2,1,1
"RPS6",3669,512,768,151,460,155,23,4795,2170,113,696,401,6367,1442,183,637,159,251,48975,1104,242,761,980
"MLLT3",2,0,0,0,0,0,0,5,5,0,0,0,9,6,2,0,1,0,125,7,0,2,1
"FOCAD",1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,30,1,0,0,4
"KLHL9",2,0,0,0,0,0,0,14,3,0,1,0,3,1,0,0,2,0,46,0,0,1,1
"MTAP",23,1,2,1,1,0,0,11,9,0,0,0,10,0,1,0,0,0,112,2,1,0,6
"CDKN2A",7,1,0,0,8,0,2,15,14,0,0,0,5,4,0,0,0,0,9,7,0,9,10
"CDKN2B-AS1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0
"CDKN2B",2,0,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,0,199,0,0,0,2
"TUSC1",0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,56,0,0,0,2
"CAAP1",6,0,3,0,0,0,0,7,5,0,2,0,4,4,2,0,1,0,138,0,0,1,0
"PLAA",6,0,1,0,0,0,1,16,2,0,3,0,3,2,1,0,0,0,46,1,0,0,3
"IFT74",10,1,0,0,0,0,0,20,0,0,6,0,4,1,1,0,0,2,179,0,0,0,2
"LRRC19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0
"TEK",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"MOB3B",0,0,1,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,110,0,1,0,1
"C9orf72",15,0,0,0,1,0,0,5,2,0,1,0,5,1,0,0,0,0,6,0,2,0,2
"ACO1",6,1,1,0,0,0,0,19,0,0,3,0,1,0,2,0,0,0,114,0,1,0,1
"DDX58",1,1,1,1,2,1,0,3,1,0,0,0,4,0,0,0,0,0,32,0,0,0,4
"TOPORS",6,4,1,1,2,0,0,38,11,3,1,0,25,8,2,3,0,1,93,1,0,0,1
"TOPORS-AS1",7,0,0,0,1,1,0,9,7,0,6,2,11,5,2,1,0,1,80,2,0,2,4
"NDUFB6",109,5,10,5,6,0,1,170,48,3,6,0,52,16,7,10,2,2,1340,14,7,10,23
"APTX",8,0,3,0,0,0,0,16,10,0,7,0,6,4,1,1,0,3,104,2,1,2,3
"DNAJA1",494,87,87,37,87,24,15,310,208,34,344,39,968,248,18,54,55,38,1144,170,58,74,279
"SMU1",16,1,2,0,3,0,1,35,5,0,1,1,20,3,3,0,0,1,87,0,1,5,11
"B4GALT1",19,0,2,0,0,0,0,3,1,0,0,0,0,0,0,2,0,1,90,2,0,1,2
"SPINK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0
"BAG1",102,6,12,1,2,0,1,87,14,0,10,0,36,11,5,4,0,3,909,19,6,2,28
"CHMP5",102,8,9,9,8,1,1,201,31,4,12,1,62,18,15,5,2,2,916,12,11,10,76
"NFX1",16,0,0,1,2,6,0,11,3,1,3,0,1,1,1,0,0,0,73,1,1,0,1
"AQP7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1
"AQP3",0,0,0,0,0,0,0,26,5,5,0,0,47,1,1,1,0,1,13,16,0,5,3
"NOL6",4,0,1,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,17,2,0,0,0
"PRSS3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1849,0,0,1,7
"UBE2R2",27,1,3,0,1,0,0,19,2,1,4,0,11,6,0,0,0,0,134,5,1,0,4
"UBAP2",7,0,1,0,0,0,0,2,1,1,1,0,2,0,1,0,0,0,90,1,0,2,1
"DCAF12",17,1,1,1,2,0,0,13,4,0,0,0,7,0,0,0,0,0,91,6,1,1,6
"UBAP1",12,1,0,0,1,0,0,18,8,0,5,1,11,5,4,1,0,1,84,2,2,0,3
"NUDT2",17,0,8,0,6,0,1,43,9,0,0,0,9,8,4,1,0,1,217,12,1,0,2
"KIAA1161",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0
"C9orf24",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69,0,0,0,0
"FAM219A",5,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,6,0,0,0,4
"ENHO",0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"CNTFR",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
"RPP25L",29,1,3,0,3,1,0,63,26,0,6,0,13,6,5,1,0,0,425,4,0,0,13
"DCTN3",116,5,12,7,9,3,0,212,56,0,14,0,75,30,10,7,0,7,589,17,3,2,30
"SIGMAR1",18,1,0,0,2,1,1,27,9,0,2,2,8,6,2,0,0,1,239,4,0,0,6
"GALT",17,1,4,0,4,1,0,23,18,0,5,0,14,7,1,0,0,0,103,0,0,2,8
"IL11RA",2,0,0,0,0,0,6,38,0,0,1,0,1,2,3,0,0,0,19,0,0,0,3
"RP11-195F19.5",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"CCL19",5,0,0,0,0,0,0,251,0,0,0,0,1,0,0,0,0,0,0,0,25,0,0
"CCL21",0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJB5",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"VCP",86,7,16,3,7,3,0,123,31,1,18,3,55,19,5,3,1,5,485,30,9,13,26
"FANCG",4,0,0,0,0,0,0,3,1,0,1,0,3,0,0,0,0,0,22,1,0,1,0
"PIGO",6,0,4,0,1,0,0,2,4,0,0,0,1,1,1,0,0,0,51,0,0,0,0
"STOML2",111,4,10,5,4,2,1,135,43,2,13,1,42,6,9,1,1,1,1240,25,3,4,26
"FAM214B",8,1,1,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,42,0,0,1,4
"UNC13B",3,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,88,0,0,0,4
"TESK1",8,0,1,0,0,1,0,1,1,0,0,0,3,0,0,2,0,0,41,0,0,2,0
"CD72",37,0,6,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,2,0,1
"SIT1",3,6,2,0,13,3,0,0,13,0,0,2,59,26,0,10,3,1,0,3,0,15,0
"CCDC107",106,8,20,3,7,1,1,45,49,2,2,1,73,27,11,5,1,3,458,15,7,9,12
"ARHGEF39",6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,55,0,0,0,0
"TPM2",2,0,1,0,0,0,0,385,0,0,1,0,1,0,156,0,0,0,5,0,0,0,2
"TLN1",47,2,8,0,0,2,1,20,11,0,8,2,28,8,2,0,2,0,59,3,2,5,10
"CREB3",29,1,9,0,1,0,0,51,11,1,2,0,10,5,3,2,0,0,208,13,1,2,8
"GBA2",6,0,0,0,1,0,0,7,1,0,0,0,1,2,1,0,0,0,224,2,0,0,0
"RGP1",5,1,0,0,0,0,0,4,10,0,2,0,4,2,0,0,0,0,92,0,0,1,1
"RP11-112J3.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
"NPR2",0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0
"SPAG8",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"HINT2",51,4,16,4,6,4,0,103,33,0,8,1,43,18,7,1,0,3,1149,20,1,10,16
"TMEM8B",0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0
"HRCT1",2,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,727,0,0,0,9
"RECK",2,0,0,1,0,0,0,8,0,0,1,0,4,1,0,0,0,0,2,2,0,0,2
"GLIPR2",23,13,5,2,12,2,2,92,39,0,3,0,71,25,3,1,4,3,266,7,3,6,0
