"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"PDIA4",61,3,18,6,0,0,3,109,12,1,0,0,4,0,49,26,8,6,3,9,1291,0,31,2,2,42
"ZNF786",0,0,0,0,0,0,0,4,2,0,0,0,0,0,5,7,0,0,0,1,31,0,0,0,0,2
"ZNF425",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0
"ZNF398",1,0,0,0,1,0,0,3,0,0,0,1,1,0,2,2,0,0,0,0,51,0,0,0,0,2
"ZNF282",2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,118,0,0,0,0,1
"ZNF212",1,0,0,1,0,0,0,7,1,0,0,0,0,0,6,2,0,0,0,0,83,1,0,0,0,3
"ZNF783",0,1,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,46,0,0,0,1,3
"ZNF777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"ZNF746",0,0,1,0,0,0,0,7,1,0,0,0,0,0,4,1,1,0,0,0,53,0,0,0,0,3
"KRBA1",3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
"ZNF467",5,0,6,0,0,0,0,29,0,0,0,0,0,0,4,1,2,0,0,0,0,1,0,0,0,23
"ZNF862",1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,42,0,0,0,1,2
"ATP6V0E2",10,2,2,3,1,0,1,5,4,1,2,1,1,0,46,22,0,6,1,7,80,0,0,0,7,2
"ACTR3C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91,0,0,0,0,0
"LRRC61",1,1,0,0,0,0,0,1,1,0,0,0,1,0,10,3,0,2,0,1,125,0,0,0,3,0
"ZBED6CL",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,0
"RARRES2",3,0,1,1,0,0,19,1557,0,0,0,0,0,0,1,1,48,0,0,0,3337,20,0,0,0,16
"REPIN1",6,2,3,2,0,0,0,21,6,0,0,0,2,1,13,10,1,1,0,7,1165,0,4,0,1,11
"ZNF775",2,0,0,1,0,0,1,27,4,1,0,0,0,1,15,8,0,0,0,5,217,0,2,0,4,8
"LINC00996",31,0,2,0,0,0,0,1,3,0,0,0,4,0,0,2,0,0,2,1,1,0,1,1,0,0
"GIMAP8",6,1,1,1,0,1,0,1,3,0,0,0,0,0,11,3,0,0,0,4,0,0,0,0,1,33
"GIMAP7",20,32,14,45,4,8,0,3,98,4,4,0,3,0,489,224,0,64,13,81,24,0,0,7,24,558
"GIMAP4",24,9,6,13,2,2,0,0,30,2,3,0,0,0,184,123,0,21,8,45,2,0,0,2,4,257
"GIMAP6",6,1,1,7,0,2,0,1,11,0,0,0,0,0,27,28,0,2,2,13,2,0,0,2,2,87
"GIMAP2",7,4,4,5,0,1,0,18,17,0,0,0,2,0,50,22,0,2,3,14,26,0,0,0,2,29
"GIMAP1",17,6,2,13,1,0,0,4,26,3,0,0,0,0,110,58,0,10,7,20,4,0,0,1,8,137
"GIMAP5",29,22,4,13,3,5,0,7,37,7,6,1,0,0,217,111,0,21,7,31,5,0,0,2,8,173
"TMEM176B",909,0,70,0,0,0,56,3988,5,0,0,0,3,1,9,5,203,1,1,6,6184,9,0,1,0,68
"TMEM176A",346,0,19,0,0,0,18,1431,6,0,0,0,0,0,3,0,51,0,0,1,3602,4,0,0,0,34
"AOC1",5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,3038,0,0,0,0,0
"KCNH2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"NOS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27
"ABCB8",9,0,1,3,0,0,0,14,2,0,0,0,7,0,15,7,2,0,0,1,269,0,0,0,3,5
"ASIC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0
"CDK5",8,3,6,2,0,0,0,15,3,0,0,0,11,0,7,17,1,0,1,4,224,1,1,0,2,10
"SLC4A2",9,0,1,0,0,0,1,20,1,1,0,0,3,0,7,3,1,1,0,2,209,0,0,1,2,7
"FASTK",20,1,10,3,0,1,2,95,11,0,0,0,3,0,46,19,5,6,1,6,1011,1,6,0,6,25
"TMUB1",26,3,13,5,1,1,1,35,17,5,1,1,1,0,58,39,1,6,2,10,1202,0,3,3,8,12
"AGAP3",12,0,2,0,0,0,0,19,0,0,0,1,0,0,1,0,1,0,0,0,121,0,0,0,0,10
"ABCF2",8,3,3,1,0,0,1,27,3,0,1,2,1,0,26,22,3,10,1,7,300,0,1,3,4,13
"CHPF2",4,1,1,2,0,0,0,23,3,0,1,0,2,0,20,5,1,3,0,3,138,1,0,0,1,8
"SMARCD3",3,0,0,0,0,0,0,53,2,0,0,0,1,0,3,3,8,0,0,1,1,1,0,0,0,2
"RP4-548D19.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"NUB1",14,2,3,5,0,0,0,37,12,0,1,1,6,0,33,21,2,2,2,5,340,0,0,1,0,20
"WDR86",0,0,0,0,0,0,6,5,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,9
"RHEB",125,9,30,8,0,0,10,193,34,3,5,1,19,2,130,67,13,7,5,34,1197,7,12,6,9,74
"PRKAG2",4,2,5,1,1,0,0,4,3,0,0,0,0,0,15,12,2,0,0,1,228,0,0,0,1,5
"PRKAG2-AS1",4,0,1,0,0,0,0,21,0,0,1,0,1,0,6,0,0,4,0,0,241,0,0,0,1,0
"GALNT11",4,0,1,2,1,0,0,40,2,1,0,0,1,0,17,9,3,2,0,3,122,1,0,1,2,16
"KMT2C",4,0,1,1,0,0,0,15,2,0,0,1,0,0,14,8,1,1,0,2,149,0,0,0,0,8
"LINC01003",5,0,1,0,0,0,0,12,4,0,0,1,1,0,10,4,0,1,1,1,120,0,0,0,0,7
"XRCC2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
"ACTR3B",0,1,1,1,0,0,0,7,0,0,0,0,0,0,5,2,0,1,0,0,59,0,0,0,0,12
"PAXIP1-AS2",0,0,0,0,0,0,1,5,2,0,0,0,0,0,4,0,0,1,0,0,8,0,0,0,0,2
"PAXIP1",0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,62,0,0,0,0,1
"RP11-5C23.1",0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0,1
"PAXIP1-AS1",3,3,3,0,0,0,0,13,0,1,2,0,1,0,13,3,1,0,0,2,168,0,1,0,1,4
"AC144652.1",0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0
"INSIG1",67,8,95,0,3,0,0,21,9,0,0,1,4,0,53,20,0,1,0,9,174,0,3,2,12,25
"AC009403.2",5,0,2,0,0,0,0,3,2,0,0,0,0,0,4,7,0,0,0,0,135,0,1,0,1,0
"RBM33",2,2,2,0,0,0,0,14,5,0,0,0,1,0,16,7,0,2,0,3,162,0,6,0,2,2
"SHH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
"AC073133.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"LINC01006",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,3
"RNF32",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,61,0,0,0,0,1
"LMBR1",1,0,0,0,0,1,0,10,2,0,0,0,0,0,6,1,0,0,0,1,59,0,1,0,0,5
"NOM1",4,0,2,0,0,0,0,8,4,0,0,0,0,0,3,0,0,0,2,0,91,0,0,2,0,8
"MNX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0
"MNX1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0
"UBE3C",2,0,1,0,0,0,0,12,3,0,0,0,0,0,10,7,2,2,1,1,216,0,0,0,1,9
"DNAJB6",69,17,46,13,3,2,9,124,30,1,4,5,15,8,174,94,9,15,8,36,744,4,6,5,22,98
"PTPRN2",0,0,0,3,0,0,1,36,5,0,0,2,4,0,10,6,1,0,0,7,127,1,1,1,3,27
"AC011899.9",8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCAPG2",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,60,0,0,0,0,0
"ESYT2",3,1,1,3,0,0,0,13,3,0,0,0,0,0,17,8,1,0,0,2,242,0,1,1,1,12
"WDR60",1,0,1,0,0,0,1,29,2,0,0,0,0,0,4,1,1,0,0,1,142,0,0,0,0,15
"PLCXD1",3,0,0,0,0,0,0,8,0,0,0,0,0,0,1,3,0,1,0,1,79,0,0,0,0,1
"GTPBP6",12,1,2,3,3,0,1,39,1,2,0,0,3,1,21,14,2,2,0,4,567,0,1,2,2,12
"LINC00685",2,1,2,3,0,0,0,50,5,0,0,1,3,0,26,20,2,1,0,4,173,0,0,0,0,10
"PPP2R3B",1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,56,0,0,0,0,3
"CSF2RA",50,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"IL3RA",0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,150
"SLC25A6",413,71,316,68,8,19,18,1322,238,27,15,9,78,27,1313,548,117,123,21,169,21712,19,90,13,133,280
"LINC00106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
"ASMTL-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASMTL",14,1,9,1,0,0,3,39,5,0,0,1,6,0,18,13,5,0,0,3,292,1,0,0,4,20
"P2RY8",2,1,2,0,0,0,0,1,0,0,0,0,0,0,17,1,0,2,0,1,0,0,0,0,3,5
"AKAP17A",14,2,1,2,0,0,0,16,3,0,0,0,1,0,13,12,0,1,0,1,152,0,2,1,2,6
"DHRSX",32,3,15,1,0,0,1,37,3,0,0,0,1,0,17,6,2,2,2,2,406,1,0,0,5,20
"ZBED1",15,0,3,1,0,0,0,16,4,0,0,0,0,0,14,7,0,2,0,2,353,1,1,1,2,3
"CD99",168,54,42,64,16,13,22,777,166,10,4,4,19,6,559,426,95,57,22,137,5243,12,15,28,35,215
"GYG2",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0
"ARSD",5,0,3,0,0,0,0,15,1,0,0,0,2,0,2,0,0,0,1,0,457,0,0,0,0,5
"ARSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0
"MXRA5",0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"PRKX",4,1,1,0,0,0,0,3,3,0,1,0,2,1,16,14,1,1,1,3,123,0,0,0,2,3
"RP11-706O15.1",0,0,0,0,0,0,0,8,1,1,0,0,0,0,4,4,0,0,0,0,24,0,0,0,0,1
"STS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"PNPLA4",6,0,3,2,0,0,0,5,4,0,1,0,0,1,10,5,0,0,0,1,432,0,2,0,0,7
"TBL1X",5,0,3,0,0,0,0,9,0,0,0,0,0,0,1,2,2,1,0,2,63,0,0,0,1,1
"GPR143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
"SHROOM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
"WWC3",3,2,1,2,0,0,1,16,1,0,0,0,0,0,7,2,3,0,0,4,37,0,1,0,1,4
"MID1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,111,0,0,0,0,6
"HCCS",15,1,4,0,0,0,0,19,3,0,0,1,3,0,15,8,1,0,1,3,658,0,1,0,1,11
"ARHGAP6",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"MSL3",6,2,3,3,0,0,0,33,4,0,0,0,1,2,13,9,2,1,0,4,127,0,7,0,3,17
"PRPS2",5,3,6,0,1,0,0,17,10,0,0,0,1,0,22,20,0,0,0,3,393,0,3,1,1,4
"TLR7",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMSB4X",19034,2376,6584,3154,398,384,167,8978,7688,461,533,248,1017,216,25577,16028,543,2401,888,6454,130339,152,250,1046,2335,5056
"TCEANC",0,0,0,1,0,0,0,2,1,0,0,0,1,1,3,0,0,1,0,0,21,0,0,0,0,3
"RAB9A",55,4,22,2,0,3,3,39,3,3,0,0,2,0,27,15,2,2,0,3,714,0,3,0,3,20
"TRAPPC2",0,3,1,2,0,0,0,7,0,0,0,0,0,0,4,4,2,0,0,1,77,1,1,0,1,2
"OFD1",10,4,14,5,1,0,3,25,17,0,2,1,0,2,68,28,1,4,1,16,308,2,2,2,5,41
"GPM6B",2,0,0,0,0,0,41,2,2,0,0,0,0,0,6,8,5,1,0,1,11,0,0,0,0,0
"GEMIN8",2,0,1,1,0,0,0,35,0,0,1,0,0,0,7,5,1,2,1,2,205,0,1,0,2,10
"FANCB",3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,12,0,0,0,0,0
"MOSPD2",2,0,2,0,0,0,1,7,2,0,0,0,1,0,9,2,1,0,0,1,45,0,0,0,1,5
"ASB9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,17
"PIGA",1,1,1,0,0,0,0,3,1,0,0,0,0,0,3,1,0,0,0,0,26,0,0,0,1,1
"PIR",11,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,0,0,154,1,0,0,0,64
"BMX",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,13
"ACE2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0
"CA5B",0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,1,2,4,0,1,0,0,1
"ZRSR2",4,3,5,1,1,0,1,14,2,1,0,1,2,1,16,11,1,1,0,4,129,1,2,0,4,5
"AP1S2",30,2,23,3,1,0,7,24,9,0,1,1,11,1,49,16,3,6,2,5,45,1,0,2,6,47
"CTPS2",1,1,1,0,1,0,0,5,0,0,0,0,2,0,1,0,1,0,0,0,83,0,0,0,0,1
"SYAP1",37,12,32,1,0,0,0,40,10,1,0,0,3,0,85,35,3,13,4,13,962,1,6,0,5,20
"TXLNG",1,0,1,2,0,0,0,18,3,0,0,1,0,0,16,5,2,2,0,3,154,0,0,1,2,8
"RBBP7",23,7,7,7,2,0,3,127,12,0,0,2,9,1,37,33,19,5,1,9,789,2,5,7,4,29
"REPS2",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
"SCML1",5,0,1,0,0,0,0,23,0,0,0,0,2,0,1,0,2,0,0,1,133,1,0,0,0,6
"RAI2",0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,14
"PHKA2",2,0,1,0,0,0,0,1,2,0,0,0,0,0,5,2,0,0,0,1,123,0,0,0,0,4
"PDHA1",40,7,9,3,2,1,3,49,11,0,0,1,4,2,35,16,8,2,0,18,2527,1,1,1,3,20
"SH3KBP1",12,11,8,2,3,0,0,34,19,4,1,0,4,1,75,47,0,12,2,11,803,0,1,0,13,8
"CXorf23",0,1,0,1,0,0,0,5,1,0,0,0,0,0,1,1,0,0,0,1,63,0,0,0,0,1
"MAP7D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"EIF1AX",27,9,21,5,2,0,2,122,21,0,3,4,9,0,91,43,11,6,6,16,1131,1,10,1,10,47
"RPS6KA3",1,1,2,2,0,0,0,6,7,1,0,0,1,0,23,10,2,3,0,5,267,0,0,2,0,9
"KLHL34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"MBTPS2",3,0,0,0,0,0,0,2,1,0,0,0,0,0,2,3,1,0,0,0,26,0,0,0,0,0
"YY2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0
"SMS",130,8,26,4,0,1,3,57,10,2,0,2,1,0,54,25,6,2,1,11,1241,2,1,5,23,18
"PHEX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"PRDX4",101,1,13,3,3,0,3,192,6,1,0,1,4,2,39,15,12,6,1,5,1914,2,42,0,0,81
"ACOT9",30,2,11,3,0,0,2,35,3,1,0,0,6,0,15,5,2,0,1,1,164,0,0,1,3,12
"SAT1",2658,37,578,19,6,7,19,461,46,12,3,1,59,10,380,203,21,62,12,50,7071,5,41,6,48,464
"APOO",9,2,3,1,0,0,1,17,2,1,2,0,2,1,13,8,4,1,0,6,449,0,0,0,2,10
"KLHL15",0,3,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,2,14,0,1,0,1,3
"EIF2S3",10,1,2,1,0,1,0,43,8,0,0,0,1,1,27,15,0,4,0,9,388,1,1,2,3,12
"ZFX",4,0,3,0,0,1,0,4,2,0,0,1,0,0,3,2,2,1,0,3,52,0,0,0,1,0
"PDK3",18,2,2,1,0,0,0,2,2,0,1,0,2,0,17,12,1,0,1,3,108,0,0,1,3,6
"POLA1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,25,0,0,0,0,0
"CXorf21",6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,1,0
"GK",8,0,15,1,0,0,0,4,2,0,0,0,2,0,9,2,0,0,0,0,261,0,0,0,8,2
"TAB3",1,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,1,0,0,52,0,0,0,0,1
"DMD",0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,1,0,0,0,18,1,0,0,0,0
"TMEM47",0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22
"PRRG1",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2
"LANCL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0
"XK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,1,0,0,0
"CYBB",32,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0
"DYNLT3",17,7,5,3,0,4,3,78,15,4,1,2,6,2,144,43,11,11,5,12,220,2,0,0,6,26
"SRPX",1,0,0,0,0,0,3,171,0,0,0,0,0,0,1,0,3,0,0,0,8,3,0,0,0,53
"RPGR",0,2,0,0,0,0,0,0,1,0,0,1,0,0,7,4,0,1,1,1,63,0,0,0,0,12
"OTC",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0
"TSPAN7",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,639,0,0,0,1,222
"MID1IP1",24,3,10,3,0,0,1,71,12,1,1,0,8,0,56,38,4,5,0,10,379,0,0,3,0,14
"BCOR",1,0,0,2,0,0,1,5,1,1,0,0,1,0,3,4,0,3,0,4,38,0,1,0,0,3
"ATP6AP2",123,7,36,10,1,0,8,249,41,5,1,3,9,1,146,76,25,16,2,36,712,1,0,3,19,77
"CXorf38",8,0,1,0,0,0,0,7,1,0,1,0,0,0,7,6,0,0,0,3,73,0,0,0,0,0
"MED14",2,1,0,0,0,0,0,5,0,0,1,0,0,0,3,2,1,1,0,0,118,0,0,1,0,4
"USP9X",4,0,4,1,0,0,0,14,3,0,0,0,2,1,9,5,0,1,1,2,243,0,0,0,1,4
"DDX3X",10,4,10,2,1,0,1,25,7,1,2,1,5,0,73,32,1,11,2,9,323,0,2,2,9,40
"CASK",1,1,0,1,0,0,1,7,0,0,0,0,0,0,2,0,0,0,0,0,203,2,0,0,1,0
"GPR34",59,0,10,6,0,0,0,0,10,1,0,0,13,0,12,22,0,0,0,5,1,0,0,0,1,0
"GPR82",5,1,2,4,1,0,0,0,4,0,1,1,0,0,11,15,0,1,0,2,12,0,0,0,1,0
"MAOA",0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,2,2140,0,0,0,0,10
"MAOB",0,0,0,0,0,0,0,1,0,0,0,0,47,0,0,0,0,0,0,0,32,0,0,0,0,3
"EFHC2",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,37,0,0,0,0,0
"FUNDC1",13,4,4,2,0,0,3,59,5,0,0,0,1,0,19,11,2,0,0,3,294,0,1,1,3,16
"DUSP21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"KDM6A",0,0,1,0,0,0,0,6,0,0,0,0,1,0,4,2,0,0,0,0,42,0,0,0,1,0
"CXorf36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
"KRBOX4",2,0,2,0,0,0,0,18,4,1,0,1,1,0,7,9,1,0,0,1,44,1,0,0,1,11
"ZNF674",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ZNF674-AS1",0,0,5,0,0,0,0,1,1,0,0,0,0,0,3,2,0,1,1,2,16,0,1,0,0,1
"CHST7",4,1,4,0,0,0,1,6,1,0,0,0,0,0,7,4,1,0,0,0,13,1,0,0,2,23
"RP2",10,0,3,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,56,0,0,0,0,2
"NDUFB11",277,28,85,37,4,4,6,401,71,7,2,6,21,5,319,158,26,28,10,51,10012,8,28,16,38,145
"RBM10",8,0,0,0,1,0,1,17,6,0,0,0,0,0,12,12,0,1,1,3,479,0,3,1,3,15
"UBA1",26,4,8,1,0,0,1,50,7,0,0,1,0,0,23,5,2,2,2,8,1057,0,1,2,0,16
"CDK16",11,1,1,0,0,1,0,25,4,1,0,0,0,0,4,2,1,1,0,0,502,1,0,0,2,12
"USP11",8,6,9,3,0,0,4,41,9,0,1,1,4,0,33,22,2,1,1,9,114,1,0,2,4,7
"ZNF41",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,21,0,0,0,0,0
"ARAF",7,4,3,0,0,1,0,30,8,0,0,0,3,0,36,11,5,2,0,7,501,1,2,2,4,12
"TIMP1",374,9,289,33,0,3,18,2234,43,1,1,2,45,0,204,75,81,14,4,41,125,25,19,5,16,355
"CFP",8,0,67,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,4
"ELK1",5,0,3,0,1,0,0,11,2,0,0,0,1,0,12,5,1,2,1,5,108,0,0,2,1,3
"UXT",111,19,45,15,3,1,2,194,51,4,5,6,14,7,254,133,18,22,9,42,4566,5,11,10,26,72
"ZNF81",1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,38,0,0,0,0,0
"ZNF182",0,1,1,0,0,0,0,3,2,0,0,0,0,0,2,1,1,0,0,1,26,0,0,0,0,3
"ZNF630",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0
"SLC38A5",0,0,0,0,0,0,0,4,3,0,0,0,0,0,14,9,0,1,3,4,312,0,6,0,1,0
"FTSJ1",10,1,3,3,0,0,0,18,8,0,1,0,3,0,14,10,2,0,1,7,128,0,4,1,1,14
"PORCN",2,0,0,1,0,0,0,4,2,0,0,0,0,1,6,3,1,0,0,3,22,1,0,1,0,2
"EBP",45,8,10,3,1,0,0,13,21,0,3,1,5,1,59,43,3,4,5,20,2304,0,4,2,4,26
"TBC1D25",2,1,0,3,0,0,0,5,3,0,1,0,0,0,16,8,4,1,0,3,56,1,0,0,1,2
"RBM3",107,27,66,24,5,3,8,303,75,11,7,9,19,7,287,160,25,21,10,46,4535,3,19,9,25,121
"WDR13",10,3,7,1,0,0,2,75,7,0,0,0,2,2,18,10,8,2,2,7,954,2,2,0,4,34
"WAS",44,8,29,16,1,4,0,0,31,1,4,3,2,3,133,79,0,16,8,22,8,0,1,1,9,0
"SUV39H1",2,0,0,0,0,0,0,6,0,0,0,0,0,0,3,2,0,0,0,0,61,0,0,0,1,2
"GLOD5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0
"HDAC6",4,0,1,0,0,0,0,12,0,0,0,0,2,0,2,1,0,0,0,1,189,1,0,0,0,4
"PCSK1N",0,0,0,0,0,0,4,12,0,0,0,0,0,0,3,2,0,0,0,1,400,0,1,0,0,0
"TIMM17B",26,13,17,8,4,4,1,98,19,0,0,3,5,2,67,49,13,3,2,14,1562,2,4,3,4,34
"PQBP1",33,5,16,4,0,3,0,141,16,2,3,1,6,2,91,32,7,9,1,9,1235,1,6,2,7,65
"SLC35A2",10,0,2,1,0,0,0,18,5,0,0,2,0,0,6,4,3,1,0,0,216,0,1,1,4,9
"PIM2",5,4,3,3,6,2,2,10,13,2,4,0,3,1,51,22,0,7,4,10,41,0,21,0,20,7
"OTUD5",8,0,2,0,0,0,0,16,4,0,0,1,0,0,7,0,1,2,0,3,274,1,3,0,0,5
"GRIPAP1",5,3,5,3,0,0,0,12,3,0,0,0,1,0,8,11,1,2,0,2,155,0,0,1,1,8
"TFE3",12,0,2,1,0,0,0,23,1,0,0,0,0,0,6,4,4,0,0,2,99,0,0,0,0,3
"CCDC120",1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,40,0,0,0,0,4
"PRAF2",4,2,0,5,0,2,0,123,13,0,3,1,3,1,51,29,6,1,2,17,27,0,0,0,5,55
"WDR45",23,3,8,3,2,1,1,115,15,1,5,1,5,0,34,32,7,6,2,11,533,1,7,0,6,28
"GPKOW",7,3,1,2,0,1,2,16,5,0,0,0,1,0,19,9,2,2,0,3,303,1,0,1,1,9
"MAGIX",2,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,292,0,0,0,0,2
"PLP2",20,17,6,19,5,4,3,117,55,5,4,4,23,2,226,137,25,28,10,55,4676,0,15,17,30,33
"PRICKLE3",4,0,1,1,0,0,0,11,0,1,0,0,0,0,2,1,1,0,0,2,79,0,0,0,0,7
"SYP",0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,3
