"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NKT cells","Normal Epithelial cells","Regulatory CD4 Tcells","Vascular ECs"
"ARHGAP22",6,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0
"VSTM4",0,0,0,0,76,0,0,0,1,0,1,0,0,1,0,1
"C10orf128",6,0,5,0,16,1,2,2,9,0,0,0,0,0,2,27
"ERCC6",2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"PARG",0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0
"AGAP6",1,0,1,0,3,0,0,0,0,3,0,0,0,7,0,3
"FAM21A",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"SGMS1",2,0,3,0,3,2,0,1,0,0,0,0,0,3,1,1
"ASAH2B",0,0,0,0,5,0,0,0,1,4,0,1,0,0,0,0
"A1CF",0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
"PRKG1",0,0,0,0,33,0,0,1,0,0,0,0,0,2,0,1
"CSTF2T",0,0,2,1,19,0,1,0,2,0,2,0,0,27,0,5
"ZWINT",8,0,1,0,12,0,0,0,0,0,0,0,0,101,0,0
"IPMK",0,0,1,0,4,0,0,0,0,0,0,0,0,8,0,0
"CISD1",13,0,10,1,118,1,0,0,13,0,3,3,4,253,1,32
"UBE2D1",26,1,14,3,66,0,1,0,3,2,5,3,0,53,2,12
"TFAM",2,4,3,1,30,1,0,0,2,0,3,0,0,79,5,3
"BICC1",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"FAM13C",0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,7
"RP11-135D11.2",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"SLC16A9",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"CCDC6",0,0,0,0,13,0,0,0,0,0,0,0,0,24,0,2
"ANK3",1,0,0,2,15,0,0,0,2,0,0,0,0,30,0,0
"CDK1",19,0,0,1,9,1,0,0,0,0,0,0,0,47,0,13
"RHOBTB1",3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,2
"ARID5B",2,0,2,0,220,0,0,6,0,0,11,4,0,45,0,78
"ADO",1,0,0,0,8,1,0,0,0,1,0,0,0,5,0,1
"EGR2",4,0,12,1,3,1,1,0,9,2,0,0,0,2,0,8
"NRBF2",7,0,5,0,41,2,0,0,7,0,1,7,2,35,0,5
"JMJD1C",10,2,0,0,30,0,0,0,5,5,0,4,0,21,0,3
"REEP3",18,0,5,0,42,1,0,1,2,0,4,2,3,45,3,15
"DNAJC12",2,0,0,0,3,0,0,0,0,0,0,0,0,30,0,15
"SIRT1",2,2,0,0,4,0,0,0,1,0,0,0,0,0,0,3
"HERC4",0,2,4,1,26,0,0,0,5,0,1,0,0,15,0,1
"PBLD",0,0,1,0,4,0,0,0,0,0,0,0,0,73,0,2
"HNRNPH3",22,2,9,6,91,1,1,0,10,2,9,1,0,209,0,32
"RUFY2",0,0,0,0,12,0,0,0,0,0,0,1,0,8,0,0
"SLC25A16",6,0,0,1,4,1,1,0,0,0,0,0,0,9,4,0
"TET1",0,0,0,0,11,0,0,0,1,0,0,1,0,0,0,0
"CCAR1",4,1,0,0,48,0,0,0,3,1,0,2,0,60,0,11
"STOX1",0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1
"DDX50",3,0,3,0,47,6,0,0,3,0,0,1,0,46,2,5
"DDX21",22,2,15,1,41,0,0,2,5,1,3,1,0,91,1,22
"SRGN",302,42,290,4,27,90,109,17,246,63,2,71,22,2,34,450
"VPS26A",4,0,9,15,97,3,4,0,4,1,1,2,2,60,2,12
"SUPV3L1",0,0,0,1,25,0,0,0,2,1,0,2,1,28,0,1
"HKDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"HK1",14,0,3,0,17,0,0,0,3,0,0,1,1,24,0,2
"TSPAN15",13,0,10,24,12,0,0,0,2,0,10,1,0,162,0,31
"C10orf35",0,0,0,3,0,0,0,0,24,0,0,0,0,18,1,0
"COL13A1",0,0,0,0,84,0,0,0,0,0,3,0,0,0,0,0
"H2AFY2",2,0,0,0,47,0,0,0,7,2,0,2,0,45,0,3
"AIFM2",3,1,1,0,23,1,0,1,2,0,0,0,0,38,0,1
"TYSND1",1,1,9,0,24,0,0,0,4,0,0,4,0,39,1,2
"SAR1A",11,0,2,4,75,1,0,0,3,3,4,2,1,65,3,15
"PPA1",35,2,59,8,309,8,1,2,48,8,4,10,1,657,1,282
"NPFFR1",0,0,0,0,2,0,0,0,1,0,0,0,1,3,0,0
"EIF4EBP2",7,3,7,2,46,0,0,0,7,4,4,3,0,54,0,10
"PRF1",0,2,0,0,1,20,0,0,1,11,0,5,3,0,0,0
"ADAMTS14",0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0
"SGPL1",19,0,1,0,3,0,0,1,0,0,0,0,0,28,0,0
"PCBD1",55,1,10,2,145,0,5,1,12,0,1,1,0,522,0,26
"UNC5B",2,0,2,0,32,0,1,0,0,0,0,0,0,15,0,9
"SLC29A3",0,0,0,0,13,0,0,0,7,0,0,0,0,4,0,0
"CDH23",2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3
"C10orf54",38,2,30,10,99,2,3,3,17,6,1,7,0,44,3,88
"PSAP",932,1,145,57,676,8,24,1,19,5,34,5,1,329,6,137
"SPOCK2",0,6,0,0,1,0,0,2,28,6,0,6,3,0,2,3
"ASCC1",2,1,3,0,31,1,0,0,2,0,0,2,0,10,0,13
"ANAPC16",37,17,19,4,468,18,11,7,79,9,16,25,10,393,7,140
"DDIT4",21,14,15,7,182,10,21,2,127,15,5,45,5,24,8,59
"DNAJB12",18,1,3,5,62,1,2,2,3,0,0,4,0,47,0,9
"MICU1",1,0,2,2,35,0,0,0,0,0,5,0,0,33,1,2
"MCU",2,1,0,0,3,0,2,0,0,0,0,0,0,75,0,1
"P4HA1",3,2,0,1,40,0,1,3,3,0,1,3,0,1,0,9
"NUDT13",0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1
"ECD",4,0,1,2,15,0,0,0,2,0,3,1,0,25,0,5
"FAM149B1",0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,2
"DNAJC9",12,2,5,2,45,1,2,2,6,0,1,5,0,77,1,9
"MRPS16",27,2,14,2,133,1,0,0,4,2,11,2,0,300,1,34
"RP11-152N13.5",0,0,0,0,21,0,1,0,0,0,0,0,0,4,0,3
"ANXA7",18,4,9,15,191,4,5,1,14,6,16,3,4,171,3,67
"PPP3CB",0,0,2,0,17,0,2,0,3,0,0,0,2,11,0,1
"USP54",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"SYNPO2L",0,1,0,1,4,0,0,0,0,0,0,0,0,1,1,1
"SEC24C",5,1,0,0,34,1,0,0,1,1,2,0,0,26,0,7
"FUT11",0,0,0,0,25,0,0,0,1,0,0,1,0,2,0,4
"CHCHD1",41,3,2,2,75,4,0,3,9,6,5,1,0,228,1,31
"ZSWIM8",1,3,0,0,11,0,1,1,2,0,2,0,0,20,0,1
"NDST2",3,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0
"CAMK2G",2,0,3,2,8,0,0,0,0,4,7,0,0,35,0,5
"PLAU",20,0,1,0,309,0,0,0,0,0,34,0,0,0,0,28
"VCL",1,0,0,4,35,0,0,0,3,0,2,0,0,15,0,6
"AP3M1",7,0,1,2,13,0,4,0,3,0,0,0,0,10,0,4
"ADK",10,1,6,2,27,1,2,0,5,0,0,0,0,66,2,10
"KAT6B",0,0,0,0,19,0,0,0,0,3,1,0,0,7,0,3
"SAMD8",1,0,1,0,13,0,0,0,0,0,0,0,0,4,0,2
"VDAC2",76,4,28,13,304,13,7,6,33,1,17,11,2,787,11,58
"COMTD1",7,0,4,2,16,0,0,0,13,0,2,3,1,244,2,11
"ZNF503",4,0,4,2,98,0,0,0,0,0,4,0,0,2,0,12
"ZNF503-AS2",0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,4
"C10orf11",11,0,1,9,29,0,4,0,1,0,1,0,0,21,0,20
"KCNMA1",15,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0
"DLG5",0,0,0,0,4,0,0,0,0,0,2,0,0,18,0,0
"POLR3A",0,0,0,0,7,1,0,0,0,0,1,0,1,17,0,0
"RPS24",345,31,265,56,2401,50,83,57,288,72,53,120,26,5380,30,379
"ZMIZ1",4,0,0,1,14,0,2,1,2,0,2,0,0,16,1,0
"PPIF",12,0,22,1,22,0,0,0,3,4,1,1,0,116,0,2
"ZCCHC24",3,0,0,1,48,0,0,0,0,0,2,0,0,0,0,5
"EIF5AL1",16,2,10,3,63,5,0,2,14,4,1,5,0,139,0,21
"RP11-506M13.3",0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1
"RP11-182L21.6",1,0,1,2,41,0,1,0,0,0,0,0,0,6,0,3
"TMEM254",1,0,0,0,12,0,0,0,2,2,0,0,0,35,0,1
"PLAC9",2,0,1,12,493,0,0,0,0,0,12,0,0,0,0,3
"ANXA11",47,0,20,6,217,7,10,3,20,2,3,11,2,358,6,67
"FAM213A",24,0,0,6,44,0,1,0,1,0,0,0,0,240,0,190
"TSPAN14",5,0,1,1,7,0,2,0,7,0,4,2,1,41,1,20
"GHITM",64,8,18,22,312,6,9,11,34,3,18,4,4,808,5,78
"C10orf99",0,0,0,1,1,0,1,0,0,0,0,0,0,1133,0,0
"CDHR1",0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0
"CCSER2",2,0,2,15,36,1,0,3,5,0,3,0,0,18,0,11
"BMPR1A",2,0,0,2,16,0,5,0,1,0,0,0,0,8,0,0
"MMRN2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30
"SNCG",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,79
"ADIRF",0,0,1,34,901,0,0,0,1,0,44,0,0,1063,0,231
"GLUD1",10,2,2,6,93,1,5,0,8,4,6,1,1,47,3,18
"FAM35A",1,0,0,1,12,0,2,0,0,0,1,0,0,17,0,2
"NUTM2A-AS1",8,1,4,3,39,4,5,0,2,0,5,2,0,32,0,10
"LINC00863",1,0,3,1,9,0,1,0,0,0,0,0,0,4,0,2
"MINPP1",2,0,0,1,23,0,2,0,0,0,1,0,0,14,0,4
"PAPSS2",3,0,0,0,12,0,0,0,0,0,0,0,0,124,0,0
"ATAD1",3,0,1,2,53,0,0,0,12,1,2,4,0,17,1,6
"PTEN",1,0,8,1,44,1,0,1,6,0,0,0,1,33,0,3
"RNLS",1,1,0,0,8,0,0,0,0,0,0,0,1,26,0,0
"ANKRD22",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
"STAMBPL1",1,0,0,0,16,1,0,0,0,1,0,1,0,17,0,0
"ACTA2",1,0,1,3,412,0,0,0,1,0,281,0,0,9,0,27
"FAS",0,2,2,0,40,0,0,0,5,3,0,6,0,27,1,5
"CH25H",1,0,2,0,71,0,0,0,2,0,2,0,0,0,0,0
"LIPA",84,1,10,1,64,1,4,0,6,2,36,3,1,7,0,41
"IFIT2",0,0,0,0,11,0,0,0,2,0,0,3,0,3,0,4
"IFIT3",0,1,0,13,21,0,1,0,1,0,0,0,0,3,0,15
"IFIT1",0,0,4,10,169,0,1,0,1,0,1,0,0,3,0,29
"IFIT5",2,0,0,3,37,0,0,0,1,0,0,0,0,6,0,7
"PANK1",0,0,0,0,3,0,0,0,0,0,0,0,0,53,0,0
"KIF20B",1,0,0,0,9,1,0,0,0,0,0,1,0,15,2,1
"LINC00865",0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0
"RPP30",11,1,3,3,63,2,0,0,6,1,0,0,3,67,0,21
"PCGF5",11,1,1,1,22,0,0,2,4,1,4,2,0,80,0,8
"HECTD2",0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0
"PPP1R3C",3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"TNKS2",0,0,0,0,7,0,0,0,1,0,0,0,0,7,0,0
"FGFBP3",0,0,0,0,4,0,0,0,4,0,0,0,0,9,0,3
"BTAF1",1,0,0,1,5,0,0,0,0,0,0,0,0,8,0,0
"CPEB3",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"MARCH5",7,0,1,2,33,0,0,3,5,2,0,2,0,42,2,6
"IDE",7,0,1,2,1,0,0,0,0,1,0,0,0,8,0,1
"KIF11",1,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0
"HHEX",9,0,20,0,4,1,3,2,0,0,1,0,0,0,0,98
"EXOC6",6,0,0,1,5,0,0,1,1,1,0,0,0,22,0,5
"MYOF",1,0,0,0,16,0,0,0,0,0,0,0,0,24,0,2
"FFAR4",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
"RBP4",0,0,0,0,66,0,0,0,0,0,0,0,0,4,0,1
"FRA10AC1",5,0,4,3,114,0,2,0,6,2,9,2,0,59,2,28
"SLC35G1",0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,6
"PLCE1",0,0,0,1,8,0,0,0,0,0,0,0,0,45,0,1
"NOC3L",1,0,0,0,10,1,0,3,0,0,6,1,1,8,0,1
"TBC1D12",6,0,0,0,23,0,0,0,0,0,0,0,0,11,0,0
"HELLS",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"CYP2C18",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"PDLIM1",0,1,1,7,459,5,0,4,1,0,7,0,0,734,0,176
"ALDH18A1",1,0,0,0,11,0,0,0,0,3,0,1,0,59,0,6
"TCTN3",2,0,3,5,72,0,1,0,1,0,3,0,0,31,0,6
"ENTPD1",18,0,15,1,65,3,0,0,0,0,0,0,0,1,0,26
"ENTPD1-AS1",0,0,0,0,4,0,0,0,0,0,1,1,0,6,0,1
"ZNF518A",2,0,6,0,29,0,3,1,2,0,0,0,0,27,0,0
"BLNK",3,0,3,0,11,0,0,4,0,0,0,0,0,41,0,0
"TM9SF3",11,1,0,1,46,1,0,0,3,0,3,0,0,109,0,6
"PIK3AP1",4,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
"LCOR",2,0,0,0,2,0,1,0,2,0,0,0,0,17,0,3
"RP11-175O19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"ARHGAP19",0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0
"FRAT2",2,0,5,0,5,0,0,0,0,0,0,0,1,64,2,2
"RRP12",2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"PGAM1",37,4,13,9,310,5,3,6,44,3,9,6,4,261,6,56
"EXOSC1",22,1,9,4,86,1,1,0,16,3,6,7,2,81,0,27
"ZDHHC16",10,0,0,4,33,1,2,3,2,0,1,0,0,41,0,3
"MMS19",2,0,0,0,5,0,0,2,2,0,1,0,0,29,0,0
"UBTD1",3,0,0,1,15,0,0,0,0,0,1,1,0,0,1,5
"PI4K2A",3,0,1,0,8,0,0,0,3,0,0,0,0,1,0,0
"AVPI1",2,1,3,13,13,0,0,0,5,1,0,1,1,88,0,7
"MARVELD1",0,0,0,3,26,0,0,0,0,0,2,0,0,34,0,4
"ZFYVE27",0,0,0,0,14,1,2,0,1,0,0,0,1,33,0,1
"R3HCC1L",1,0,0,0,2,0,0,0,0,0,0,1,0,13,0,4
"LOXL4",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"PYROXD2",1,0,0,0,9,0,0,0,2,0,0,0,0,11,0,3
"HPS1",35,0,16,1,52,0,0,0,6,3,0,1,0,53,0,5
"CNNM1",0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,1
"GOT1",5,1,3,2,35,1,1,0,0,0,1,1,0,231,0,15
"NKX2-3",0,0,0,0,115,0,0,0,0,0,7,0,0,0,0,74
"SLC25A28",0,0,1,0,6,0,0,0,0,0,0,7,0,25,0,2
"RP11-85A1.3",0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1
"CUTC",6,0,1,1,91,1,2,0,7,0,3,2,0,33,0,26
"COX15",6,0,2,1,15,0,0,0,3,0,0,2,2,31,0,3
"DNMBP",0,0,0,0,6,0,0,0,0,0,0,0,0,20,0,3
"DNMBP-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"ERLIN1",2,0,0,0,22,0,0,0,0,0,0,0,0,44,0,1
"CHUK",0,0,1,0,8,0,0,0,0,0,0,0,0,10,0,1
"CWF19L1",1,0,0,0,18,0,1,2,5,0,0,0,0,14,0,1
"BLOC1S2",58,3,15,3,84,4,0,4,16,5,0,8,1,51,5,24
"PKD2L1",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCD",5,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0
"SEC31B",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"NDUFB8",131,16,24,16,382,14,11,13,50,21,22,35,4,1149,3,89
"HIF1AN",2,0,2,2,33,0,0,1,4,0,0,0,0,18,0,2
"RP11-179B2.2",0,0,0,0,17,0,0,0,0,0,2,0,1,10,0,0
"MRPL43",15,2,5,4,181,2,7,0,19,2,6,2,4,185,2,33
"SEMA4G",0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0
"C10orf2",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"LZTS2",2,0,2,0,20,0,0,0,1,0,1,0,0,19,0,4
"SFXN3",4,2,2,3,45,0,1,0,3,1,4,0,2,1,0,1
"KAZALD1",0,0,0,0,16,0,0,0,0,0,1,0,0,22,0,0
"BTRC",0,0,0,0,4,0,0,0,0,0,1,0,0,6,1,5
"DPCD",9,0,2,4,79,0,1,0,0,0,2,0,0,66,0,7
"POLL",1,0,3,1,21,1,0,0,0,0,2,0,0,28,0,4
"FBXW4",0,0,0,0,10,0,0,0,2,1,0,0,0,26,0,0
"NPM3",24,1,3,0,101,1,4,1,8,1,1,2,0,144,3,8
"MGEA5",0,0,0,0,34,2,0,2,2,3,0,2,1,44,0,11
"C10orf76",5,0,1,0,3,0,0,0,1,0,2,0,0,8,0,4
"HPS6",1,0,1,0,6,0,0,0,0,0,0,0,0,16,0,2
"LDB1",0,1,0,0,12,0,0,0,1,0,0,0,0,4,0,2
"PPRC1",0,0,0,2,4,0,0,0,0,0,0,0,0,6,0,5
"NOLC1",1,0,3,0,23,0,0,0,6,0,2,2,0,44,0,10
"GBF1",0,0,0,0,17,0,0,0,1,0,0,0,0,27,0,0
"NFKB2",4,0,2,0,15,0,0,0,6,1,0,1,0,8,0,9
"PSD",0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0
"FBXL15",17,3,11,2,70,3,2,7,13,1,1,2,0,142,2,33
"CUEDC2",29,0,7,4,185,3,4,2,9,3,6,3,0,114,0,39
"ACTR1A",8,1,4,3,48,6,0,0,14,1,1,0,0,57,0,15
"SUFU",2,0,0,0,15,0,1,0,0,1,1,0,0,5,0,1
"TRIM8",10,1,2,2,23,0,0,0,6,0,0,2,0,42,0,23
"ARL3",23,0,3,7,200,0,0,0,5,0,6,0,0,55,0,43
"SFXN2",0,0,0,1,2,0,0,0,0,0,1,0,0,12,0,0
"WBP1L",9,0,0,0,13,0,2,0,0,0,2,0,0,32,1,9
"CNNM2",1,0,1,1,0,0,1,0,0,0,2,0,0,7,0,1
"NT5C2",4,0,0,0,13,1,0,1,1,0,0,0,0,28,0,6
"PCGF6",0,0,2,1,27,0,0,0,1,1,1,0,0,5,0,3
"TAF5",5,0,0,0,3,0,0,0,0,0,0,0,0,8,0,1
"USMG5",43,2,21,2,137,7,4,4,28,7,6,4,0,688,3,33
"PDCD11",1,0,2,0,2,0,1,0,1,2,1,0,0,25,0,4
"CALHM2",5,0,2,1,62,0,0,1,2,1,2,1,0,0,1,18
"SH3PXD2A",7,0,0,1,46,0,2,0,0,0,6,0,0,32,0,5
"OBFC1",1,3,3,0,27,4,2,0,20,1,2,6,1,43,4,8
"SLK",2,0,0,0,14,1,0,0,2,0,0,0,0,8,1,6
"COL17A1",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
"SFR1",4,0,1,3,36,0,3,0,4,0,2,1,2,12,0,6
"GSTO1",108,3,35,25,346,10,3,3,29,8,8,11,0,475,12,75
"GSTO2",0,0,0,0,2,0,0,0,0,0,0,0,0,95,0,0
"ITPRIP",2,1,0,0,3,0,0,0,1,0,0,1,0,0,0,2
"XPNPEP1",11,0,0,2,44,1,4,0,0,1,1,0,0,48,0,2
"ADD3",0,0,4,7,109,0,1,1,8,0,1,2,1,84,1,3
"MXI1",5,0,0,0,15,0,0,0,2,0,3,0,0,27,0,9
"SMNDC1",3,0,3,0,34,2,1,0,6,0,4,1,0,16,0,7
"DUSP5",1,0,4,0,6,2,0,1,1,0,0,5,0,0,1,14
"SMC3",7,1,1,0,85,1,0,0,19,1,4,3,0,75,1,21
"PDCD4-AS1",4,0,2,0,23,0,0,0,2,1,0,2,0,22,3,1
"PDCD4",4,5,7,0,38,5,1,1,16,9,3,5,4,204,3,18
"BBIP1",4,0,0,4,46,0,0,0,6,0,6,3,0,10,0,7
"SHOC2",0,0,0,0,12,0,1,0,4,1,0,1,2,15,2,8
"GPAM",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ACSL5",0,0,3,0,16,1,1,0,2,0,0,0,0,180,1,4
"ZDHHC6",15,2,1,3,39,5,0,0,5,2,0,1,0,34,0,11
"VTI1A",2,0,0,0,13,1,0,1,0,1,0,0,0,15,0,2
"TCF7L2",0,0,0,0,41,0,0,0,0,0,0,0,0,41,0,8
"CASP7",3,0,0,3,56,0,2,0,1,1,2,1,1,124,0,10
"NHLRC2",0,0,0,0,8,0,0,0,0,0,1,1,0,5,1,0
"AFAP1L2",0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"ABLIM1",0,0,1,0,0,0,0,0,2,0,0,1,0,56,0,2
"FAM160B1",1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0
"TRUB1",2,0,0,0,8,0,0,0,1,0,0,0,2,7,0,2
"GFRA1",0,0,0,5,26,0,0,0,0,0,1,0,0,0,0,1
"SLC18A2",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"PDZD8",2,0,1,1,4,0,0,0,0,0,0,0,0,26,0,5
"RAB11FIP2",1,0,1,0,9,0,0,0,0,0,0,0,0,1,0,0
"FAM204A",6,4,5,0,93,0,1,0,6,4,9,5,0,84,0,30
"CACUL1",6,0,2,10,26,2,2,0,0,4,0,2,0,45,0,4
"EIF3A",26,0,6,0,56,3,0,0,13,1,2,0,1,164,1,15
"FAM45A",9,2,1,2,41,0,1,3,2,0,0,0,0,91,0,6
"SFXN4",4,0,5,1,28,0,0,0,0,0,2,1,0,103,0,3
"PRDX3",50,0,12,6,179,3,9,13,22,4,4,2,0,532,1,38
"GRK5",4,0,0,1,127,0,0,0,0,0,2,0,0,0,0,28
"RGS10",360,11,104,4,831,3,26,1,69,8,57,17,3,59,10,2
"TIAL1",14,0,4,2,56,0,1,0,5,2,6,7,1,55,2,20
"BAG3",4,0,4,1,24,0,0,0,3,0,1,1,0,35,0,23
"INPP5F",1,0,0,0,3,0,0,0,0,0,0,2,0,17,0,1
"MCMBP",7,0,6,0,39,1,1,0,3,0,2,1,0,37,1,5
"SEC23IP",0,0,5,2,9,2,0,1,2,0,0,1,0,7,0,1
"WDR11-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"WDR11",1,0,0,0,11,0,0,0,0,0,1,0,0,23,0,1
"FGFR2",0,0,0,0,23,1,0,0,0,0,0,0,0,4,0,1
"ATE1",2,0,0,1,23,0,0,0,2,0,2,0,0,11,0,3
"NSMCE4A",12,1,7,4,72,1,1,0,5,1,4,1,1,121,1,20
"TACC2",0,0,0,0,8,0,0,0,0,0,2,0,0,47,0,3
"PLEKHA1",3,0,0,1,16,5,0,0,5,0,0,4,0,20,1,11
"HTRA1",0,0,0,3,139,0,0,0,0,0,5,0,0,0,0,75
"DMBT1",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"FAM24B",2,0,0,1,4,0,0,0,1,0,0,0,0,13,0,0
"C10orf88",0,0,1,2,4,0,0,1,0,0,0,0,0,5,0,3
"PSTK",3,0,0,0,8,1,1,0,4,0,0,0,0,8,0,3
"IKZF5",1,0,0,2,9,0,2,1,0,1,0,1,0,7,0,1
"ACADSB",1,0,0,0,19,1,0,0,2,1,0,2,0,30,0,2
"BUB3",42,2,5,4,131,13,6,3,38,12,3,11,2,159,9,28
"CHST15",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6
"OAT",17,0,2,9,181,1,3,0,12,0,14,2,1,124,1,35
"LHPP",6,0,8,13,16,0,0,0,1,0,2,0,0,35,0,3
"FAM53B",2,1,0,0,1,0,0,0,0,1,0,0,0,24,0,1
"METTL10",2,0,3,1,56,1,2,4,4,2,1,0,0,73,3,13
"FAM175B",2,1,0,0,17,1,0,0,2,0,0,0,0,15,0,6
"ZRANB1",3,0,0,4,10,0,1,1,0,1,3,0,0,7,0,1
"CTBP2",1,0,2,2,40,0,0,0,0,0,0,0,1,79,0,9
"UROS",14,0,11,0,66,5,3,1,5,0,5,1,0,77,0,6
"BCCIP",10,0,4,3,50,0,1,1,8,4,1,3,0,84,0,3
"DHX32",2,0,0,0,15,0,0,0,0,0,1,0,0,44,0,1
"FANK1",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"DOCK1",0,0,0,1,6,0,0,0,0,0,1,0,0,15,0,5
"CLRN3",0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0
"PTPRE",20,0,9,0,35,1,0,0,4,2,0,0,0,14,0,4
"MKI67",10,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0
"MGMT",30,2,10,1,118,0,1,0,10,0,11,3,1,147,0,37
"GLRX3",14,1,10,2,176,5,1,3,9,5,3,4,0,161,2,27
"PPP2R2D",4,0,1,0,7,0,0,0,2,1,0,1,3,11,0,0
"BNIP3",9,0,2,0,59,0,0,0,3,3,2,1,0,5,0,10
"STK32C",7,0,5,0,9,0,0,0,2,0,2,0,0,22,0,0
"LRRC27",2,0,0,0,11,0,0,0,1,0,0,0,0,4,0,1
"PWWP2B",2,0,1,0,1,2,1,0,0,0,0,0,0,43,0,0
"INPP5A",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"ADAM8",0,0,4,0,0,1,0,0,3,0,0,3,1,1,0,0
"TUBGCP2",3,0,3,0,17,1,1,0,1,0,0,1,0,95,0,1
"ZNF511",12,3,5,7,84,4,4,2,5,3,2,5,0,118,0,12
"PRAP1",1,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0
"FUOM",28,0,5,1,31,2,0,1,1,0,0,1,0,53,0,2
"ECHS1",60,10,14,0,161,10,2,3,16,1,7,3,3,670,0,31
"PAOX",11,0,1,1,10,0,0,0,1,0,0,0,0,3,0,0
"MTG1",1,0,2,1,19,0,0,0,2,0,0,0,0,24,0,1
"KDM5A",5,0,2,1,25,1,0,0,6,5,0,2,0,44,0,6
"CCDC77",0,0,0,1,14,0,0,0,1,0,1,2,0,12,0,3
"B4GALNT3",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
"NINJ2",16,0,12,0,6,0,1,0,0,0,0,1,1,12,2,3
"RP11-218M22.1",1,0,0,0,8,0,0,0,0,0,0,0,1,13,0,2
"WNK1",7,4,5,0,24,0,0,1,4,1,0,2,1,26,1,3
"RAD52",0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1
"ERC1",3,0,0,0,8,0,0,0,0,0,1,0,0,14,0,3
"WNT5B",1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
