"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"DPH7",2,0,4,1,0,4,14,1,1,0,1,0,5,21,5,0,0,1,0,1,1,28,1,16,0,3,9
"ZMYND19",0,0,1,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,1,10,0,3,0,0,0
"ARRDC1",12,9,18,2,3,2,16,5,1,1,1,2,14,41,14,1,1,21,0,0,5,96,0,22,8,6,16
"EHMT1",0,1,4,0,0,0,10,4,0,0,1,0,3,7,2,1,2,0,0,0,0,20,0,10,0,0,6
"BET1L",0,2,2,0,0,1,10,3,1,1,0,0,6,19,2,0,0,4,2,0,1,29,0,13,2,0,2
"RIC8A",6,3,4,1,3,3,31,3,2,2,1,0,16,54,14,4,3,13,0,1,6,56,2,13,5,2,10
"SIRT3",3,2,1,1,1,1,10,3,1,0,0,0,9,16,3,0,0,1,0,0,2,36,1,6,0,3,8
"PSMD13",18,3,16,3,3,7,71,15,5,2,1,2,38,103,26,2,4,24,6,3,10,208,3,58,13,35,47
"RP11-326C3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
"ATHL1",3,2,3,1,1,0,14,0,1,0,2,0,2,22,9,0,0,9,2,0,5,7,0,7,1,2,1
"IFITM2",86,61,159,13,46,22,631,107,69,18,18,14,117,1206,264,16,20,261,25,54,148,70,13,52,36,92,558
"IFITM1",21,30,30,13,27,2,775,53,17,12,7,0,22,479,128,13,4,125,13,16,48,482,10,76,24,55,359
"RP11-326C3.11",0,1,0,0,0,0,6,0,0,0,0,0,2,4,1,0,0,3,1,0,0,0,0,0,0,2,0
"IFITM3",495,3,513,3,5,226,3553,16,2,2,8,10,3,76,20,72,0,15,2,20,9,821,49,13,8,2,1337
"RP11-326C3.12",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1
"PKP3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,181,0,2,0,0,1
"SIGIRR",16,10,14,11,5,7,148,24,9,3,2,3,31,238,43,5,4,52,2,2,16,215,3,54,6,27,71
"ANO9",0,0,0,2,2,0,0,2,1,0,0,0,2,18,3,0,1,4,0,0,3,71,0,1,0,3,1
"PTDSS2",1,0,1,0,0,0,9,1,0,0,0,1,3,2,1,0,0,2,0,0,0,16,0,3,0,0,5
"RP13-317D12.3",0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,10,0,0,1
"RNH1",92,9,72,4,6,18,224,18,14,3,3,5,56,205,46,6,7,44,6,2,22,280,1,121,8,19,131
"HRAS",4,0,0,0,1,1,17,0,0,0,1,0,10,9,5,0,0,2,0,2,1,65,0,5,2,2,11
"LRRC56",0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0,0,1
"RP11-496I9.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RASSF7",3,2,4,0,1,1,0,3,4,1,2,0,7,64,15,0,1,8,1,0,6,221,0,12,7,6,4
"MIR210HG",0,0,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,26,0,1,0,0,0
"PHRF1",1,0,1,0,0,0,6,0,1,0,0,0,0,7,4,0,1,3,0,0,0,22,0,5,1,2,3
"IRF7",14,7,25,3,5,2,44,13,3,6,2,2,30,92,16,0,4,27,3,0,9,45,0,65,13,14,24
"CDHR5",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,210,0,0,0,0,0
"SCT",0,0,0,0,0,2,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEAF1",0,0,2,0,1,1,5,1,1,0,0,0,0,6,1,2,0,4,0,0,2,17,0,2,0,0,5
"EPS8L2",2,1,1,0,0,0,0,7,2,1,8,0,9,38,16,0,0,6,2,2,2,86,0,12,0,1,0
"TMEM80",3,1,7,0,1,1,32,3,0,2,0,1,12,32,8,3,2,4,0,2,5,47,0,19,1,2,11
"TALDO1",104,7,70,5,4,24,129,20,8,8,1,8,38,168,41,5,9,36,4,3,17,703,3,65,28,29,80
"PDDC1",0,0,1,0,0,0,5,1,0,1,0,0,2,5,3,0,1,3,2,0,0,31,0,4,1,1,1
"AP006621.5",0,0,0,0,0,0,6,0,0,1,0,0,0,2,0,0,0,1,0,0,0,25,0,0,0,0,0
"SLC25A22",0,1,0,0,0,0,6,3,0,1,2,0,3,19,2,0,1,5,0,0,2,15,0,4,0,2,2
"RPLP2",703,201,744,95,148,31,1735,314,191,54,67,62,1822,4888,901,46,203,1499,165,74,409,6904,8,1462,184,428,543
"PNPLA2",4,1,5,0,1,3,17,4,5,0,0,1,8,23,7,1,1,11,1,0,4,52,0,32,0,2,20
"CD151",22,4,19,1,2,23,234,6,3,0,3,3,9,43,6,13,1,7,1,3,3,546,2,16,0,7,160
"POLR2L",92,17,35,5,8,14,277,26,11,4,8,3,51,304,84,7,6,67,7,4,27,1011,2,127,18,40,158
"TSPAN4",55,0,8,0,0,3,402,6,0,0,3,7,1,15,1,3,0,2,1,0,1,6,0,7,2,2,157
"RP11-1391J7.1",0,0,0,0,3,0,9,1,0,0,0,0,0,4,0,0,0,2,0,0,1,1,0,2,0,1,4
"CHID1",14,6,10,1,1,6,102,4,2,0,1,0,15,36,10,4,1,10,3,1,2,165,0,77,0,6,32
"AP2A2",9,0,3,0,0,0,18,1,1,1,0,1,1,6,7,0,1,2,0,0,1,65,0,2,0,5,3
"MUC5B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0
"TOLLIP",8,2,8,0,1,2,45,3,4,0,1,1,13,46,7,0,2,10,0,0,1,76,0,21,1,6,18
"TOLLIP-AS1",1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,10,0,0,0,0,1
"MOB2",1,4,5,1,2,6,45,3,2,0,0,4,10,31,10,3,0,3,1,0,3,63,0,21,1,3,35
"DUSP8",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,0,0,0,0,0
"IFITM10",7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,1,7,0,0,1,0,0
"CTSD",818,6,105,10,6,24,458,17,3,3,4,37,14,101,37,3,4,19,1,7,18,410,2,54,7,20,118
"TNNI2",8,0,9,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,6,0,0,0
"LSP1",119,45,215,15,17,0,327,84,16,11,24,0,189,550,149,2,18,115,9,14,50,3,0,194,30,86,1
"MRPL23",69,5,48,4,6,5,146,21,3,2,1,5,29,160,37,8,5,44,7,1,22,967,1,132,25,28,60
"IGF2",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASCL2",21,0,12,0,0,0,22,0,0,0,0,0,0,0,0,3,0,1,0,0,0,79,0,3,0,2,7
"C11orf21",0,0,1,0,0,0,0,0,1,0,0,1,1,8,1,0,0,5,2,2,3,0,0,2,1,0,0
"TSPAN32",0,0,1,0,0,0,4,3,1,0,0,0,0,15,2,0,0,5,1,0,2,0,0,7,0,1,0
"CD81",73,0,23,0,2,4,296,0,2,3,1,0,22,26,4,5,4,4,0,1,1,114,2,16,1,6,54
"TSSC4",8,2,18,1,3,4,61,3,2,4,0,5,29,76,14,2,3,21,2,2,4,107,0,35,3,13,25
"KCNQ1",1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,71,0,5,0,0,2
"KCNQ1OT1",0,1,0,0,0,1,14,1,1,0,2,0,2,18,3,0,0,2,0,0,0,4,0,27,0,2,5
"CDKN1C",0,0,1,0,1,1,50,0,0,0,0,0,1,6,3,1,0,0,0,0,0,1,0,34,0,0,18
"SLC22A18AS",7,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,266,0,0,0,0,1
"SLC22A18",15,1,12,0,0,0,42,1,1,1,0,1,3,13,3,3,0,6,0,0,3,328,0,9,2,1,1
"PHLDA2",25,2,26,1,1,0,41,1,1,0,0,0,0,46,3,0,2,8,0,0,4,162,3,11,0,0,4
"NAP1L4",9,1,7,1,4,2,22,7,0,3,1,2,9,57,22,0,2,14,0,3,10,65,0,21,1,8,12
"CARS",5,0,2,1,0,5,12,3,0,0,0,0,3,21,5,1,0,3,0,0,4,28,0,18,3,0,18
"OSBPL5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,1
"ZNF195",1,1,1,0,1,0,8,1,0,0,0,0,6,21,8,0,2,7,0,0,2,20,0,14,0,2,6
"NUP98",2,2,3,1,0,0,9,2,0,1,0,1,6,14,1,2,0,5,0,0,2,27,0,7,2,8,3
"PGAP2",4,1,2,0,1,2,15,0,1,0,0,0,4,25,8,0,1,5,3,0,0,46,0,8,0,2,4
"RHOG",67,7,91,5,10,3,51,16,9,4,4,11,62,213,47,2,4,68,4,5,31,64,0,12,26,46,28
"AC090587.5",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"STIM1",2,1,1,0,0,1,5,0,0,0,0,0,0,8,0,0,0,2,1,0,2,15,0,6,3,3,7
"RRM1",4,0,3,1,0,1,9,1,4,0,1,0,1,17,0,1,0,3,0,0,1,64,0,4,10,3,3
"TRIM21",2,1,5,1,0,0,8,3,0,0,2,0,3,19,4,1,0,2,0,0,2,13,0,5,1,3,9
"TRIM68",1,0,1,0,0,0,3,0,0,0,0,1,0,2,1,0,0,3,0,0,0,3,0,1,1,1,0
"HBD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"TRIM5",2,0,0,0,0,1,12,0,0,0,0,0,1,5,1,0,0,0,0,0,1,2,0,1,0,2,2
"TRIM22",8,1,11,5,3,1,18,5,2,3,0,0,27,65,8,2,2,15,2,0,5,1,0,10,0,7,10
"RP11-290F24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"FAM160A2",0,0,1,0,0,0,7,2,0,0,1,0,0,25,0,0,0,3,2,0,1,69,0,5,0,5,3
"PRKCDBP",1,0,1,0,0,46,421,0,0,0,0,0,0,1,0,44,0,2,0,0,0,0,3,1,0,0,63
"SMPD1",5,3,9,0,0,1,34,1,2,4,1,1,5,47,11,1,1,7,7,0,10,23,0,13,2,3,12
"APBB1",0,2,0,1,1,2,12,0,0,0,1,0,2,25,3,0,0,5,3,1,2,0,0,0,1,3,1
"TRIM3",1,0,0,0,0,0,4,0,0,1,0,0,0,3,1,0,0,0,0,0,0,14,0,0,1,0,3
"ARFIP2",5,3,4,1,0,0,11,1,0,0,2,1,4,15,4,1,0,5,1,0,3,87,0,24,0,4,8
"TIMM10B",3,3,6,1,1,2,22,7,2,1,1,1,18,44,10,2,1,7,0,0,5,46,1,19,2,6,17
"DNHD1",0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0
"RRP8",3,1,6,0,2,0,7,0,2,0,0,1,4,13,6,0,0,4,0,0,0,32,0,3,0,1,4
"ILK",17,8,17,7,7,3,119,12,1,3,4,5,13,93,21,13,1,12,1,6,14,129,3,12,12,15,43
"TAF10",2,1,5,0,1,0,11,4,0,0,0,0,4,17,5,0,0,4,1,0,1,54,0,15,2,3,5
"TPP1",25,1,19,0,2,1,49,1,1,0,0,0,16,35,6,3,3,4,0,0,5,42,0,19,1,7,16
"DCHS1",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2
"MRPL17",28,3,14,1,0,3,43,8,1,1,1,2,4,48,11,2,0,8,0,0,5,153,0,25,4,3,56
"ZNF215",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0
"OLFML1",0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0
"PPFIBP2",1,0,5,0,0,1,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,29,0,1,0,0,0
"CYB5R2",0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,1,0,0,0
"EIF3F",50,29,82,11,12,10,390,30,30,8,10,10,165,577,110,11,29,167,17,7,39,708,1,250,32,72,91
"RIC3",0,1,0,0,0,0,0,4,0,0,0,0,37,9,7,0,7,15,4,0,1,0,0,33,0,6,1
"TRIM66",1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2
"RPL27A",635,200,829,80,162,38,1876,338,198,77,58,69,1889,4944,867,64,199,1468,161,74,398,7146,11,1643,156,509,529
"ST5",0,0,1,0,0,1,48,0,0,0,0,0,1,0,0,1,0,0,0,0,0,26,1,0,0,0,1
"AKIP1",13,1,8,0,0,1,38,1,0,0,0,4,3,30,4,2,0,9,0,0,1,41,1,5,1,7,15
"TMEM9B",18,13,27,3,7,8,73,11,4,1,4,5,29,157,55,1,12,44,6,2,16,172,0,55,6,22,44
"NRIP3",0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
"SCUBE2",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"DENND5A",0,0,2,0,0,0,6,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,14
"TMEM41B",0,0,1,0,0,3,4,1,0,0,0,1,2,23,2,0,0,4,1,0,1,14,0,10,3,1,0
"IPO7",4,1,1,0,0,1,7,0,0,0,0,0,1,6,0,0,0,2,0,0,0,9,0,6,0,1,1
"ZNF143",1,0,3,2,0,0,3,2,2,1,0,1,8,24,1,0,1,13,0,1,1,8,1,4,0,3,1
"WEE1",0,2,0,0,0,0,2,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,1,0,3,2
"SWAP70",5,0,0,0,0,0,5,0,0,0,0,3,23,2,0,0,1,0,0,0,0,7,0,0,0,2,25
"SBF2-AS1",1,0,1,0,0,0,4,0,0,0,0,0,1,3,0,0,0,1,0,0,0,8,0,2,0,0,0
"SBF2",3,0,1,0,0,0,16,0,0,0,1,0,2,5,2,1,0,3,0,0,0,4,0,2,0,0,3
"ADM",13,0,4,0,3,2,272,0,0,0,1,1,0,9,3,3,0,3,0,0,0,16,1,38,0,3,88
"AMPD3",7,0,1,0,0,0,2,0,0,0,0,0,3,2,0,0,1,1,0,0,0,2,0,0,0,0,0
"MTRNR2L8",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"RNF141",4,0,3,0,0,1,8,2,1,0,1,0,12,18,1,0,0,4,2,0,0,21,2,5,0,2,8
"MRVI1",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"CTR9",1,2,1,0,0,0,10,2,2,0,0,1,7,23,6,0,2,2,0,1,2,21,0,9,1,5,7
"EIF4G2",13,3,17,3,3,3,64,12,8,2,1,6,48,191,29,1,4,29,3,3,14,176,6,73,7,29,44
"ZBED5",1,0,0,0,1,2,11,0,0,0,1,0,10,15,2,1,3,2,0,0,1,21,0,6,0,3,2
"ZBED5-AS1",2,1,5,0,0,2,9,0,1,0,0,0,3,13,2,0,1,4,1,0,0,36,0,8,0,3,2
"GALNT18",0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45
"USP47",0,0,1,0,2,0,7,4,1,1,0,2,2,18,4,1,1,5,0,0,3,25,0,4,0,1,5
"DKK3",1,5,0,0,0,78,211,1,0,0,0,0,0,11,4,1,0,0,0,0,1,0,0,0,0,1,0
"MICAL2",3,2,2,0,0,0,1,0,0,0,0,0,0,5,0,0,0,3,0,0,0,28,0,0,0,4,0
"PARVA",0,0,0,0,0,3,49,0,0,0,0,0,1,2,1,4,0,0,0,0,0,60,0,0,0,0,11
"TEAD1",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ARNTL",0,2,1,1,0,0,4,2,0,5,2,0,0,33,3,0,0,9,1,0,0,8,0,1,0,4,0
"BTBD10",1,1,0,0,0,0,4,2,0,0,0,0,3,20,4,0,1,4,0,0,5,27,0,4,2,0,15
"FAR1",4,0,3,0,1,0,5,0,0,0,0,0,2,9,1,0,0,1,0,0,1,27,0,3,0,0,2
"SPON1",0,1,0,0,0,0,35,1,1,0,0,0,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0
"RRAS2",0,1,0,0,0,1,7,3,0,1,1,0,16,30,7,0,1,8,0,0,2,38,0,7,1,1,3
"COPB1",2,1,4,0,1,0,20,3,2,1,3,2,9,38,7,0,3,3,1,2,1,44,0,22,1,3,16
"PSMA1",23,9,40,6,6,4,108,19,11,3,3,6,34,172,34,5,2,29,3,3,12,261,2,78,33,30,80
"PDE3B",1,0,1,0,0,0,7,1,0,0,0,0,1,10,3,2,0,7,0,0,0,13,0,1,0,1,0
"CYP2R1",0,0,0,2,0,1,5,0,2,0,0,1,10,23,4,0,0,8,3,0,2,16,0,7,2,3,1
"INSC",0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOX6",1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"C11orf58",32,23,52,5,13,16,226,29,16,13,13,17,92,374,76,6,17,95,11,5,30,181,1,157,28,55,82
"PLEKHA7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
"RPS13",361,156,552,48,71,27,1439,207,193,68,56,71,1192,4156,614,30,139,1317,155,39,306,4708,5,1240,99,391,386
"PIK3C2A",2,0,1,0,0,1,5,1,0,0,1,1,3,5,0,0,0,2,0,0,0,12,0,6,0,0,2
"NUCB2",16,7,6,2,3,3,74,18,2,0,3,2,10,109,40,6,1,34,2,2,7,86,1,187,12,9,48
"NCR3LG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"RP1-239B22.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0
"USH1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0
"SERGEF",1,3,3,2,1,0,31,6,1,0,0,0,4,32,6,0,1,6,0,0,7,23,0,10,0,8,2
"SAAL1",7,0,5,0,0,1,6,3,0,1,0,1,2,13,2,0,2,1,0,0,1,57,0,11,2,2,5
"HPS5",3,0,6,1,0,1,3,0,0,0,0,1,2,5,0,0,0,0,0,0,0,3,0,1,0,0,2
"GTF2H1",3,0,4,0,2,0,12,2,0,0,1,0,5,28,3,0,0,7,1,0,1,17,0,8,0,3,5
"LDHA",66,20,69,6,18,12,267,46,31,9,10,16,42,569,114,7,7,129,10,18,54,1022,5,97,118,75,152
"TSG101",13,6,12,1,4,3,59,13,3,3,6,3,20,97,12,1,5,19,2,3,11,168,1,45,8,21,46
"UEVLD",0,0,0,0,2,0,4,0,1,1,1,0,1,16,2,0,0,1,0,0,0,23,0,1,0,2,0
"SPTY2D1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SPTY2D1",2,3,1,0,0,0,4,4,2,0,2,0,1,9,3,0,0,1,0,0,0,14,0,7,3,0,3
"TMEM86A",7,0,4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"IGSF22",1,0,0,0,0,0,2,0,1,0,0,0,1,7,1,0,0,1,0,0,0,6,0,1,0,0,0
"ZDHHC13",0,0,0,0,0,0,5,0,0,0,1,1,3,10,2,0,1,3,0,0,1,44,0,5,1,1,3
"E2F8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"NAV2",0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0
"HTATIP2",25,6,8,3,4,7,83,5,1,1,1,0,13,64,13,4,0,17,2,1,3,283,0,27,2,10,23
"PRMT3",2,0,2,0,0,0,3,0,1,0,0,0,2,3,1,3,1,1,0,0,1,12,0,0,0,0,2
"FANCF",0,0,2,0,3,1,3,2,1,1,1,0,10,11,3,1,0,3,0,0,3,22,0,8,2,1,4
"SVIP",8,12,5,2,3,1,7,7,7,1,2,1,35,201,23,0,5,42,6,3,10,90,0,45,3,17,34
"FIBIN",0,0,0,0,0,13,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC34",6,0,3,0,0,1,4,0,0,0,0,1,5,10,7,1,0,8,0,0,3,162,0,0,5,1,11
"LGR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0
"LIN7C",0,1,1,0,1,0,10,4,0,0,0,0,2,7,4,0,0,7,0,1,0,25,0,5,2,1,5
"BDNF-AS",0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,1
"METTL15",4,0,4,0,2,0,7,2,0,0,1,0,6,20,7,0,1,5,0,2,5,16,0,7,0,4,1
"ARL14EP",9,4,3,0,1,2,20,4,6,1,0,0,17,60,7,4,5,11,2,0,5,17,1,31,3,5,9
"DNAJC24",1,0,2,0,0,0,2,0,0,0,0,0,6,6,0,0,1,2,1,0,1,3,0,3,3,1,1
"IMMP1L",6,0,0,0,2,1,10,0,0,2,1,0,4,37,6,0,1,10,1,1,4,57,0,14,4,4,6
"ELP4",2,2,2,0,1,0,8,1,0,0,0,0,11,18,3,0,0,1,0,0,0,30,1,8,1,3,6
"RCN1",9,0,5,1,0,6,86,0,0,1,0,1,0,16,6,2,0,0,1,0,0,87,0,38,1,0,26
"RP1-17K7.2",9,2,4,0,0,2,28,6,4,3,0,1,14,59,13,5,3,11,3,1,3,89,0,20,3,10,17
"WT1-AS",1,0,0,0,1,1,4,1,0,0,0,0,1,4,1,0,0,1,0,0,0,6,0,143,0,1,1
"EIF3M",30,9,46,3,5,7,124,17,13,5,5,3,95,237,42,5,9,68,11,3,26,335,3,125,23,18,50
"PRRG4",2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,2
"QSER1",0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0,0,1,0
"DEPDC7",0,0,1,0,0,7,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0
"TCP11L1",0,0,0,0,0,1,4,0,0,0,0,0,0,5,0,0,0,0,0,0,2,4,0,5,1,0,4
"CSTF3",1,0,7,0,1,0,9,0,1,0,1,0,4,16,2,0,1,9,1,1,2,46,0,2,3,1,4
"HIPK3",1,0,4,0,0,0,4,1,0,0,0,0,1,5,4,0,0,0,0,0,0,6,0,4,0,1,9
"CD59",79,4,16,1,7,83,193,6,7,2,0,5,14,67,8,7,1,25,0,0,6,543,8,133,11,24,428
"FBXO3",1,0,1,0,0,2,22,1,0,0,0,0,4,19,3,1,2,2,0,1,0,29,0,4,1,2,9
"LMO2",4,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,47
"CAPRIN1",4,2,1,0,1,0,14,0,0,2,1,0,11,26,4,1,1,8,0,1,2,32,1,8,3,3,2
"NAT10",2,0,2,0,0,0,6,1,1,0,0,0,0,4,1,0,0,4,0,0,2,22,0,0,0,0,2
"ABTB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"CAT",22,1,40,1,1,10,87,8,4,0,6,3,32,73,19,3,5,19,0,1,7,391,2,15,1,14,32
"EHF",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,126,0,1,0,0,0
"APIP",11,1,13,1,0,4,24,2,1,1,0,1,11,45,7,2,1,10,0,0,1,80,1,25,4,4,19
"PDHX",2,0,3,0,1,0,4,0,0,0,2,0,2,12,6,0,2,1,0,0,0,50,2,2,3,1,3
"CD44",18,21,19,2,16,14,116,12,14,3,7,21,76,292,44,0,9,75,7,9,17,54,3,110,15,56,4
"PAMR1",0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"TRIM44",3,0,4,0,0,1,8,0,0,0,0,1,10,21,0,0,1,7,0,0,1,8,0,11,1,0,7
"COMMD9",26,1,9,1,2,3,32,3,1,0,0,5,8,39,9,1,2,12,0,0,3,73,0,8,2,3,14
"PRR5L",0,0,1,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,4
"TRAF6",0,0,1,1,0,0,3,2,0,1,0,1,7,27,0,0,1,5,1,0,0,6,0,3,1,0,4
"RAG1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
"C11orf74",5,0,3,0,0,1,31,1,1,1,1,0,0,16,2,0,0,2,0,0,0,18,0,1,0,0,12
"API5",3,2,2,1,0,1,10,1,3,2,0,3,13,39,9,0,1,8,0,2,2,36,0,12,0,2,5
"TTC17",7,1,5,1,1,3,20,0,0,1,3,0,8,37,5,1,0,10,2,0,3,35,0,14,2,4,7
"HSD17B12",7,1,5,1,0,3,26,2,5,1,1,1,14,28,2,1,1,3,0,2,0,82,1,18,0,2,34
"ALKBH3",3,0,4,0,3,0,29,3,1,0,0,0,10,30,11,2,0,7,2,4,2,37,0,8,0,3,7
"C11orf96",0,0,0,0,0,0,143,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,2,0,0,0
"ACCS",4,0,1,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,1,2
"EXT2",0,0,0,0,0,1,27,0,0,1,0,1,1,4,2,2,0,5,0,0,2,36,0,7,0,1,6
"CD82",0,3,0,2,5,2,20,0,3,0,0,9,57,40,3,1,4,8,0,0,4,18,0,6,4,10,9
"TP53I11",3,0,0,0,0,1,25,0,0,0,0,0,3,15,0,2,0,0,0,0,1,82,0,0,1,0,23
"SYT13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"CHST1",0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"SLC35C1",2,0,0,0,2,1,8,2,0,0,0,0,2,15,3,0,0,4,1,0,3,62,0,6,0,1,4
"CRY2",0,1,1,1,1,0,6,0,0,0,0,0,1,6,2,1,0,5,0,0,0,15,0,1,0,0,0
"PEX16",6,4,13,3,1,2,27,10,1,1,0,1,34,67,15,1,5,22,1,1,6,94,1,38,8,13,13
"GYLTL1B",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"PHF21A",7,0,4,0,0,0,16,0,1,0,1,0,0,2,0,1,0,0,0,0,0,6,0,4,0,0,1
