"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"KCTD21-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1
"KCTD21",0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,1,0,44,0,0,0,0,0
"USP35",0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,1
"GAB2",8,0,2,0,0,1,11,0,0,0,2,1,0,0,0,0,0,86,0,1,1,1,0
"NARS2",12,0,5,0,0,1,41,0,1,0,5,10,6,1,5,1,0,173,1,8,7,1,2
"PRCP",47,1,49,0,2,17,312,5,6,4,2,14,6,6,4,1,8,242,0,14,2,2,22
"RAB30",1,1,1,0,0,0,14,1,0,1,3,8,5,1,4,0,0,11,0,30,26,1,1
"RAB30-AS1",7,0,6,0,0,0,54,4,1,1,3,16,10,0,2,3,0,247,0,10,12,1,4
"PCF11",8,4,5,2,1,1,69,1,1,1,3,21,10,2,2,2,1,117,0,5,4,3,13
"ANKRD42",11,3,3,1,0,0,27,1,0,1,3,19,5,0,5,4,2,57,0,4,0,0,1
"CCDC90B",28,2,19,0,0,3,122,8,1,2,13,30,20,3,10,8,6,484,2,20,36,6,32
"DLG2",0,1,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1
"TMEM126B",20,5,11,2,1,3,184,3,2,2,4,34,27,6,5,2,7,614,0,7,23,5,23
"TMEM126A",23,2,15,1,1,1,47,4,1,3,1,33,21,4,2,7,7,590,0,10,9,4,10
"CREBZF",5,2,0,1,1,4,32,1,1,0,3,13,2,1,1,1,1,135,0,7,13,1,10
"CCDC89",0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SYTL2",0,4,0,0,1,3,4,2,0,0,0,20,10,4,0,0,3,218,0,0,0,0,0
"PICALM",14,0,7,0,0,1,36,1,0,2,4,15,6,3,0,1,0,122,0,5,4,0,10
"EED",3,1,7,0,0,0,45,2,2,1,5,17,7,5,0,3,1,137,0,3,57,2,3
"C11orf73",38,9,27,3,4,4,229,6,2,5,20,76,50,5,7,11,8,551,2,35,59,11,33
"ME3",1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,10
"PRSS23",0,0,0,0,0,12,62,0,0,0,0,2,0,6,0,0,0,601,24,1,0,0,553
"RP11-736K20.5",0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
"FZD4",2,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,12,1,0,0,0,13
"TMEM135",1,1,1,0,0,1,17,0,1,0,0,2,1,1,1,2,0,39,0,0,1,0,4
"RAB38",1,0,0,0,0,2,16,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0
"CTSC",964,13,171,13,12,4,4213,31,9,1,9,137,82,58,4,14,15,759,5,30,10,42,23
"NAALAD2",0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CHORDC1",17,7,27,2,0,0,54,5,4,1,12,42,16,1,4,8,4,144,0,9,60,4,14
"SLC36A4",3,0,3,0,2,1,14,0,0,0,0,9,0,1,0,2,0,36,0,2,4,0,1
"SMCO4",68,0,31,0,0,0,60,1,5,0,5,36,11,1,0,5,1,832,0,18,20,26,9
"TAF1D",14,5,21,0,2,6,128,10,10,0,15,67,26,3,14,7,3,610,0,28,64,5,15
"C11orf54",5,0,2,0,0,0,62,2,0,2,0,8,2,2,1,2,2,423,0,4,14,0,11
"MED17",5,4,2,1,1,0,52,3,0,4,1,29,12,3,7,2,0,129,0,4,10,3,6
"VSTM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"PANX1",2,1,1,0,0,1,27,1,0,1,1,9,0,1,1,0,0,27,0,1,2,1,3
"MRE11A",2,0,5,0,0,0,22,0,1,0,1,6,5,0,0,0,0,44,0,1,6,0,2
"ANKRD49",2,1,3,0,0,0,25,2,1,0,3,15,8,1,0,2,2,86,0,2,8,2,3
"PIWIL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
"FUT4",1,0,2,0,0,0,11,0,0,0,0,1,0,0,0,0,0,107,0,0,2,0,1
"AMOTL1",0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
"CWC15",62,8,16,3,2,5,249,8,6,3,10,55,39,6,16,9,7,1044,0,24,39,12,30
"ENDOD1",2,0,0,0,0,2,18,0,0,0,0,5,4,1,0,0,0,231,0,2,7,0,10
"RP11-712B9.2",0,0,0,0,0,0,3,0,0,0,3,1,1,0,1,1,0,7,0,0,0,0,0
"SESN3",4,0,4,0,0,1,16,1,0,0,4,3,3,0,2,0,0,40,0,1,4,3,4
"FAM76B",2,0,0,0,1,0,6,0,0,0,1,1,1,2,2,1,0,33,0,2,29,0,2
"CEP57",8,5,3,0,0,2,101,3,5,3,5,35,20,5,1,7,3,293,2,6,41,5,14
"MTMR2",2,0,1,1,0,0,40,0,0,1,1,7,4,3,1,1,3,66,0,1,10,0,6
"MAML2",2,2,1,0,1,0,32,1,1,0,1,10,3,1,2,0,0,45,1,0,1,1,2
"CCDC82",8,1,6,1,0,3,49,3,0,1,7,11,8,2,1,2,2,102,0,3,9,3,12
"JRKL",3,0,0,0,0,0,17,2,0,0,1,5,2,0,2,1,0,58,0,1,0,0,2
"ARHGAP42",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,31,1,1,0,0,0
"TMEM133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"PGR",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRPC6",0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"YAP1",0,0,0,0,0,1,23,0,0,0,0,0,0,1,0,0,0,105,0,0,0,0,0
"BIRC3",16,24,40,7,17,0,13,11,7,28,33,160,59,0,80,18,11,85,0,36,71,41,12
"BIRC2",6,1,5,1,0,1,36,3,0,0,2,10,10,0,0,3,1,130,0,5,11,1,5
"TMEM123",65,8,63,1,2,3,327,16,12,0,9,120,55,9,21,24,23,611,2,32,97,9,31
"RP11-315O6.1",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"MMP1",3,0,0,0,0,0,130,0,0,0,1,0,0,16,0,0,1,0,0,0,1,0,0
"MMP3",3,0,2,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MMP12",238,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCUN1D5",20,4,9,3,0,0,93,1,0,1,2,23,8,4,3,4,2,256,0,9,28,1,15
"DYNC2H1",1,0,0,0,2,0,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"PDGFD",0,0,0,0,0,0,337,2,0,0,2,1,0,10,0,1,0,0,0,0,9,0,5
"CASP4",78,15,52,8,12,5,305,28,5,0,16,160,72,9,23,20,14,297,0,39,21,20,40
"CASP5",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,0,0,1,0,0
"CASP1",158,9,87,3,7,0,396,14,10,2,11,105,63,11,7,28,11,719,2,5,0,20,43
"CARD16",186,7,76,7,8,0,596,13,9,1,10,94,30,32,10,26,24,1280,7,11,10,65,84
"GRIA4",0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MSANTD4",2,0,2,0,0,0,9,0,0,0,1,1,3,1,0,0,0,4,0,0,1,0,2
"KBTBD3",10,2,2,1,0,0,19,1,1,2,2,15,6,0,1,3,1,120,0,8,3,2,6
"AASDHPPT",4,6,5,2,0,2,69,4,1,1,5,31,8,3,2,2,0,166,0,7,21,2,13
"RP11-819C21.1",2,0,1,0,0,0,2,0,0,0,0,3,1,0,0,0,0,20,0,1,1,0,0
"CWF19L2",5,1,2,0,0,0,38,3,0,0,2,12,9,1,4,2,0,86,0,2,3,1,5
"ALKBH8",0,2,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0,18,0,0,4,0,1
"ELMOD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"SLC35F2",0,0,2,0,0,0,3,0,0,0,0,2,4,0,0,1,0,121,0,5,1,1,0
"CUL5",4,2,7,0,0,3,32,2,2,0,4,17,6,1,3,2,1,135,0,2,9,0,5
"ACAT1",37,1,11,0,4,9,186,1,3,3,10,35,20,8,6,3,2,1949,3,26,36,0,37
"NPAT",5,4,2,1,0,0,10,1,0,0,0,5,3,1,3,3,0,62,0,1,4,2,3
"ATM",3,0,4,1,0,0,37,1,4,0,0,27,5,0,3,7,2,60,1,9,13,8,8
"KDELC2",1,0,2,0,0,1,51,0,0,0,0,7,1,2,0,0,1,81,0,4,0,0,2
"EXPH5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0
"DDX10",2,1,2,0,0,0,22,0,0,0,1,7,4,1,0,1,0,141,0,2,4,0,4
"ZC3H12C",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"RDX",22,1,4,0,0,9,190,2,4,4,1,13,1,10,2,3,4,55,2,8,2,1,56
"FDX1",35,11,19,8,2,1,99,12,0,10,10,77,37,4,2,7,10,1095,1,34,26,13,15
"ARHGAP20",2,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf53",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0
"COLCA1",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,105,0,0,0,0,0
"COLCA2",0,0,1,0,0,0,11,0,0,0,0,1,0,1,0,0,0,71,0,1,0,0,0
"POU2AF1",4,0,0,0,0,0,1,0,0,0,16,2,1,0,4,4,1,10,0,51,80,2,1
"LAYN",0,0,2,0,0,4,29,4,0,0,0,2,1,5,0,1,0,0,0,0,0,3,34
"SIK2",0,0,4,0,0,0,7,1,0,0,1,2,0,1,0,1,1,121,0,0,0,0,4
"PPP2R1B",2,2,0,2,0,0,19,0,0,0,1,5,1,1,1,1,1,107,0,0,9,2,5
"ALG9",1,0,1,0,0,0,3,1,0,0,0,0,1,2,0,1,0,19,0,2,0,0,1
"FDXACB1",5,0,0,0,1,0,15,0,0,0,1,4,1,0,0,0,1,25,0,1,2,0,2
"C11orf1",14,4,0,0,0,0,42,3,1,0,4,10,7,0,3,3,0,415,0,17,7,0,6
"CRYAB",1,2,0,0,0,364,196,0,0,0,0,0,0,28,0,0,0,0,1,1,0,0,1
"HSPB2",0,0,0,0,0,7,69,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
"DIXDC1",1,0,0,1,0,3,29,0,0,0,0,1,0,2,0,0,1,48,0,2,0,0,4
"DLAT",3,0,1,0,3,0,37,4,1,1,5,7,6,2,1,1,3,163,0,2,14,0,3
"PIH1D2",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"C11orf57",10,0,3,1,2,0,59,2,0,1,0,7,10,4,1,3,0,160,0,1,4,1,5
"TIMM8B",94,1,31,4,0,4,240,10,1,1,5,43,20,13,9,9,2,2717,1,13,46,7,21
"SDHD",92,8,45,7,4,10,540,14,3,9,24,101,46,19,15,21,13,2211,6,32,58,6,49
"IL18",48,0,18,0,0,0,1,0,0,4,1,0,2,0,0,0,0,391,0,0,0,0,0
"BCO2",5,0,2,0,0,0,4,0,1,0,0,1,0,3,0,0,0,26,0,0,0,0,1
"PTS",14,0,10,0,2,0,218,0,0,0,3,17,16,19,6,1,2,467,1,4,32,3,15
"RP11-356J5.12",16,0,0,0,1,4,245,1,4,0,0,9,0,6,0,3,0,41,0,0,0,1,0
"NCAM1",0,0,0,0,0,2,71,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"RP11-839D17.3",0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TTC12",0,0,1,0,0,0,8,0,0,0,1,0,2,0,0,0,0,65,0,3,0,0,0
"ZW10",6,0,1,0,0,0,9,1,1,0,2,2,4,4,0,0,1,93,0,1,3,0,4
"USP28",3,1,1,0,0,0,10,0,0,0,1,3,1,0,1,0,1,100,0,0,5,0,2
"HTR3A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0
"ZBTB16",0,0,0,0,0,0,3,1,0,0,0,2,3,1,0,0,0,3,0,0,0,0,1
"NNMT",3,0,0,0,0,24,848,0,0,0,0,2,0,3,0,0,0,1,0,0,1,0,33
"C11orf71",10,1,2,1,0,0,20,1,0,0,1,5,5,0,1,0,0,137,0,4,4,0,4
"RBM7",7,5,14,2,3,3,193,5,1,1,15,56,34,11,7,6,5,250,1,23,28,7,14
"REXO2",48,3,13,1,0,3,479,5,7,4,12,56,39,11,0,16,6,1062,3,30,17,4,48
"NXPE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0
"NXPE4",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1808,0,1,0,0,0
"NXPE2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,231,0,0,0,0,0
"CADM1",4,0,0,0,0,12,29,0,0,0,0,0,0,1,0,0,0,4,0,3,0,0,2
"LINC00900",1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BUD13",3,2,2,0,0,1,18,4,0,1,0,4,5,2,0,2,0,113,0,0,2,1,0
"SIK3",6,0,4,0,0,0,21,0,0,0,2,4,4,0,1,1,0,103,0,1,0,0,1
"PAFAH1B2",13,1,5,0,0,1,23,1,0,1,1,6,6,3,0,0,0,267,0,0,9,0,5
"SIDT2",10,0,9,0,2,2,75,1,0,1,1,10,7,4,3,5,0,308,0,4,16,1,6
"TAGLN",6,0,2,0,0,0,617,0,0,0,0,5,0,708,0,0,0,73,4,1,0,0,0
"PCSK7",22,1,6,6,1,2,57,14,3,0,8,37,20,4,7,13,5,1002,1,3,7,5,8
"RNF214",4,2,2,0,0,0,15,1,0,0,1,10,10,1,1,1,1,83,1,5,4,1,4
"BACE1",4,0,0,0,0,1,20,0,0,0,0,2,0,2,0,0,0,31,0,0,0,0,4
"CEP164",2,3,5,0,0,0,21,2,0,0,0,7,6,1,0,1,1,100,0,1,8,0,5
"RP11-35P15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0
"FXYD2",6,0,0,0,1,0,23,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"FXYD6",10,0,2,0,0,0,465,0,0,0,0,1,0,3,0,1,0,0,2,1,0,0,40
"IL10RA",50,8,37,4,3,0,5,13,1,0,12,49,42,0,2,9,4,3,0,25,16,15,1
"TMPRSS4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,900,0,0,1,0,0
"SCN4B",1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"MPZL3",2,0,2,1,0,0,0,2,2,0,0,9,4,0,0,1,2,23,0,0,0,0,0
"MPZL2",12,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,1,347,0,0,0,0,68
"CD3E",0,82,1,26,30,0,0,146,49,0,0,851,401,0,1,115,93,7,0,0,0,86,0
"CD3D",3,125,4,63,45,0,1,317,83,0,0,1357,859,0,1,242,140,7,1,2,0,184,1
"CD3G",0,20,0,13,8,0,2,68,7,0,0,222,143,0,0,30,26,0,0,0,0,20,1
"UBE4A",8,1,2,1,0,1,21,2,0,0,2,9,6,0,0,1,1,85,0,3,7,1,1
"ATP5L",584,71,318,27,29,13,1424,84,51,26,110,916,357,44,55,144,71,13354,18,370,555,82,144
"KMT2A",6,4,2,2,1,1,47,2,1,2,1,15,13,0,1,3,2,208,1,7,17,2,6
"RP11-770J1.3",2,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0
"TTC36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"TMEM25",0,0,0,0,0,2,21,0,0,0,0,1,2,0,0,1,1,61,1,7,1,1,2
"IFT46",12,1,2,0,0,0,38,1,1,0,1,4,3,0,0,1,0,100,0,4,3,0,3
"ARCN1",9,2,7,0,2,1,30,0,0,1,2,7,4,1,4,5,1,242,0,17,2,2,2
"PHLDB1",4,0,5,0,0,1,108,0,0,0,0,1,4,1,0,1,1,272,1,0,0,0,13
"TREH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
"DDX6",6,5,1,1,2,0,58,4,1,2,6,43,18,2,4,4,1,118,1,13,18,7,2
"CXCR5",0,1,0,1,0,0,0,0,0,0,18,4,1,0,9,8,0,0,0,0,48,5,0
"BCL9L",1,0,0,0,0,0,11,2,0,0,0,6,1,2,0,1,1,84,0,0,1,0,3
"RP11-110I1.12",1,0,0,0,0,0,4,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0
"CCDC84",4,1,1,0,0,0,29,2,1,0,4,9,5,1,1,4,1,142,1,2,4,0,8
"RPS25",1377,377,986,150,189,52,5249,356,234,116,1051,4774,1769,148,580,900,380,36449,23,1094,886,354,503
"TRAPPC4",46,6,14,2,2,9,205,13,5,1,12,56,36,10,7,8,4,860,0,20,32,7,49
"SLC37A4",20,1,3,0,1,1,10,0,0,0,0,1,2,0,0,0,0,577,0,1,1,0,5
"HYOU1",15,0,3,1,0,0,16,1,0,1,0,9,9,1,2,2,0,199,0,18,2,1,7
"RP11-110I1.13",0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"VPS11",13,0,3,0,0,1,36,2,0,0,0,4,6,2,4,3,1,132,2,3,0,0,4
"HMBS",9,0,10,0,2,0,21,1,0,3,1,7,6,0,2,0,1,497,3,3,11,0,0
"H2AFX",21,5,7,1,3,5,116,5,3,0,4,39,28,2,4,3,4,426,0,22,58,3,16
"DPAGT1",13,2,3,1,0,0,49,1,0,0,1,20,4,1,0,0,0,233,0,17,7,0,9
"C2CD2L",3,1,0,0,0,0,1,2,1,0,0,14,0,1,1,2,0,80,0,0,2,0,3
"HINFP",6,1,5,0,0,0,24,1,0,0,0,11,6,0,1,1,0,212,0,5,6,1,3
"NLRX1",5,0,1,0,0,0,12,2,0,0,0,5,1,1,0,0,0,71,0,0,0,0,0
"PDZD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0
"CCDC153",2,0,0,0,0,0,13,1,0,0,0,1,0,0,0,0,0,39,0,0,0,0,0
"CBL",5,0,5,2,0,1,10,3,0,0,0,8,1,0,0,2,0,39,0,0,4,1,6
"MCAM",0,0,1,0,0,4,15,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,50
"RNF26",7,0,3,0,0,0,61,1,0,0,3,20,2,5,0,1,0,246,2,1,7,1,3
"USP2",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65,0,0,0,0,0
"USP2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"THY1",0,0,0,0,0,1,194,0,0,0,0,1,0,5,0,0,0,0,4,0,0,0,4
"PVRL1",3,0,0,0,0,0,13,0,0,0,0,1,1,0,0,0,0,292,0,0,0,0,0
"OAF",1,0,3,0,0,4,228,0,0,0,0,1,0,4,1,0,0,508,0,2,0,0,1
"TMEM136",7,0,0,0,0,0,38,0,0,0,0,0,4,0,0,1,0,2,0,2,1,1,2
"ARHGEF12",5,0,5,0,0,1,55,1,1,0,0,5,0,4,0,0,0,206,1,1,2,1,20
"TBCEL",0,0,0,0,1,0,5,0,0,0,0,2,0,1,0,1,0,13,0,2,2,0,0
"SC5D",3,1,2,1,5,0,27,2,2,2,8,52,11,1,32,10,4,81,0,2,13,1,6
"SORL1",2,0,10,0,0,0,3,1,1,0,0,26,10,0,8,2,3,376,0,0,24,1,0
"UBASH3B",1,0,1,0,0,0,2,2,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0
"CRTAM",0,12,3,1,0,0,1,9,0,0,0,1,38,0,1,0,4,5,0,0,0,0,0
"C11orf63",1,0,2,1,0,0,7,1,1,0,1,1,1,0,0,0,0,6,0,1,0,1,2
"HSPA8",827,171,500,40,61,46,1454,133,97,87,230,1769,686,43,87,215,127,7124,7,315,685,175,319
"CLMP",0,1,0,0,0,0,49,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1
"ZNF202",0,1,1,0,0,0,10,1,0,1,0,3,1,1,0,1,1,55,0,1,1,0,1
"VWA5A",2,0,2,0,0,0,29,0,0,65,0,2,1,0,1,2,0,390,0,0,0,1,4
"TBRG1",22,3,18,2,0,1,46,5,1,2,2,24,13,2,0,1,4,303,0,15,10,3,12
"SIAE",0,1,1,0,0,0,31,0,1,0,0,0,0,0,0,0,0,637,0,1,0,0,3
"SPA17",1,0,0,0,0,1,24,0,0,0,0,1,0,1,0,0,0,164,0,0,3,0,3
"NRGN",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,3,0,5
"RP11-677M14.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"VSIG2",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3120,2,1,0,0,1
"ESAM",1,0,0,0,0,0,0,1,1,0,4,0,0,0,3,0,0,33,7,1,1,0,249
"RP11-677M14.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91,0,0,0,0,1
"MSANTD2",0,0,1,0,0,0,13,1,0,0,2,3,0,0,0,0,0,25,0,0,2,0,3
"RP11-677M14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ROBO3",1,0,4,0,0,4,6,1,0,0,0,1,1,0,0,4,0,24,0,0,0,0,9
"ROBO4",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,43
"CCDC15",2,0,2,0,0,0,10,0,0,0,0,0,2,1,0,0,1,7,0,0,4,0,1
"SLC37A2",14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM218",27,0,14,0,0,0,120,3,1,0,7,5,6,5,2,3,4,182,1,9,9,4,17
"PKNOX2",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FEZ1",0,0,0,0,0,12,131,1,0,0,0,2,3,8,0,0,0,0,1,0,4,0,18
"EI24",36,0,10,1,1,3,278,0,0,1,4,8,11,15,1,5,4,943,2,8,23,4,22
"STT3A",12,1,3,3,0,0,41,1,1,1,2,2,2,1,1,1,0,131,0,10,2,2,1
"CHEK1",6,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,111,0,0,16,0,1
"HYLS1",3,0,0,0,1,0,9,2,0,0,2,5,2,0,1,0,0,114,0,0,8,1,1
"PUS3",2,0,9,0,1,0,49,3,0,0,2,8,3,1,4,1,3,101,1,9,9,0,5
"RPUSD4",5,0,7,0,0,0,29,1,0,0,1,2,8,1,1,4,0,179,0,10,7,1,6
"FAM118B",5,1,5,0,2,1,23,4,0,0,1,5,2,2,3,1,0,251,0,1,8,2,8
"FOXRED1",6,0,5,0,0,0,21,1,0,0,2,4,1,0,1,0,0,168,0,4,7,0,1
"TIRAP",1,0,1,0,0,0,11,0,0,0,0,0,1,0,0,0,0,40,1,2,0,1,0
"DCPS",21,1,7,1,2,2,120,13,3,1,4,28,16,11,1,5,5,180,1,27,42,5,8
"ST3GAL4",1,0,4,0,0,12,108,2,0,0,0,1,1,2,0,0,1,18,0,1,1,0,8
"ETS1",1,4,0,2,3,0,33,5,6,0,2,46,15,1,8,6,4,39,0,0,12,0,36
"FLI1",9,3,5,0,2,0,9,4,4,2,9,17,11,0,3,5,4,2,0,11,25,1,24
"ARHGAP32",0,0,0,0,0,2,14,0,0,0,1,0,0,0,0,0,0,282,0,0,0,0,0
"BARX2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0
"TMEM45B",0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,1410,0,0,0,0,1
"NFRKB",5,0,8,0,0,0,18,2,0,0,0,8,2,0,1,2,1,127,2,1,2,0,2
"PRDM10",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0
"APLP2",158,0,35,0,0,10,860,3,1,1,1,24,7,18,28,1,1,1844,6,6,7,5,53
"ST14",50,0,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2535,0,2,1,2,0
"ZBTB44",1,0,1,1,1,1,18,0,2,0,2,11,2,0,3,2,0,92,0,5,17,1,2
"RP11-121M22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"RP11-890B15.3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0
"SNX19",5,0,1,2,0,0,13,0,1,0,1,4,1,0,2,1,0,89,0,5,3,0,4
"NTM",0,0,0,0,0,18,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"JAM3",0,0,1,0,0,3,55,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,35
"NCAPD3",5,1,3,1,0,0,15,2,0,0,0,5,1,0,0,0,1,105,0,1,5,1,3
"VPS26B",25,2,8,0,1,2,58,5,0,1,0,13,10,2,0,3,3,332,1,4,2,0,9
"THYN1",69,5,16,6,4,5,249,16,8,2,17,60,38,20,4,11,9,1052,0,17,22,6,30
"ACAD8",3,0,4,0,0,0,50,2,0,1,1,1,5,4,0,1,0,175,0,1,5,0,5
"GLB1L2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0
"ZMYND11",2,0,2,0,0,1,42,1,0,0,1,15,6,1,1,3,2,57,0,2,1,2,3
"DIP2C",1,0,1,0,2,0,10,0,0,0,0,0,0,2,0,0,0,49,0,0,0,0,0
"PRR26",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,3
"LARP4B",12,1,7,0,1,0,9,0,0,0,0,6,0,0,1,0,0,300,0,4,3,0,3
"GTPBP4",14,0,5,0,2,0,54,7,2,3,7,17,17,2,1,4,3,324,0,8,22,3,12
"IDI1",35,15,18,4,3,6,69,10,2,7,34,70,54,1,33,20,6,489,1,17,56,14,25
"WDR37",2,1,10,0,0,0,9,2,0,0,0,7,0,1,3,0,0,93,0,2,1,0,6
"PFKP",3,2,3,0,0,0,24,7,5,1,2,29,12,6,1,8,6,315,0,0,7,3,7
"PITRM1",1,1,1,0,1,0,21,0,3,0,0,8,1,6,0,2,0,236,0,0,5,1,2
"KLF6",286,102,267,38,23,26,212,31,64,39,133,845,373,4,36,102,78,1798,0,108,69,42,18
"LINC00704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"AKR1E2",0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,2
"AKR1C2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0
