"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"UBXN10",1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0,9,5,0,0,0,0,0
"CAMK2N1",0,0,1,0,0,0,0,53,1,0,1,0,0,0,4,1,0,0,0,0,0,1941,2,0,0,0,1,0
"MUL1",28,0,14,0,2,0,1,58,2,4,0,1,0,5,21,4,2,5,0,2,0,54,54,3,0,1,1,13
"CDA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,1,1,0,0,0,19
"PINK1",52,1,6,0,0,0,4,83,0,1,0,0,0,0,5,3,6,2,0,0,0,200,98,0,0,1,1,28
"PINK1-AS",3,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,6,8,0,0,0,0,0
"DDOST",244,6,117,4,0,3,7,295,10,5,4,5,3,14,110,41,9,23,2,7,3,631,1561,21,6,4,10,30
"KIF17",25,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
"HP1BP3",190,7,70,2,1,2,10,260,4,9,2,7,9,11,126,35,15,21,0,8,3,614,178,11,2,7,13,35
"EIF4G3",54,0,22,0,0,0,1,44,2,1,1,2,0,1,19,13,2,3,0,0,1,194,24,4,0,0,0,7
"ECE1",3,0,1,0,1,0,3,112,4,0,1,0,1,3,13,4,2,4,0,2,0,143,47,2,0,1,1,52
"NBPF3",5,0,1,0,0,0,0,20,0,0,0,0,0,0,5,2,2,1,0,0,0,8,1,0,0,1,1,1
"ALPL",0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,16
"RAP1GAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0
"USP48",57,1,30,1,0,1,5,75,6,2,0,4,2,11,51,13,3,12,0,3,1,187,324,5,3,2,7,22
"LDLRAD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"HSPG2",5,0,1,0,0,0,18,77,0,0,0,0,1,0,1,0,5,0,0,0,0,91,3,0,0,0,1,170
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"LINC00339",21,0,7,0,0,0,0,9,0,0,0,0,0,0,6,3,0,2,0,0,1,15,6,1,0,0,1,3
"CDC42",1497,38,538,9,8,10,19,669,52,34,15,46,21,86,645,220,30,103,3,73,13,1987,491,135,25,22,74,165
"WNT4",0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,6,0,0,0,0,8,1,0,0,0,0,1
"ZBTB40",15,0,6,0,0,0,2,23,1,1,1,0,0,1,9,3,0,0,1,0,0,31,9,1,0,0,1,2
"C1QA",13169,2,1907,0,0,0,0,32,2,2,1,0,1,1,13,10,2,5,1,5,0,7,32,415,0,1,3,5
"C1QC",12537,0,1695,0,0,0,0,19,0,1,0,2,1,2,16,4,0,0,0,1,2,6,49,422,0,0,2,6
"C1QB",15422,1,1883,0,0,0,1,30,1,2,0,5,0,4,32,11,2,5,0,2,1,4,34,521,1,0,6,5
"EPHB2",116,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,383,1,0,0,0,0,0
"KDM1A",31,1,11,0,0,0,0,48,0,0,0,0,0,0,8,4,1,2,0,2,0,196,30,0,0,0,1,7
"LUZP1",120,4,39,0,2,1,0,129,4,1,2,5,1,4,84,30,7,19,0,8,1,265,11,8,0,1,7,53
"HNRNPR",279,5,120,1,4,4,19,334,22,10,6,15,11,26,189,69,11,30,1,20,5,874,257,26,7,12,14,69
"ZNF436",6,1,2,0,0,0,1,28,0,0,0,0,0,0,2,1,0,0,0,0,1,22,2,0,0,0,0,9
"RP5-1057J7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"TCEA3",1,0,1,0,0,0,2,67,0,0,0,0,0,0,8,0,6,1,0,0,0,1506,16,0,0,0,0,5
"ASAP3",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1
"E2F2",14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,53,18,0,1,0,0,0
"RP1-150O5.3",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0
"ID3",392,1,47,0,0,0,158,3082,33,0,0,0,2,30,22,17,47,7,0,5,6,2047,403,24,3,4,6,541
"MDS2",0,0,0,0,0,0,0,0,1,2,0,0,0,1,3,0,2,0,0,0,0,0,7,0,0,0,0,0
"RPL11",11736,412,6894,138,94,146,167,11230,478,656,242,442,371,1799,10009,2877,301,2647,118,570,242,37265,18275,1155,184,149,959,1670
"TCEB3",85,4,19,1,1,0,2,66,2,2,2,0,1,5,41,15,1,5,0,3,1,133,90,5,3,1,4,20
"PITHD1",183,8,47,2,2,5,11,127,7,18,4,5,2,15,109,38,6,21,0,17,2,202,211,15,5,3,9,36
"LYPLA2",91,4,31,1,1,1,0,82,9,5,1,6,1,10,69,27,2,18,0,4,4,240,123,7,2,5,8,20
"GALE",40,0,10,0,0,1,0,17,1,0,0,3,2,0,8,3,0,5,0,3,1,387,42,3,0,0,2,7
"HMGCL",91,1,44,2,4,2,5,145,8,5,2,3,4,8,61,20,6,10,0,4,3,501,86,11,0,1,4,22
"FUCA1",4852,2,51,1,0,0,7,55,2,1,1,5,2,2,16,11,1,3,0,4,0,615,74,15,2,0,2,25
"CNR2",4,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,2,0,7,2,0,0,0,0,0
"PNRC2",20,0,5,0,2,0,0,17,1,0,0,1,2,2,13,4,1,1,0,0,0,70,8,1,0,0,1,2
"SRSF10",57,0,29,1,0,1,1,59,8,5,1,7,1,3,46,16,0,11,0,4,1,164,59,3,3,3,4,13
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"IL22RA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"IFNLR1",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,10,17,0,0,0,0,0
"STPG1",4,0,3,0,0,1,0,9,0,0,0,1,1,1,5,3,2,2,0,0,0,42,12,0,0,1,0,4
"NIPAL3",19,1,14,2,0,0,0,22,1,2,0,3,0,7,25,13,5,5,0,1,1,138,34,3,0,1,7,9
"RCAN3",56,7,13,4,3,4,7,18,14,10,4,0,0,1,165,56,2,50,3,8,4,98,47,5,1,3,22,1
"RP4-594I10.3",14,1,5,0,3,2,0,6,1,2,1,1,0,1,69,17,0,11,0,2,2,18,14,2,2,1,6,0
"NCMAP",5,0,0,0,0,0,0,4,0,0,0,2,0,0,5,3,0,2,0,1,0,14,9,0,0,0,0,0
"SRRM1",482,14,201,8,4,7,15,359,25,17,11,20,13,41,233,89,17,51,2,26,10,1082,383,48,8,8,23,74
"CLIC4",115,0,13,0,0,0,24,111,0,0,0,0,0,5,2,2,21,0,0,0,0,18,236,14,0,0,0,93
"RUNX3",306,11,225,2,5,2,1,1,28,9,6,15,0,18,153,105,0,26,0,17,11,6,52,24,3,6,14,0
"SYF2",205,9,122,5,2,3,10,558,15,14,4,10,15,40,205,71,22,43,2,17,6,755,374,22,6,13,30,105
"TMEM50A",571,15,169,8,3,2,23,684,30,21,8,18,10,15,306,101,25,61,2,35,11,982,515,59,7,10,38,122
"TMEM57",39,0,14,3,1,2,4,60,4,2,0,1,2,3,19,6,5,5,0,1,1,101,125,4,2,0,2,10
"LDLRAP1",15,0,11,0,1,1,2,53,3,0,2,0,0,1,33,7,1,10,0,5,2,185,95,1,1,1,9,10
"RP11-70P17.1",1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,13,29,0,0,0,0,0
"MAN1C1",31,0,6,0,0,0,0,70,1,0,0,0,0,0,15,4,1,2,0,1,1,1,2,1,0,0,2,5
"RP1-187B23.1",0,2,0,2,0,1,0,19,2,1,0,1,0,0,13,10,1,1,0,2,0,0,11,0,0,1,1,0
"SEPN1",74,2,17,0,0,0,3,78,1,0,1,0,0,1,7,4,1,2,0,0,0,66,5,2,0,0,0,20
"MTFR1L",67,1,31,0,1,0,7,133,0,0,0,1,2,1,17,4,2,2,0,1,1,103,54,3,0,2,2,20
"AUNIP",7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
"PAQR7",28,0,10,0,0,0,1,39,0,0,0,0,4,0,0,0,0,0,0,0,0,14,9,1,0,0,0,1
"STMN1",1180,3,162,5,1,0,21,164,4,8,0,10,31,5,54,23,9,12,0,10,7,1561,281,15,54,94,9,58
"PAFAH2",37,0,8,0,1,0,0,20,0,0,0,2,3,0,18,6,2,2,0,2,0,126,8,2,0,1,1,6
"SLC30A2",4,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,7,1,0,0,0,0,0
"PDIK1L",21,0,4,0,0,0,0,13,0,0,0,0,0,2,8,1,0,4,0,0,0,106,18,1,0,0,0,4
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"ZNF593",248,4,86,2,1,0,1,154,5,2,1,4,2,17,61,27,11,11,0,6,4,552,480,23,2,2,18,29
"CNKSR1",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,61,29,0,0,0,0,0
"CEP85",14,0,7,0,1,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,19,8,2,0,0,0,2
"SH3BGRL3",3855,146,2064,117,25,40,16,854,231,216,77,80,105,141,2684,1349,34,489,11,177,90,2852,1232,476,69,150,218,228
"UBXN11",66,4,20,0,1,1,0,25,6,0,0,1,0,2,30,31,1,4,2,3,2,60,34,5,0,5,3,14
"CD52",136,126,178,141,33,51,2,12,193,258,92,126,7,322,2975,1617,0,621,26,57,118,5,625,12,54,168,248,12
"AIM1L",1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,2,1,0,0,6,2,0,0,0,0,0
"ZNF683",0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,30,0,0,0,1,0,0,0,0,0,1,0,0
"DHDDS",45,2,10,0,1,0,1,17,1,0,0,1,0,2,18,1,4,4,0,1,1,142,74,2,0,0,3,7
"HMGN2",1486,18,395,35,9,9,23,1194,37,17,7,22,23,57,398,159,35,71,3,34,23,2913,872,58,48,80,43,96
"RPS6KA1",104,7,78,0,0,1,0,7,7,9,2,6,1,6,35,26,0,2,1,3,1,216,25,12,3,5,5,4
"ARID1A",200,2,67,4,2,0,2,92,2,7,0,5,0,8,46,17,7,8,0,7,2,335,64,15,1,3,1,13
"PIGV",33,1,9,0,0,1,4,43,3,3,0,2,1,0,7,2,2,2,0,0,0,56,17,1,0,2,0,4
"ZDHHC18",56,1,19,0,1,0,0,17,3,1,0,2,0,3,28,11,2,5,0,4,0,38,29,6,2,1,0,3
"SFN",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,697,0,0,0,0,0,0
"GPN2",31,1,21,0,0,0,0,49,4,1,1,1,1,2,23,10,2,6,0,3,1,116,58,9,1,0,1,9
"GPATCH3",33,1,11,0,0,0,1,21,3,1,2,0,0,5,17,2,0,5,0,2,2,38,40,1,1,0,0,4
"NUDC",264,8,115,8,3,4,13,432,15,11,7,6,8,20,193,72,19,23,0,21,8,744,338,27,11,5,22,94
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"FAM46B",5,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"SLC9A1",19,0,6,0,0,0,0,33,0,1,0,0,1,3,9,2,2,1,0,1,0,85,10,0,0,0,2,3
"WDTC1",47,1,10,0,1,0,1,26,2,2,0,2,0,4,11,3,0,3,0,0,0,92,26,3,0,0,0,11
"TMEM222",52,0,12,1,0,0,3,98,2,4,0,2,2,1,31,13,2,9,0,4,1,59,70,5,1,1,3,16
"SYTL1",3,6,13,1,2,1,0,7,4,20,6,9,0,12,125,29,1,27,1,14,6,9,382,3,3,1,12,0
"MAP3K6",9,0,1,0,0,0,1,34,0,1,0,3,0,0,4,2,2,1,1,0,0,18,13,0,0,0,0,7
"WASF2",743,7,162,3,1,5,12,522,15,15,4,4,4,16,126,40,20,26,2,12,5,774,169,40,2,3,17,111
"RP1-159A19.4",0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"AHDC1",10,0,2,0,0,0,2,48,1,1,1,0,0,1,5,2,0,1,0,0,0,27,10,0,1,0,0,4
"FGR",35,0,116,0,0,0,0,0,4,0,0,1,0,2,0,3,0,0,0,16,0,0,3,37,0,0,0,3
"IFI6",443,10,66,4,3,6,17,443,9,5,1,1,10,6,134,54,5,20,0,15,5,37,251,110,12,9,18,195
"FAM76A",43,0,15,0,0,0,2,54,0,2,0,3,1,7,25,5,7,2,0,3,1,94,26,1,1,0,3,6
"STX12",256,1,55,0,0,0,4,120,3,2,1,3,2,2,28,13,1,7,1,2,2,197,47,19,0,0,4,17
"PPP1R8",73,2,23,4,1,0,4,99,3,4,3,3,3,6,35,14,3,13,1,3,3,167,67,6,1,1,4,25
"THEMIS2",304,1,170,0,0,0,0,35,0,2,1,1,0,5,12,0,0,7,0,7,0,1,220,59,1,0,1,1
"RPA2",130,7,58,3,4,3,5,241,8,8,5,8,2,17,116,37,6,27,0,18,5,144,171,12,10,12,10,33
"SMPDL3B",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,195,72,0,0,0,0,0
"XKR8",18,2,13,1,0,0,1,21,1,1,2,4,0,3,19,10,0,8,0,2,1,34,50,1,1,1,0,6
"EYA3",42,0,14,0,0,0,0,28,0,1,0,2,0,2,26,6,2,1,0,2,0,85,24,5,0,1,2,5
"PTAFR",159,0,61,0,0,0,0,3,0,0,0,0,1,0,3,1,0,0,0,0,0,6,6,19,0,0,0,26
"DNAJC8",287,4,117,7,2,3,6,412,21,15,6,11,10,15,202,57,16,29,2,19,6,535,250,34,12,5,30,88
"ATPIF1",674,31,222,15,5,9,26,855,36,22,15,20,18,54,387,142,39,63,1,31,15,7305,1458,30,18,19,60,158
"RP5-1092A3.4",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,3,0,23,7,0,0,1,0,1
"SESN2",50,3,9,0,0,0,0,31,4,1,0,0,0,3,22,7,1,4,0,5,2,86,53,7,0,0,2,4
"MED18",8,0,2,0,0,1,0,17,0,1,0,0,0,0,6,5,0,3,0,0,1,36,13,1,0,0,1,2
"PHACTR4",91,3,18,1,0,2,1,61,0,5,1,5,0,4,25,12,4,7,0,2,0,253,29,5,1,1,2,18
"RCC1",43,1,15,0,0,0,1,32,0,2,0,2,0,5,18,4,2,3,0,1,0,125,31,1,1,4,3,4
"TRNAU1AP",70,3,27,2,0,1,4,93,4,3,0,3,1,5,45,15,5,10,0,5,4,89,73,9,4,4,7,12
"SNHG12",226,2,45,4,1,3,3,95,6,7,3,8,5,26,162,68,1,18,2,19,6,84,181,5,6,8,17,23
"TAF12",185,3,69,2,1,4,7,203,9,5,2,8,5,11,103,42,9,18,0,6,4,202,220,14,4,3,15,32
"RAB42",263,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0
"RP11-442N24--B.1",3,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,1
"RNU11",2,0,2,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0
"GMEB1",27,1,21,0,0,0,0,36,1,4,1,3,0,8,44,14,2,9,0,1,2,76,21,3,0,4,4,6
"YTHDF2",247,9,112,3,1,4,11,217,10,17,4,13,6,21,117,58,5,19,1,15,4,549,262,28,8,5,18,55
"EPB41",27,4,13,2,0,0,0,4,2,2,2,1,0,3,32,20,0,5,2,4,1,233,43,4,1,2,1,2
"TMEM200B",0,0,0,0,0,0,2,18,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0
"SRSF4",180,3,62,6,0,3,9,217,11,13,3,5,2,11,107,48,9,25,0,13,2,344,220,27,6,7,17,74
"MECR",32,0,12,1,0,2,3,40,3,1,0,2,0,3,14,6,2,4,0,2,0,141,29,1,2,0,1,9
"MATN1",1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0
"MATN1-AS1",0,0,0,0,0,0,0,4,1,1,0,0,0,1,4,5,0,1,0,0,0,0,14,0,1,0,0,1
"LAPTM5",4121,44,943,29,20,13,0,12,48,106,30,24,28,211,1121,380,0,209,8,57,32,5,136,120,23,30,110,12
"SDC3",97,0,5,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1
"PUM1",134,4,33,1,0,0,5,83,3,2,0,1,3,4,27,19,4,6,1,4,0,291,44,5,1,1,8,21
"SNRNP40",118,4,60,3,1,0,5,207,13,7,2,5,7,10,94,39,4,16,1,13,2,350,127,12,3,5,11,30
"ZCCHC17",144,3,39,0,0,2,7,193,3,3,1,4,3,8,54,26,5,14,0,10,5,208,112,8,3,3,6,33
"FABP3",344,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"SERINC2",42,0,0,0,0,0,0,5,0,1,0,0,0,1,2,1,0,0,0,0,0,1133,2,0,0,0,0,3
"TINAGL1",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,283,0,0,0,0,0,60
"PEF1",84,3,28,1,0,0,2,167,6,5,0,3,5,8,56,23,5,15,0,6,3,190,86,4,3,2,10,77
"COL16A1",0,1,0,0,0,0,3,117,0,0,0,0,0,0,0,1,4,1,0,1,0,6,2,0,0,0,0,2
"SPOCD1",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0
"PTP4A2",599,10,296,4,2,1,6,226,15,10,5,1,5,15,199,90,10,31,2,9,11,974,385,96,8,4,8,47
"KHDRBS1",459,12,176,7,1,4,17,412,18,16,1,13,16,25,235,83,18,46,1,10,7,948,317,44,11,16,25,80
"TMEM39B",39,0,23,0,1,0,1,67,1,1,0,1,0,3,14,6,6,1,0,0,0,59,58,5,1,0,0,20
"KPNA6",68,1,21,0,1,0,3,67,2,2,0,4,1,4,30,13,3,5,0,4,3,140,40,5,1,0,3,10
"TXLNA",72,1,19,0,0,0,2,58,1,3,1,1,2,3,20,11,4,2,0,2,2,96,66,6,1,3,4,7
"CCDC28B",17,0,7,2,0,0,2,97,3,2,0,0,1,1,16,12,7,1,0,4,1,29,7,2,1,3,4,3
"IQCC",2,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,1,1,0,0,0,10,1,0,0,0,0,3
"TMEM234",20,0,9,0,0,0,1,55,2,1,0,0,2,2,6,7,2,2,0,1,1,44,21,0,0,1,2,8
"EIF3I",284,11,153,6,2,3,12,445,15,21,6,13,3,16,190,87,18,46,1,17,5,949,404,37,18,7,30,91
"FAM167B",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,141
"LCK",6,33,6,13,9,14,0,3,42,42,23,10,0,3,585,256,0,106,6,39,19,4,11,0,28,26,86,3
"HDAC1",91,7,32,4,3,5,6,163,13,7,0,5,1,12,81,33,7,15,1,16,3,750,108,13,2,10,7,49
"MARCKSL1",333,7,155,0,1,4,10,203,3,8,0,3,2,18,74,25,6,23,0,4,0,2549,159,174,0,1,3,147
"FAM229A",3,0,0,0,0,0,1,10,0,0,0,0,0,0,3,0,0,0,0,0,0,16,5,0,0,0,0,2
"BSDC1",70,6,25,2,1,0,1,129,4,5,0,3,3,11,67,19,7,22,0,5,2,190,121,6,0,0,7,21
"ZBTB8B",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,5,3,0,0,0,0,0
"ZBTB8A",14,0,3,0,0,0,0,58,0,0,0,0,0,0,4,1,1,0,0,0,1,69,24,1,0,0,2,9
"ZBTB8OS",138,3,43,2,2,2,5,157,9,8,2,7,3,7,91,32,6,19,0,4,1,477,391,8,3,7,14,26
"RBBP4",213,4,68,2,0,0,12,222,13,9,2,5,6,11,100,38,6,25,1,12,3,565,391,16,6,7,15,36
"SYNC",19,0,5,0,0,0,2,85,2,2,0,0,2,4,24,11,3,3,0,1,1,63,74,1,0,0,1,4
"KIAA1522",13,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,1
"YARS",51,1,23,0,2,1,0,56,2,1,1,3,0,1,24,9,0,5,0,5,2,120,146,3,2,1,3,7
"S100PBP",32,3,13,0,1,0,2,49,4,1,3,1,2,0,20,9,4,7,0,7,0,67,63,4,0,1,1,7
"HPCA",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"TMEM54",4,0,0,0,0,0,3,61,0,0,0,0,0,0,1,0,4,0,0,0,0,3911,14,0,0,0,0,16
"RNF19B",117,1,19,0,0,0,0,6,0,2,0,1,0,2,17,1,0,3,0,0,0,85,6,8,0,0,3,4
"AK2",171,3,73,3,1,1,8,201,10,7,2,7,7,14,74,25,3,12,0,8,3,993,200,16,1,1,7,40
"TRIM62",2,0,2,0,0,0,0,5,0,0,0,1,0,1,4,0,0,1,0,1,0,12,6,0,0,0,0,2
"ZNF362",66,0,8,0,0,1,0,47,0,0,1,1,1,2,12,3,2,3,0,2,0,31,15,1,0,0,0,5
"PHC2",168,0,31,0,0,0,1,76,2,1,0,0,0,0,9,2,1,3,1,0,0,110,5,0,1,1,1,14
"ZSCAN20",2,0,2,0,0,0,0,10,0,0,0,0,1,0,1,0,1,1,0,0,0,8,0,0,0,0,0,1
"CSMD2",2,0,2,0,0,0,0,10,0,0,2,0,1,0,1,0,0,0,0,0,0,3,2,1,0,0,0,3
"C1orf94",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM12",221,1,57,4,0,0,5,83,7,2,3,1,2,15,60,29,2,13,0,6,3,304,98,19,3,2,5,23
"GJB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"GJA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"DLGAP3",21,0,11,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7,4,2,0,0,0,0
"ZMYM6",31,0,10,0,0,1,2,23,0,0,0,1,0,1,8,1,1,1,0,1,0,46,22,1,0,0,0,3
"ZMYM1",17,0,4,0,0,0,3,13,0,0,1,0,2,2,6,1,2,1,0,0,0,46,4,0,0,0,1,3
"SFPQ",573,13,243,6,8,6,11,516,21,34,9,42,12,58,340,122,15,68,1,43,6,1291,511,63,16,15,38,84
"ZMYM4",47,1,9,0,0,0,0,39,0,1,1,2,0,1,8,2,2,2,0,0,0,123,19,4,0,0,1,6
"KIAA0319L",65,1,13,1,1,0,2,53,2,2,1,3,1,4,33,10,1,12,0,2,0,124,47,7,1,0,1,9
"NCDN",4,0,0,0,0,0,0,4,0,0,0,1,0,0,1,1,1,0,0,0,0,3,5,0,0,0,0,2
"RP4-728D4.2",8,1,4,0,1,0,0,1,3,0,0,0,1,1,5,4,0,2,0,1,0,0,18,1,0,1,1,2
"PSMB2",331,3,132,2,1,1,14,350,21,16,6,9,6,9,155,67,8,26,0,13,5,863,521,38,13,9,16,67
"C1orf216",46,0,3,2,0,0,2,42,2,2,0,0,0,1,23,7,1,6,0,3,0,2,12,1,0,0,1,5
"CLSPN",39,0,4,0,0,0,0,6,0,0,2,0,0,0,8,3,0,0,0,1,0,85,40,0,4,6,0,1
"AGO4",40,0,14,0,0,0,0,19,0,1,0,0,0,3,12,2,1,2,0,0,3,42,11,1,0,0,0,3
"AGO1",41,1,13,0,2,0,0,23,5,1,0,1,0,1,8,8,2,0,1,3,0,81,20,2,1,1,3,8
"AGO3",66,3,24,5,0,1,5,76,2,3,1,4,3,3,47,16,0,7,0,5,5,129,54,10,1,0,8,16
"ADPRHL2",75,2,31,0,0,1,5,69,3,1,0,1,1,4,23,8,1,12,0,4,3,121,72,8,0,2,4,10
"COL8A2",30,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TRAPPC3",320,7,90,3,1,2,9,222,7,9,3,8,1,10,94,44,7,12,1,10,3,414,408,20,6,6,14,42
"MAP7D1",150,2,66,4,0,0,6,123,7,3,1,3,0,5,79,30,6,11,0,5,0,79,115,14,4,4,10,22
"THRAP3",253,4,98,7,1,2,10,245,14,21,5,11,3,23,186,84,15,43,0,29,5,538,224,29,6,16,13,49
"SH3D21",61,0,26,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,25,3,0,0,0,2
"EVA1B",254,1,59,0,1,0,4,357,1,1,0,3,0,0,9,3,7,2,0,2,0,1,65,7,1,0,3,46
"RP11-268J15.5",6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"STK40",63,2,22,1,1,0,0,29,1,2,1,1,1,5,16,10,1,5,0,0,2,98,51,4,0,1,2,8
"LSM10",406,6,124,3,0,2,3,173,6,4,1,6,2,24,103,32,11,16,0,14,3,256,444,34,5,2,12,23
"OSCP1",5,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,1,0,0,0,23,7,0,0,0,0,5
"MRPS15",305,6,67,4,0,1,5,191,10,8,4,4,2,17,90,36,11,18,1,5,5,790,421,16,9,8,13,24
"CSF3R",79,0,56,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,13,0,0,0,1
"ZC3H12A",65,8,42,3,0,0,3,32,15,2,0,7,2,5,63,21,0,15,0,14,2,91,90,9,1,3,11,7
"MEAF6",229,9,99,8,4,5,17,311,12,16,3,10,12,24,230,83,11,43,2,27,5,456,247,15,9,7,20,64
"SNIP1",24,0,4,0,1,0,0,9,1,2,1,3,0,3,11,7,2,4,0,3,1,32,18,2,1,0,1,7
"DNALI1",1,0,0,0,0,0,0,58,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,12
"GNL2",73,1,30,0,1,0,1,61,4,2,0,2,2,5,24,9,2,3,0,3,3,135,86,12,2,1,5,16
"RSPO1",2,0,0,0,0,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,55,4,0,0,0,0,2
