"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"CAMK2B",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1
"NUDCD3",14,9,2,0,3,1,17,1,1,1,2,2,7,4,2,2,3,22,5,1,0,3,1,74,73
"NPC1L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DDX56",12,8,3,2,5,0,13,0,2,0,6,1,1,5,0,1,3,27,5,1,2,3,2,64,40
"TMED4",36,17,2,3,11,2,42,0,5,0,8,6,9,12,5,1,2,47,13,1,5,6,6,137,51
"OGDH",24,13,1,0,3,0,3,1,1,0,0,0,2,5,1,2,0,14,0,2,1,3,5,69,43
"ZMIZ2",17,7,1,2,2,0,8,2,0,0,7,2,3,3,2,0,0,12,3,4,2,0,4,36,12
"PPIA",585,260,36,66,135,7,330,33,26,6,120,43,87,169,22,19,16,768,37,63,80,106,70,1995,1033
"H2AFV",129,48,6,21,39,2,74,5,10,0,67,11,24,41,4,5,6,116,22,5,50,62,17,323,235
"AC004854.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PURB",35,16,2,2,8,0,20,5,1,0,14,5,4,10,0,0,0,45,2,1,0,7,2,67,96
"RP4-673M15.1",3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,1
"MYO1G",36,0,7,7,18,0,2,3,5,0,10,5,13,21,3,9,6,4,2,2,11,12,12,5,3
"SNHG15",26,11,2,11,8,0,9,1,3,0,12,2,10,13,2,2,4,30,3,7,4,11,2,89,29
"CCM2",28,9,0,1,7,0,14,4,3,0,3,1,4,10,1,2,7,49,6,2,9,2,10,31,58
"NACAD",0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"TBRG4",8,6,1,1,7,0,9,0,2,0,1,0,2,7,0,0,0,14,2,1,2,2,1,91,10
"RAMP3",3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,7,588
"ADCY1",1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,2,16
"IGFBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3
"IGFBP3",4,189,0,0,1,0,68,0,0,0,0,0,1,1,1,2,1,253,1,0,0,0,1,20,757
"AC073115.7",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"TNS3",55,71,0,2,4,0,29,1,1,0,0,0,2,3,1,0,0,229,4,1,0,2,1,54,63
"LINC01447",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HUS1",18,9,1,0,5,0,3,2,1,0,2,1,3,2,0,0,0,11,3,1,1,1,1,53,27
"LINC00525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"PKD1L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"SUN3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C7orf57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"UPP1",88,16,3,8,12,0,4,1,0,0,5,2,11,10,1,7,7,31,4,28,3,6,5,152,258
"ABCA13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"VWC2",0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC020743.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IKZF1",34,0,9,7,18,2,3,3,2,0,18,10,19,25,8,4,8,2,4,5,11,15,22,3,2
"FIGNL1",9,0,0,0,4,0,8,0,0,0,2,0,1,4,0,0,2,4,0,0,7,5,0,9,10
"DDC",0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,72,3
"GRB10",1,1,1,0,2,0,5,0,0,0,1,0,0,1,0,0,0,11,0,0,0,0,0,16,206
"COBL",0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,41,3
"VSTM2A",0,4,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"SEC61G",302,205,9,32,55,3,204,18,27,8,102,11,48,80,6,11,9,515,84,32,20,33,26,1158,507
"EGFR",1,17,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,56,4
"LANCL2",4,1,0,0,3,0,12,0,0,0,1,0,0,1,0,0,1,4,1,0,1,2,1,26,10
"VOPP1",99,28,1,2,12,1,24,3,5,1,5,10,9,7,4,0,0,35,18,6,11,7,11,80,94
"RP11-15K19.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF713",0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7
"GBAS",41,16,3,4,8,0,31,1,1,1,13,0,5,7,1,1,1,38,4,7,2,3,1,119,43
"MRPS17",8,2,0,1,2,0,3,1,1,0,4,0,1,1,0,0,0,15,0,0,0,0,0,44,14
"PSPH",1,5,0,0,1,0,2,0,0,1,2,0,1,2,0,0,0,12,1,0,1,1,0,25,8
"CCT6A",94,48,4,15,21,3,49,10,5,3,21,4,17,26,2,7,4,121,3,12,13,16,5,337,193
"SUMF2",46,34,3,3,12,0,45,3,2,2,7,2,11,14,6,2,4,70,6,3,5,7,13,126,101
"PHKG1",5,5,1,2,0,0,9,1,0,0,0,0,1,0,0,0,0,4,1,0,1,1,0,8,8
"CHCHD2",412,195,27,62,96,9,289,19,27,5,114,33,60,122,13,24,22,570,60,41,51,77,55,2176,660
"NUPR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP13-580B18.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-114G11.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-340I6.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF736",2,1,0,0,0,0,3,2,0,0,2,0,1,2,0,1,0,2,0,1,1,0,0,17,15
"ZNF680",4,2,2,0,8,0,9,0,0,0,2,0,3,2,0,0,0,14,1,0,0,1,1,22,18
"ZNF107",1,1,1,1,1,0,0,0,0,0,0,0,0,3,1,1,0,4,0,0,0,1,3,6,7
"ZNF138",2,2,1,1,0,0,4,1,0,1,2,2,0,3,0,0,0,7,0,0,0,1,0,10,12
"ZNF273",5,1,0,0,0,0,4,0,0,1,3,0,1,0,0,0,0,3,0,0,0,2,0,3,12
"RP11-797H7.5",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3
"ZNF117",3,6,0,0,0,0,3,0,0,0,1,0,1,2,0,0,0,5,3,1,0,0,1,11,6
"ERV3-1",4,3,2,1,9,1,12,1,0,1,5,4,4,14,2,2,2,12,0,0,4,5,3,31,16
"ZNF92",4,5,0,0,1,0,0,0,0,0,3,2,0,5,1,0,1,6,1,0,0,4,2,16,15
"RP11-479O9.4",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"VKORC1L1",10,12,1,0,0,0,23,1,2,0,3,0,3,6,1,2,1,17,3,2,2,2,1,87,33
"GUSB",50,21,0,7,5,0,27,1,3,1,20,2,4,6,1,3,1,45,11,0,6,4,4,86,46
"ASL",18,37,1,3,6,1,21,0,1,1,12,3,3,7,0,0,1,32,5,1,1,2,1,263,47
"CRCP",18,8,3,1,10,0,11,1,3,0,4,1,1,11,0,0,0,17,1,2,3,1,2,61,22
"TPST1",1,31,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,17
"LINC00174",0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0
"GS1-124K5.3",0,0,0,0,3,2,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,1,7,3
"GS1-124K5.4",0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,4,3
"GS1-124K5.11",2,1,0,1,1,0,2,0,0,0,1,0,2,0,0,0,0,2,1,0,0,1,0,8,6
"KCTD7",1,2,0,0,2,0,4,0,2,0,5,0,2,8,1,1,0,6,1,1,0,2,1,12,5
"RABGEF1",5,6,0,1,4,0,11,0,1,0,3,1,2,1,0,0,0,8,0,0,0,2,1,17,10
"RP11-792A8.4",8,7,0,5,2,0,3,1,0,0,5,1,3,3,0,0,0,18,2,0,1,2,1,33,12
"RP11-458F8.4",0,1,0,0,1,0,2,0,1,0,3,0,0,0,1,0,0,0,0,0,2,0,1,4,0
"TMEM248",20,21,3,4,4,1,30,2,0,0,12,0,5,7,1,0,0,39,4,1,4,5,3,159,56
"SBDS",58,64,8,2,13,1,113,1,5,2,8,6,5,16,4,4,5,170,8,3,4,10,12,290,230
"TYW1",4,3,2,0,1,1,8,1,1,0,0,0,4,4,2,2,0,14,2,4,5,7,5,23,18
"RP11-166O4.6",1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,1,0,1,1,0,15,8
"LINC01372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AUTS2",0,13,4,0,3,0,10,0,2,1,0,0,4,7,1,2,2,11,0,0,2,1,0,57,4
"WBSCR17",0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CALN1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TYW1B",1,1,1,0,1,0,2,0,0,0,1,0,2,1,0,0,0,3,0,0,0,0,0,4,1
"POM121",11,16,0,4,7,1,10,1,2,0,2,2,3,2,1,0,0,22,4,1,1,4,0,44,17
"RP11-313P13.5",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"NSUN5",19,14,0,0,5,0,14,2,1,0,4,3,3,11,1,3,0,10,6,0,2,1,3,64,6
"FKBP6",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FZD9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"BAZ1B",31,23,6,2,19,2,39,4,6,0,15,2,18,27,4,1,3,61,5,4,12,16,8,117,101
"BCL7B",14,13,4,4,5,1,6,0,0,1,8,1,4,3,2,0,3,16,0,3,2,3,4,44,35
"TBL2",9,12,0,0,1,0,7,0,0,1,3,1,0,1,0,0,0,6,2,0,0,0,1,27,7
"MLXIPL",1,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,21,1
"VPS37D",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DNAJC30",7,11,1,2,0,0,12,1,2,0,2,1,2,3,1,2,1,15,0,0,0,1,0,38,12
"WBSCR22",39,19,5,2,15,1,32,4,4,2,10,5,13,15,1,5,5,43,14,6,4,5,9,238,57
"STX1A",1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1,1,10,1
"ABHD11-AS1",0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,28,1
"ABHD11",12,2,0,0,1,0,9,0,0,0,2,1,1,2,2,0,1,13,4,1,2,3,1,179,17
"CLDN3",10,9,1,1,10,0,11,1,1,0,12,1,3,6,2,1,1,11,5,1,1,1,0,1741,23
"CLDN4",13,6,2,3,8,1,7,3,4,0,5,1,4,10,0,2,0,14,6,1,1,2,4,1422,21
"WBSCR27",3,1,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,25,4
"WBSCR28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ELN",0,44,0,0,0,0,145,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21
"LIMK1",28,14,1,1,7,0,11,2,1,0,10,3,1,5,0,1,1,6,0,1,2,3,1,3,7
"EIF4H",53,29,1,13,10,1,30,6,0,1,12,2,13,19,3,1,2,71,6,5,14,11,5,195,130
"LAT2",76,2,0,7,6,0,3,1,0,0,47,5,0,11,0,3,0,4,0,6,2,4,2,4,0
"RFC2",9,4,0,2,7,0,4,0,0,0,5,0,2,8,0,2,0,34,1,2,6,4,2,13,17
"CLIP2",8,10,1,1,0,0,9,0,0,0,3,0,0,0,0,1,0,62,1,0,1,0,0,23,19
"GTF2IRD1",7,6,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,52,1
"RP5-1186P10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GTF2I",68,59,7,9,18,2,78,5,4,5,26,4,11,30,0,1,7,93,17,5,12,13,13,219,259
"NCF1",92,0,12,7,6,4,2,4,4,0,19,5,20,21,3,0,1,2,20,7,3,6,7,2,9
"GTF2IRD2",1,8,0,0,1,0,18,0,0,0,5,0,1,7,0,0,0,6,0,0,1,0,3,27,7
"WBSCR16",6,9,0,2,1,0,11,0,1,0,0,1,3,2,0,0,0,11,2,0,0,2,2,28,17
"GTF2IRD2B",1,2,0,0,1,0,2,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0,6,0
"AC004878.2",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"TRIM73",2,2,3,1,0,0,5,1,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,13,5
"POM121C",8,8,1,0,9,0,16,3,1,2,4,2,3,7,2,2,0,15,1,2,7,4,3,47,28
"SPDYE5",0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
"HIP1",10,15,4,4,7,0,3,0,0,0,4,0,2,7,0,2,4,142,1,2,0,4,1,9,128
"CCL26",1,24,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0
"CCL24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RHBDD2",22,16,2,1,7,0,19,1,0,0,18,0,4,6,1,2,0,38,5,0,2,3,5,52,45
"POR",15,14,0,3,3,0,20,0,0,1,4,0,2,3,0,2,0,26,1,4,0,3,3,57,34
"TMEM120A",6,8,0,0,3,0,15,0,2,1,6,0,2,3,1,0,0,27,1,3,1,2,2,51,15
"STYXL1",28,6,1,1,6,0,9,0,0,1,7,0,2,8,3,1,0,13,1,3,2,7,2,59,27
"MDH2",77,48,7,10,21,1,65,2,4,0,23,4,9,28,4,3,1,122,11,15,8,12,12,534,136
"SRRM3",0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0
"HSPB1",647,1133,9,9,74,0,599,14,7,22,45,4,26,69,11,6,9,1793,108,36,24,30,81,1581,1773
"YWHAG",118,67,1,2,11,2,53,2,2,4,28,0,3,14,2,2,4,109,10,12,4,5,8,172,238
"SSC4D",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ZP3",4,4,1,2,1,0,8,1,0,0,2,1,0,2,0,0,0,11,2,0,0,3,1,21,9
"DTX2",8,9,1,2,2,1,2,0,1,0,2,3,0,2,0,0,0,10,2,0,0,0,0,83,6
"UPK3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SPDYE16",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"POMZP3",4,6,0,0,1,0,12,1,0,0,1,5,1,3,0,0,0,18,1,1,0,3,1,27,20
"CCDC146",1,4,1,1,7,0,3,0,0,0,1,1,3,6,1,1,1,8,1,0,3,2,1,9,5
"FGL2",365,2,0,31,6,0,25,1,0,2,12,2,3,4,0,0,0,1,1,52,2,1,2,4,16
"GSAP",40,5,0,0,0,0,3,0,0,0,6,1,2,2,0,4,1,2,0,2,0,0,0,5,0
"RP5-899E9.1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTPN12",76,45,1,7,4,0,35,1,1,1,4,2,3,6,0,6,3,106,1,3,0,5,3,112,229
"APTR",2,3,0,1,1,0,3,0,0,0,0,0,1,1,0,0,0,2,0,0,3,1,0,35,7
"RSBN1L",42,30,8,5,29,2,49,9,6,0,25,6,19,46,9,4,3,70,14,3,9,18,12,187,69
"TMEM60",45,18,3,2,7,0,26,4,2,0,10,2,2,8,0,0,0,16,1,4,2,5,3,71,34
"PHTF2",19,12,3,1,10,0,14,0,6,0,22,2,16,12,3,3,1,15,1,2,7,5,17,20,14
"RP5-1185I7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0
"MAGI2",1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0
"GNAI1",5,34,0,2,0,0,37,0,0,1,0,0,0,0,0,0,0,70,0,0,0,0,0,15,193
"CD36",46,1,0,2,0,0,0,0,0,5,0,0,0,0,0,0,1,83,0,12,0,0,0,2,135
"SEMA3C",8,10,0,0,0,0,110,1,2,0,0,0,1,1,0,0,1,2,0,0,0,0,0,108,6
"HGF",7,39,0,0,0,0,40,0,0,3,0,0,0,0,0,0,0,16,1,0,0,0,0,1,0
"CACNA2D1",0,12,0,0,1,0,9,1,0,1,8,0,0,0,0,0,0,13,0,0,0,0,0,0,11
"PCLO",0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0
"SEMA3E",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SEMA3A",3,21,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,6,2
"AC074183.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SEMA3D",0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"GRM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KIAA1324L",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,7,2
"AC005076.5",2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,3,1,0,0,0,0,3,2
"DMTF1",9,11,3,3,9,1,11,0,5,1,10,2,7,10,5,1,3,15,3,0,4,2,6,42,35
"TMEM243",25,22,4,6,9,0,33,2,5,0,4,5,13,11,3,4,3,32,7,2,6,7,6,59,73
"TP53TG1",14,13,2,2,9,0,19,0,0,1,12,1,1,6,0,1,0,28,1,0,3,0,5,108,56
"CROT",4,6,0,0,2,0,4,1,2,0,3,0,2,2,0,0,0,7,0,0,0,1,1,27,12
"ABCB4",2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2
"ABCB1",1,2,2,0,1,0,0,0,3,0,0,0,1,7,1,2,0,2,0,0,0,2,0,7,18
"RUNDC3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32
"SLC25A40",17,5,0,2,2,0,3,2,0,0,4,1,0,7,0,1,1,3,0,2,1,2,1,19,15
"DBF4",11,2,1,2,8,0,3,1,1,0,3,0,7,7,0,1,0,12,6,1,3,13,5,55,31
"ADAM22",0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,7,6
"SRI",117,76,10,5,52,2,109,8,7,1,55,18,29,38,6,7,7,183,7,6,12,28,13,836,226
"AC003991.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0
"STEAP4",0,1,0,0,0,0,9,0,0,0,2,0,0,1,0,0,0,46,0,1,0,0,0,0,9
"RP5-1121E10.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"STEAP1",2,38,0,0,0,0,74,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,1,47,4
"STEAP2",1,23,0,0,0,0,107,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,71,2
"CFAP69",0,3,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1
"GTPBP10",4,6,0,0,4,0,10,0,0,0,5,1,0,1,0,1,0,6,0,0,2,2,0,31,13
"CLDN12",2,7,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,8,0,2,0,0,0,104,7
"CDK14",4,8,0,0,1,0,8,1,0,0,2,1,0,0,0,0,0,6,4,0,0,0,0,6,6
"AC002456.2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FZD1",18,19,0,1,0,0,31,0,0,0,2,0,0,0,0,0,0,23,0,0,0,0,0,9,6
"MTERF1",2,5,0,0,3,0,6,0,0,0,1,0,1,1,1,0,0,5,0,0,2,0,1,7,9
"AKAP9",89,56,16,8,38,0,109,8,11,5,31,15,25,43,8,3,16,87,36,6,19,11,22,422,178
"CYP51A1",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,19,3
"LRRD1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP51A1-AS1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRIT1",20,15,3,3,13,0,26,4,4,2,7,0,9,10,1,5,2,34,5,0,6,5,1,75,59
"ANKIB1",28,29,2,3,9,2,36,4,0,2,7,2,5,10,0,1,3,53,3,2,1,4,5,90,47
"GATAD1",33,20,2,1,8,1,29,3,2,0,14,5,3,5,1,5,0,38,2,3,2,2,4,157,59
"ERVW-1",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PEX1",7,3,0,1,3,0,9,1,0,0,5,2,6,3,0,0,2,11,1,0,1,1,2,32,16
"RBM48",4,4,3,0,4,0,1,0,1,0,1,1,1,4,0,2,0,6,4,0,0,0,2,16,10
"FAM133B",62,57,11,7,24,1,73,8,10,3,38,2,15,41,8,5,6,120,20,8,12,14,21,185,127
"CDK6",25,28,3,0,34,1,25,16,11,1,16,2,8,15,4,5,4,63,10,1,18,13,12,133,29
"AC002454.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SAMD9",17,17,5,4,28,0,19,9,10,0,17,3,15,28,2,9,6,29,3,4,4,9,13,48,51
"SAMD9L",49,38,8,4,22,4,18,8,6,0,18,3,20,34,2,4,4,40,10,2,10,9,17,44,49
"HEPACAM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43,0
"VPS50",1,3,1,1,0,0,4,1,1,0,2,1,0,3,1,0,0,8,1,0,0,2,0,13,5
"GNGT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TFPI2",0,9,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,1
"AC002076.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GNG11",6,65,1,0,3,0,227,0,0,25,1,0,0,2,3,0,0,214,4,0,0,1,2,19,1352
"BET1",28,23,0,1,4,0,24,0,1,1,5,1,4,14,0,0,2,35,3,4,2,3,2,101,27
"AC003092.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL1A2",18,3900,2,0,5,1,2595,2,1,1,8,0,4,8,0,3,4,3613,6,0,3,2,3,45,85
"CASD1",7,5,3,0,2,0,7,3,0,0,3,1,1,4,0,0,1,9,2,0,1,0,0,62,30
"SGCE",0,25,0,0,0,0,47,0,0,1,1,0,0,0,0,0,0,41,0,0,0,0,0,2,15
"PEG10",0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"PPP1R9A",0,1,0,0,1,0,2,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,63,3
"PON1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PON3",0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0
"PON2",20,35,1,3,2,1,28,1,2,2,8,0,0,3,0,1,3,62,0,4,0,5,1,234,156
"ASB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDK4",98,16,0,2,0,0,41,1,0,1,0,0,0,1,0,0,0,28,0,6,1,0,0,102,61
"AC002451.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"DYNC1I1",1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,5
"SLC25A13",22,9,0,0,4,0,15,0,0,0,4,1,1,2,0,0,0,15,0,4,0,0,0,67,29
"SHFM1",188,118,18,19,51,3,157,5,4,7,43,16,26,56,8,9,10,243,17,14,14,19,26,906,376
"DLX6-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DLX5",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"SDHAF3",16,10,1,4,5,1,17,2,0,0,5,1,3,12,1,0,3,28,4,1,4,4,5,91,46
"TAC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASNS",1,3,0,1,1,1,7,0,1,0,2,2,0,4,1,1,3,5,10,0,2,3,1,71,7
"LMTK2",1,1,1,0,0,0,1,0,0,0,1,0,1,4,0,0,0,3,1,1,1,0,0,35,6
"TECPR1",14,2,0,1,6,1,8,0,0,0,0,0,2,6,0,2,1,11,1,0,2,1,4,33,57
"BRI3",104,25,0,0,2,0,16,2,0,0,4,0,2,3,1,0,1,24,2,5,1,0,0,138,86
"BAIAP2L1",1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,1,83,11
"RP11-307C18.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPTX2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
"TMEM130",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"TRRAP",6,6,0,0,4,0,4,0,2,1,1,2,2,2,0,1,1,14,2,0,2,1,1,25,19
"AC004893.11",0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0
